date,Yuma_cume,Yuma
1/1/2021,5,
1/10/2021,6,1
1/11/2021,7,1
1/12/2021,8,1
1/13/2021,9,1
1/14/2021,11,2
1/15/2021,18,7
1/16/2021,44,26
1/17/2021,46,2
1/18/2021,48,2
1/19/2021,224,176
1/2/2021,922,698
1/20/2021,1679,757
1/21/2021,1917,238
1/22/2021,2021,104
1/23/2021,2022,1
1/24/2021,2451,429
1/25/2021,2811,360
1/26/2021,3243,432
1/27/2021,3336,93
1/28/2021,3367,31
1/29/2021,3370,3
1/3/2021,3371,1
1/30/2021,3591,220
1/31/2021,3922,331
1/4/2021,4408,486
1/5/2021,4636,228
1/6/2021,4958,322
1/7/2021,4972,14
1/8/2021,4987,15
1/9/2021,5665,678
12/1/2020,6346,681
12/10/2020,7098,752
12/12/2020,7282,184
12/16/2020,7474,192
12/17/2020,7475,1
12/19/2020,7476,1
12/20/2020,7513,37
12/21/2020,7904,391
12/22/2020,8479,575
12/23/2020,10268,1789
12/24/2020,11849,1581
12/26/2020,11993,144
12/27/2020,12007,14
12/28/2020,12441,434
12/29/2020,13294,853
12/3/2020,14696,1402
12/30/2020,16769,2073
12/31/2020,18842,2073
12/4/2020,20045,1203
12/8/2020,20058,13
2/1/2021,20942,884
2/10/2021,22021,1079
2/11/2021,23529,1508
2/12/2021,24539,1010
2/13/2021,25246,707
2/14/2021,25288,42
2/15/2021,25310,22
2/16/2021,25593,283
2/17/2021,26438,845
2/18/2021,28798,2360
2/19/2021,31272,2474
2/2/2021,33159,1887
2/20/2021,34029,870
2/21/2021,34032,3
2/22/2021,34148,116
2/23/2021,34407,259
2/24/2021,34737,330
2/25/2021,35363,626
2/26/2021,36221,858
2/27/2021,36600,379
2/28/2021,36609,9
2/3/2021,36652,43
2/4/2021,37853,1201
2/5/2021,40486,2633
2/6/2021,43651,3165
2/7/2021,46403,2752
2/8/2021,47248,845
2/9/2021,47599,351
3/1/2021,49505,1906
3/10/2021,50875,1370
3/11/2021,52152,1277
3/12/2021,55031,2879
3/13/2021,58671,3640
3/14/2021,58902,231
3/15/2021,59080,178
3/16/2021,60107,1027
3/17/2021,62285,2178
3/18/2021,64256,1971
3/19/2021,67679,3423
3/2/2021,70872,3193
3/20/2021,72509,1637
3/21/2021,72711,202
3/22/2021,73568,857
3/23/2021,75188,1620
3/24/2021,77298,2110
3/25/2021,81253,3955
3/26/2021,84420,3167
3/27/2021,85763,1343
3/28/2021,86112,349
3/29/2021,86663,551
3/3/2021,88176,1513
3/30/2021,90534,2358
3/31/2021,92867,2333
3/4/2021,95123,2256
3/5/2021,95730,607
3/6/2021,95983,253
3/7/2021,96600,617
3/8/2021,99438,2838
3/9/2021,102460,3022
4/1/2021,105395,2935
4/10/2021,107312,1917
4/11/2021,108074,762
4/12/2021,108768,694
4/13/2021,110200,1432
4/14/2021,112421,2221
4/15/2021,114874,2453
4/16/2021,117758,2884
4/17/2021,119803,2045
4/18/2021,120350,547
4/19/2021,120566,216
4/2/2021,121218,652
4/20/2021,122265,1047
4/21/2021,124944,2679
4/22/2021,127978,3034
4/23/2021,131099,3121
4/24/2021,131854,755
4/25/2021,132427,573
4/26/2021,134030,1603
4/27/2021,136017,1987
4/28/2021,137625,1608
4/29/2021,139026,1401
4/3/2021,140982,1956
4/30/2021,141309,327
4/4/2021,141500,191
4/5/2021,142049,549
4/6/2021,145185,3136
4/7/2021,147123,1938
4/8/2021,148933,1810
4/9/2021,150462,1529
5/1/2021,150707,245
5/10/2021,150888,181
