date,Arizona_cume,Arizona
2020-12-01 00:00:00,39,
2020-12-02 00:00:00,47,8
2020-12-03 00:00:00,55,8
2020-12-04 00:00:00,59,4
2020-12-05 00:00:00,60,1
2020-12-07 00:00:00,64,4
2020-12-08 00:00:00,67,3
2020-12-09 00:00:00,72,5
2020-12-10 00:00:00,79,7
2020-12-11 00:00:00,86,7
2020-12-12 00:00:00,91,5
2020-12-13 00:00:00,94,3
2020-12-14 00:00:00,102,8
2020-12-15 00:00:00,138,36
2020-12-16 00:00:00,700,562
2020-12-17 00:00:00,3805,3105
2020-12-18 00:00:00,7422,3617
2020-12-19 00:00:00,9974,2552
2020-12-20 00:00:00,10989,1015
2020-12-21 00:00:00,16483,5494
2020-12-22 00:00:00,24207,7724
2020-12-23 00:00:00,33857,9650
2020-12-24 00:00:00,37668,3811
2020-12-25 00:00:00,37805,137
2020-12-26 00:00:00,44314,6509
2020-12-27 00:00:00,46959,2645
2020-12-28 00:00:00,56187,9228
2020-12-29 00:00:00,68965,12778
2020-12-30 00:00:00,83736,14771
2020-12-31 00:00:00,91502,7766
2021-01-01 00:00:00,92224,722
2021-01-02 00:00:00,99769,7545
2021-01-03 00:00:00,102959,3190
2021-01-04 00:00:00,111547,8588
2021-01-05 00:00:00,120377,8830
2021-01-06 00:00:00,132229,11852
2021-01-07 00:00:00,144755,12526
2021-01-08 00:00:00,156688,11933
2021-01-09 00:00:00,164606,7918
2021-01-10 00:00:00,167810,3204
2021-01-11 00:00:00,183425,15615
2021-01-12 00:00:00,206522,23097
2021-01-13 00:00:00,231600,25078
2021-01-14 00:00:00,256206,24606
2021-01-15 00:00:00,281041,24835
2021-01-16 00:00:00,296747,15706
2021-01-17 00:00:00,306050,9303
2021-01-18 00:00:00,324965,18915
2021-01-19 00:00:00,351707,26742
2021-01-20 00:00:00,383276,31569
2021-01-21 00:00:00,418439,35163
2021-01-22 00:00:00,456196,37757
2021-01-23 00:00:00,484730,28534
2021-01-24 00:00:00,500976,16246
2021-01-25 00:00:00,530100,29124
2021-01-26 00:00:00,566692,36592
2021-01-27 00:00:00,606198,39506
2021-01-28 00:00:00,645666,39468
2021-01-29 00:00:00,685407,39741
2021-01-30 00:00:00,711652,26245
2021-01-31 00:00:00,723220,11568
2021-02-01 00:00:00,753039,29819
2021-02-02 00:00:00,791356,38317
2021-02-03 00:00:00,834897,43541
2021-02-04 00:00:00,881051,46154
2021-02-05 00:00:00,924725,43674
2021-02-06 00:00:00,962819,38094
2021-02-07 00:00:00,979120,16301
2021-02-08 00:00:00,1017671,38551
2021-02-09 00:00:00,1061755,44084
2021-02-10 00:00:00,1112114,50359
2021-02-11 00:00:00,1162837,50723
2021-02-12 00:00:00,1223983,61146
2021-02-13 00:00:00,1269538,45555
2021-02-14 00:00:00,1286854,17316
2021-02-15 00:00:00,1318061,31207
2021-02-16 00:00:00,1362480,44419
2021-02-17 00:00:00,1409303,46823
2021-02-18 00:00:00,1454058,44755
2021-02-19 00:00:00,1496316,42258
2021-02-20 00:00:00,1531320,35004
2021-02-21 00:00:00,1546180,14860
2021-02-22 00:00:00,1574077,27897
2021-02-23 00:00:00,1618145,44068
2021-02-24 00:00:00,1674749,56604
2021-02-25 00:00:00,1734980,60231
2021-02-26 00:00:00,1801672,66692
2021-02-27 00:00:00,1853397,51725
2021-02-28 00:00:00,1878884,25487
2021-03-01 00:00:00,1924148,45264
2021-03-02 00:00:00,1974627,50479
2021-03-03 00:00:00,2033160,58533
2021-03-04 00:00:00,2090847,57687
2021-03-05 00:00:00,2149098,58251
2021-03-06 00:00:00,2193688,44590
2021-03-07 00:00:00,2219708,26020
2021-03-08 00:00:00,2270636,50928
2021-03-09 00:00:00,2327306,56670
2021-03-10 00:00:00,2394354,67048
2021-03-11 00:00:00,2464516,70162
2021-03-12 00:00:00,2537489,72973
2021-03-13 00:00:00,2588784,51295
2021-03-14 00:00:00,2617506,28722
2021-03-15 00:00:00,2664415,46909
2021-03-16 00:00:00,2718667,54252
2021-03-17 00:00:00,2780775,62108
2021-03-18 00:00:00,2843438,62663
2021-03-19 00:00:00,2902992,59554
2021-03-20 00:00:00,2949354,46362
2021-03-21 00:00:00,2980265,30911
2021-03-22 00:00:00,3023118,42853
2021-03-23 00:00:00,3071592,48474
2021-03-24 00:00:00,3134590,62998
2021-03-25 00:00:00,3205271,70681
2021-03-26 00:00:00,3274977,69706
2021-03-27 00:00:00,3327653,52676
2021-03-28 00:00:00,3365362,37709
2021-03-29 00:00:00,3425260,59898
2021-03-30 00:00:00,3491470,66210
2021-03-31 00:00:00,3567255,75785
2021-04-01 00:00:00,3640571,73316
2021-04-02 00:00:00,3708230,67659
2021-04-03 00:00:00,3756543,48313
2021-04-04 00:00:00,3777395,20852
2021-04-05 00:00:00,3834522,57127
2021-04-06 00:00:00,3898996,64474
2021-04-07 00:00:00,3972194,73198
2021-04-08 00:00:00,4045645,73451
2021-04-09 00:00:00,4114177,68532
2021-04-10 00:00:00,4161335,47158
2021-04-11 00:00:00,4191879,30544
2021-04-12 00:00:00,4242878,50999
2021-04-13 00:00:00,4292368,49490
2021-04-14 00:00:00,4351472,59104
2021-04-15 00:00:00,4414521,63049
2021-04-16 00:00:00,4476218,61697
2021-04-17 00:00:00,4518103,41885
2021-04-18 00:00:00,4547186,29083
2021-04-19 00:00:00,4598319,51133
2021-04-20 00:00:00,4650395,52076
2021-04-21 00:00:00,4707552,57157
2021-04-22 00:00:00,4766480,58928
2021-04-23 00:00:00,4819559,53079
2021-04-24 00:00:00,4855125,35566
2021-04-25 00:00:00,4878954,23829
2021-04-26 00:00:00,4914229,35275
2021-04-27 00:00:00,4954266,40037
2021-04-28 00:00:00,4997769,43503
2021-04-29 00:00:00,5031930,34161
2021-04-30 00:00:00,5055110,23180
