date,Yuma_cume,Yuma
2020-12-01 00:00:00,1,
2020-12-03 00:00:00,2,1
2020-12-04 00:00:00,3,1
2020-12-12 00:00:00,4,1
2020-12-17 00:00:00,7,3
2020-12-19 00:00:00,8,1
2020-12-20 00:00:00,10,2
2020-12-21 00:00:00,185,175
2020-12-22 00:00:00,848,663
2020-12-23 00:00:00,1592,744
2020-12-24 00:00:00,1830,238
2020-12-26 00:00:00,1934,104
2020-12-27 00:00:00,1935,1
2020-12-28 00:00:00,2363,428
2020-12-29 00:00:00,2687,324
2020-12-30 00:00:00,3061,374
2020-12-31 00:00:00,3136,75
2021-01-01 00:00:00,3141,5
2021-01-04 00:00:00,3357,216
2021-01-05 00:00:00,3675,318
2021-01-06 00:00:00,4137,462
2021-01-07 00:00:00,4334,197
2021-01-08 00:00:00,4586,252
2021-01-09 00:00:00,4600,14
2021-01-10 00:00:00,4612,12
2021-01-11 00:00:00,5275,663
2021-01-12 00:00:00,5928,653
2021-01-13 00:00:00,6638,710
2021-01-14 00:00:00,6790,152
2021-01-15 00:00:00,6946,156
2021-01-16 00:00:00,6947,1
2021-01-17 00:00:00,6948,1
2021-01-18 00:00:00,6983,35
2021-01-19 00:00:00,7368,385
2021-01-20 00:00:00,7933,565
2021-01-21 00:00:00,9721,1788
2021-01-22 00:00:00,11292,1571
2021-01-23 00:00:00,11434,142
2021-01-24 00:00:00,11447,13
2021-01-25 00:00:00,11872,425
2021-01-26 00:00:00,12663,791
2021-01-27 00:00:00,14000,1337
2021-01-28 00:00:00,15770,1770
2021-01-29 00:00:00,17816,2046
2021-01-30 00:00:00,19019,1203
2021-01-31 00:00:00,19031,12
2021-02-01 00:00:00,19869,838
2021-02-02 00:00:00,20884,1015
2021-02-03 00:00:00,22384,1500
2021-02-04 00:00:00,23191,807
2021-02-05 00:00:00,23891,700
2021-02-06 00:00:00,23925,34
2021-02-07 00:00:00,23946,21
2021-02-08 00:00:00,24208,262
2021-02-09 00:00:00,24980,772
2021-02-10 00:00:00,27321,2341
2021-02-11 00:00:00,29405,2084
2021-02-12 00:00:00,31280,1875
2021-02-13 00:00:00,32145,865
2021-02-14 00:00:00,32146,1
2021-02-15 00:00:00,32249,103
2021-02-16 00:00:00,32500,251
2021-02-17 00:00:00,32814,314
2021-02-18 00:00:00,33375,561
2021-02-19 00:00:00,33926,551
2021-02-20 00:00:00,34101,175
2021-02-21 00:00:00,34105,4
2021-02-22 00:00:00,34134,29
2021-02-23 00:00:00,35331,1197
2021-02-24 00:00:00,37955,2624
2021-02-25 00:00:00,41002,3047
2021-02-26 00:00:00,43737,2735
2021-02-27 00:00:00,44574,837
2021-02-28 00:00:00,44914,340
2021-03-01 00:00:00,46744,1830
2021-03-02 00:00:00,47818,1074
2021-03-03 00:00:00,49074,1256
2021-03-04 00:00:00,51746,2672
2021-03-05 00:00:00,55077,3331
2021-03-06 00:00:00,55300,223
2021-03-07 00:00:00,55473,173
2021-03-08 00:00:00,56485,1012
2021-03-09 00:00:00,58650,2165
2021-03-10 00:00:00,60589,1939
2021-03-11 00:00:00,63624,3035
2021-03-12 00:00:00,66794,3170
2021-03-13 00:00:00,68422,1628
2021-03-14 00:00:00,68617,195
2021-03-15 00:00:00,69443,826
2021-03-16 00:00:00,70709,1266
2021-03-17 00:00:00,72796,2087
2021-03-18 00:00:00,76379,3583
2021-03-19 00:00:00,79533,3154
2021-03-20 00:00:00,80624,1091
2021-03-21 00:00:00,80822,198
2021-03-22 00:00:00,81354,532
2021-03-23 00:00:00,82735,1381
2021-03-24 00:00:00,85072,2337
2021-03-25 00:00:00,87284,2212
2021-03-26 00:00:00,89506,2222
2021-03-27 00:00:00,90100,594
2021-03-28 00:00:00,90341,241
2021-03-29 00:00:00,90937,596
2021-03-30 00:00:00,93694,2757
2021-03-31 00:00:00,96659,2965
2021-04-01 00:00:00,99238,2579
2021-04-02 00:00:00,101125,1887
2021-04-03 00:00:00,101878,753
2021-04-04 00:00:00,102562,684
2021-04-05 00:00:00,103959,1397
2021-04-06 00:00:00,106157,2198
2021-04-07 00:00:00,108543,2386
2021-04-08 00:00:00,111307,2764
2021-04-09 00:00:00,113324,2017
2021-04-10 00:00:00,113864,540
2021-04-11 00:00:00,114075,211
2021-04-12 00:00:00,114680,605
2021-04-13 00:00:00,115690,1010
2021-04-14 00:00:00,118280,2590
2021-04-15 00:00:00,121086,2806
2021-04-16 00:00:00,124185,3099
2021-04-17 00:00:00,124932,747
2021-04-18 00:00:00,125500,568
2021-04-19 00:00:00,127056,1556
2021-04-20 00:00:00,128976,1920
2021-04-21 00:00:00,130443,1467
2021-04-22 00:00:00,131659,1216
2021-04-23 00:00:00,133509,1850
2021-04-24 00:00:00,133796,287
2021-04-25 00:00:00,133970,174
2021-04-26 00:00:00,134342,372
2021-04-27 00:00:00,137211,2869
2021-04-28 00:00:00,139001,1790
2021-04-29 00:00:00,140439,1438
2021-04-30 00:00:00,141443,1004
