date,20-34_Pinal,35-44_Pinal,45-54_Pinal,55-64_Pinal,65+_Pinal,<20_Pinal
1/1/2021,639,990,941,757,533,5
1/10/2021,1179,1725,1738,1475,2288,14
1/11/2021,1228,1808,1823,1542,2467,18
1/12/2021,1318,1922,1946,1642,2748,18
1/13/2021,1427,2060,2099,1815,3157,21
1/14/2021,1526,2243,2258,1963,3681,22
1/15/2021,1646,2399,2437,2097,4060,24
1/16/2021,1705,2489,2538,2186,4678,27
1/17/2021,1724,2521,2580,2222,4733,27
1/18/2021,1789,2634,2651,2315,4954,28
1/19/2021,1861,2709,2737,2397,5460,31
1/2/2021,721,1110,1067,864,613,6
1/20/2021,1938,2838,2842,2521,6231,36
1/21/2021,2033,2971,3011,2690,6978,40
1/22/2021,2181,3139,3197,2879,7733,42
1/23/2021,2265,3305,3360,3035,8326,45
1/24/2021,2302,3338,3421,3065,8487,47
1/25/2021,2382,3409,3512,3189,9083,49
1/26/2021,2458,3490,3609,3305,9654,50
1/27/2021,2571,3617,3768,3495,10379,51
1/28/2021,2647,3733,3888,3645,11394,52
1/29/2021,2758,3857,4027,3831,12399,61
1/3/2021,749,1156,1113,887,635,6
1/30/2021,2828,3949,4160,3990,13184,64
1/31/2021,2864,3971,4192,4020,13337,66
1/4/2021,813,1256,1205,975,863,7
1/5/2021,909,1365,1295,1070,1097,8
1/6/2021,1021,1491,1428,1192,1364,10
1/7/2021,1084,1581,1543,1293,1698,12
1/8/2021,1136,1665,1678,1427,2131,14
1/9/2021,1169,1709,1723,1464,2267,14
10/1/2021,35815,29783,31442,36821,75344,18241
10/10/2021,36489,30206,31735,37014,75589,18593
10/11/2021,36592,30273,31784,37042,75628,18653
10/12/2021,36649,30304,31810,37058,75649,18677
10/13/2021,36708,30339,31840,37073,75670,18706
10/14/2021,36781,30384,31875,37107,75690,18729
10/15/2021,36866,30438,31918,37150,75724,18772
10/16/2021,36915,30466,31945,37167,75738,18798
10/17/2021,36951,30491,31961,37181,75746,18814
10/18/2021,37029,30546,32005,37214,75787,18837
10/19/2021,37091,30581,32035,37240,75812,18881
10/2/2021,35864,29823,31475,36849,75358,18281
10/20/2021,37146,30620,32073,37270,75847,18903
10/21/2021,37212,30658,32101,37299,75872,18932
10/22/2021,37284,30719,32148,37337,75921,18968
10/23/2021,37344,30770,32176,37354,75950,18994
10/24/2021,37370,30785,32191,37363,75973,19008
10/25/2021,37430,30835,32231,37388,76049,19027
10/26/2021,37513,30888,32279,37411,76107,19071
10/27/2021,37604,30946,32322,37453,76171,19105
10/28/2021,37726,31008,32365,37497,76250,19129
10/29/2021,37812,31060,32419,37538,76294,19160
10/3/2021,35914,29851,31490,36859,75365,18299
10/30/2021,37860,31097,32445,37554,76316,19175
10/31/2021,37884,31116,32459,37563,76323,19186
10/4/2021,35998,29912,31533,36880,75419,18356
10/5/2021,36090,29964,31559,36910,75459,18402
10/6/2021,36197,30028,31606,36938,75500,18470
10/7/2021,36278,30077,31634,36960,75542,18506
10/8/2021,36375,30141,31679,36991,75562,18542
10/9/2021,36453,30183,31715,37006,75574,18576
11/1/2021,37938,31158,32489,37595,76393,19213
11/10/2021,38455,31482,32791,37842,76835,19476
11/11/2021,38495,31513,32817,37864,76885,19511
11/12/2021,38521,31529,32827,37875,76912,19530
11/2/2021,38004,31195,32520,37621,76452,19236
11/3/2021,38074,31239,32558,37649,76501,19258
11/4/2021,38119,31274,32586,37678,76563,19279
11/5/2021,38188,31330,32647,37712,76644,19336
11/6/2021,38242,31355,32670,37736,76665,19376
11/7/2021,38274,31369,32684,37748,76683,19390
11/8/2021,38333,31406,32722,37785,76749,19415
11/9/2021,38393,31439,32759,37816,76793,19442
12/1/2020,1,1,2,,1,
12/10/2020,1,1,2,,2,
12/11/2020,1,1,2,,2,
12/12/2020,1,1,2,,2,
12/13/2020,1,1,2,,2,
12/14/2020,1,1,2,,2,
12/15/2020,1,1,2,,2,
12/16/2020,2,2,5,,2,
12/17/2020,10,13,17,4,4,
12/18/2020,20,22,26,9,5,
12/19/2020,24,31,31,15,8,
12/2/2020,1,1,2,,1,
12/20/2020,24,36,32,19,9,
12/21/2020,50,83,77,37,21,1
12/22/2020,109,154,134,82,37,1
12/23/2020,169,242,243,160,70,2
12/24/2020,186,262,260,173,73,2
12/25/2020,186,262,260,173,73,2
12/26/2020,242,360,337,230,96,3
12/27/2020,258,390,353,241,98,3
12/28/2020,319,506,483,338,134,3
12/29/2020,425,671,642,478,189,4
12/3/2020,1,1,2,,1,
12/30/2020,559,890,831,659,318,4
12/31/2020,636,984,936,750,493,5
12/4/2020,1,1,2,,1,
12/5/2020,1,1,2,,1,
12/6/2020,1,1,2,,1,
12/7/2020,1,1,2,,1,
12/8/2020,1,1,2,,1,
12/9/2020,1,1,2,,2,
2/1/2021,2943,4075,4291,4125,14175,71
2/10/2021,3657,4877,5200,5396,24504,99
2/11/2021,3726,4944,5282,5535,26259,102
2/12/2021,3828,5053,5421,5727,28286,108
2/13/2021,4026,5292,5687,5953,29766,119
2/14/2021,4055,5332,5736,6011,30115,120
2/15/2021,4103,5374,5784,6097,30902,125
2/16/2021,4178,5443,5832,6172,31915,134
2/17/2021,4260,5499,5888,6264,32955,139
2/18/2021,4334,5558,5946,6325,34083,150
2/19/2021,4404,5626,6015,6396,34716,159
2/2/2021,3015,4167,4408,4282,15104,71
2/20/2021,4545,5720,6103,6470,35216,176
2/21/2021,4557,5733,6115,6490,35495,177
2/22/2021,4590,5771,6140,6546,35912,181
2/23/2021,4629,5810,6189,6613,36512,182
2/24/2021,4683,5876,6245,6685,37521,187
2/25/2021,4769,5970,6338,6864,39169,194
2/26/2021,4857,6057,6434,7035,40967,199
2/27/2021,4905,6091,6481,7113,41509,201
2/28/2021,4917,6103,6506,7164,41872,201
2/3/2021,3128,4316,4536,4424,16136,73
2/4/2021,3207,4415,4649,4546,17173,74
2/5/2021,3362,4569,4826,4737,18240,78
2/6/2021,3420,4647,4918,4894,19617,86
2/7/2021,3438,4653,4933,4922,19980,86
2/8/2021,3492,4705,5005,5054,21292,87
2/9/2021,3545,4775,5089,5232,22747,92
3/1/2021,4972,6162,6591,7362,42997,205
3/10/2021,5619,6822,7475,11859,51773,261
3/11/2021,5787,7061,7671,12865,52987,268
3/12/2021,5934,7148,7852,13566,53848,277
