date,pcr_tests,pcr_pos_test,pcr_positivity
2021-11-12 00:00:00,445,23,0.051685393258427
2021-11-11 00:00:00,8963,971,0.1083342630815575
2021-11-10 00:00:00,31052,3661,0.1178990081154193
2021-11-09 00:00:00,40037,4577,0.1143192546894123
2021-11-08 00:00:00,43129,5065,0.1174383825268381
2021-11-07 00:00:00,17791,2621,0.1473216795008712
2021-11-06 00:00:00,19321,2882,0.1491641219398582
2021-11-05 00:00:00,35122,3958,0.1126928990376402
2021-11-04 00:00:00,37679,4032,0.1070092093739218
2021-11-03 00:00:00,37323,4189,0.1122364225812502
2021-11-02 00:00:00,40321,4156,0.1030728404553458
2021-11-01 00:00:00,38834,4168,0.107328629551424
2021-10-31 00:00:00,14919,2051,0.1374757021248073
2021-10-30 00:00:00,17968,2269,0.126280053428317
2021-10-29 00:00:00,32528,3313,0.1018507132316773
2021-10-28 00:00:00,37067,3243,0.0874902204116869
2021-10-27 00:00:00,33741,3378,0.1001155863785899
2021-10-26 00:00:00,36499,3335,0.0913723663662018
2021-10-25 00:00:00,40373,3883,0.0961781388551755
2021-10-24 00:00:00,15668,1860,0.1187133009956599
2021-10-23 00:00:00,16891,2025,0.1198863299982239
2021-10-22 00:00:00,29478,2898,0.0983106045186241
2021-10-21 00:00:00,32910,2914,0.08854451534488
2021-10-20 00:00:00,32072,2910,0.0907333499625842
2021-10-19 00:00:00,35465,2899,0.0817425630903708
2021-10-18 00:00:00,36867,3326,0.0902161824938292
2021-10-17 00:00:00,13810,1679,0.121578566256336
2021-10-16 00:00:00,15078,1735,0.1150683114471415
2021-10-15 00:00:00,29543,2487,0.0841823782283451
2021-10-14 00:00:00,32792,2600,0.0792876311295438
2021-10-13 00:00:00,30231,2657,0.0878899143263538
2021-10-12 00:00:00,32032,2671,0.0833853646353646
2021-10-11 00:00:00,34419,3054,0.0887300618844243
2021-10-10 00:00:00,14450,1754,0.1213840830449827
2021-10-09 00:00:00,16875,1948,0.115437037037037
2021-10-08 00:00:00,29876,2733,0.0914781095193466
