date,pcr_tests_PIMA,pcr_pos_test_PIMA,pcr_positivity_PIMA
2021-11-15 00:00:00,69,11,0.1594202898550725
2021-11-14 00:00:00,1332,239,0.1794294294294295
2021-11-13 00:00:00,2352,383,0.1628401360544218
2021-11-12 00:00:00,5220,653,0.125095785440613
2021-11-11 00:00:00,3272,462,0.14119804400978
2021-11-10 00:00:00,6376,685,0.1074341279799247
2021-11-09 00:00:00,6729,723,0.1074453856442265
2021-11-08 00:00:00,7000,698,0.0997142857142857
2021-11-07 00:00:00,2761,425,0.1539297356030424
2021-11-06 00:00:00,2895,462,0.1595854922279793
2021-11-05 00:00:00,5416,589,0.1087518463810931
2021-11-04 00:00:00,5988,622,0.103874415497662
2021-11-03 00:00:00,6359,628,0.0987576662997327
2021-11-02 00:00:00,6144,575,0.0935872395833333
2021-11-01 00:00:00,6030,535,0.0887230514096186
2021-10-31 00:00:00,2007,336,0.1674140508221226
2021-10-30 00:00:00,2360,305,0.1292372881355932
2021-10-29 00:00:00,4776,457,0.0956867671691792
2021-10-28 00:00:00,5590,499,0.0892665474060823
2021-10-27 00:00:00,5471,460,0.0840796929263389
2021-10-26 00:00:00,5656,441,0.077970297029703
2021-10-25 00:00:00,5875,560,0.0953191489361702
2021-10-24 00:00:00,2021,256,0.1266699653636814
2021-10-23 00:00:00,2320,319,0.1375
2021-10-22 00:00:00,4359,432,0.0991052993805919
2021-10-21 00:00:00,5108,427,0.0835943617854346
2021-10-20 00:00:00,5269,413,0.078382994875688
2021-10-19 00:00:00,5297,449,0.0847649612988484
2021-10-18 00:00:00,5735,462,0.0805579773321709
2021-10-17 00:00:00,1846,230,0.1245937161430119
2021-10-16 00:00:00,1899,209,0.110057925223802
2021-10-15 00:00:00,3911,310,0.0792636154436206
2021-10-14 00:00:00,4477,307,0.0685727049363413
2021-10-13 00:00:00,4408,308,0.0698729582577133
2021-10-12 00:00:00,4792,306,0.0638564273789649
2021-10-11 00:00:00,4791,313,0.0653308286370278
2021-10-10 00:00:00,1685,181,0.1074183976261128
2021-10-09 00:00:00,2143,214,0.0998600093327112
2021-10-08 00:00:00,4315,284,0.0658169177288528
2021-10-07 00:00:00,5126,329,0.0641825985173625
2021-10-06 00:00:00,5631,377,0.0669508080269934
2021-10-05 00:00:00,5987,391,0.0653081676966761
2021-10-04 00:00:00,5765,392,0.0679965307892455
2021-10-03 00:00:00,2039,207,0.1015203531142717
2021-10-02 00:00:00,2112,214,0.1013257575757576
2021-10-01 00:00:00,4448,338,0.0759892086330935
2021-09-30 00:00:00,5507,337,0.0611948429271836
2021-09-29 00:00:00,5425,360,0.0663594470046083
2021-09-28 00:00:00,5371,361,0.0672128095326755
2021-09-27 00:00:00,5998,412,0.0686895631877293
2021-09-26 00:00:00,2113,235,0.1112162801703739
2021-09-25 00:00:00,2230,227,0.1017937219730942
2021-09-24 00:00:00,4774,297,0.0622119815668203
2021-09-23 00:00:00,5441,312,0.0573424002940636
2021-09-22 00:00:00,5539,340,0.0613829211048926
2021-09-21 00:00:00,5579,306,0.0548485391647249
2021-09-20 00:00:00,6095,397,0.065135356849877
2021-09-19 00:00:00,2008,201,0.1000996015936255
2021-09-18 00:00:00,2136,190,0.0889513108614232
2021-09-17 00:00:00,5364,278,0.0518269947800149
2021-09-16 00:00:00,5914,335,0.0566452485627325
2021-09-15 00:00:00,5960,375,0.0629194630872483
2021-09-14 00:00:00,6370,303,0.0475667189952904
2021-09-13 00:00:00,5816,365,0.062757909215956
2021-09-12 00:00:00,2155,215,0.0997679814385151
2021-09-11 00:00:00,2290,224,0.0978165938864629
