date,20-34_Pinal,35-44_Pinal,45-54_Pinal,55-64_Pinal,65+_Pinal,<20_Pinal
1/1/2021,639,989,942,756,536,5
1/10/2021,1179,1725,1739,1474,2291,13
1/11/2021,1228,1807,1825,1541,2470,17
1/12/2021,1318,1921,1948,1641,2751,17
1/13/2021,1427,2059,2100,1815,3160,20
1/14/2021,1526,2242,2259,1963,3684,21
1/15/2021,1647,2398,2438,2097,4063,22
1/16/2021,1706,2488,2539,2186,4680,25
1/17/2021,1725,2520,2581,2222,4735,25
1/18/2021,1790,2633,2652,2315,4956,26
1/19/2021,1862,2708,2738,2397,5462,29
1/2/2021,721,1109,1068,863,616,6
1/20/2021,1939,2837,2843,2521,6233,34
1/21/2021,2034,2969,3013,2690,6980,38
1/22/2021,2182,3136,3200,2879,7735,40
1/23/2021,2266,3302,3363,3035,8328,43
1/24/2021,2303,3335,3424,3065,8489,45
1/25/2021,2383,3406,3514,3190,9085,47
1/26/2021,2458,3488,3611,3307,9656,48
1/27/2021,2571,3615,3770,3497,10381,49
1/28/2021,2647,3729,3892,3647,11397,50
1/29/2021,2758,3853,4031,3833,12402,59
1/3/2021,749,1155,1114,886,638,6
1/30/2021,2828,3945,4164,3992,13188,62
1/31/2021,2864,3967,4196,4022,13341,64
1/4/2021,813,1255,1206,974,866,7
1/5/2021,909,1364,1296,1069,1100,8
1/6/2021,1021,1490,1429,1191,1367,10
1/7/2021,1084,1580,1544,1292,1701,12
1/8/2021,1136,1665,1679,1426,2134,13
1/9/2021,1169,1709,1724,1463,2270,13
10/1/2021,35821,29780,31444,36818,75385,18218
10/10/2021,36495,30203,31736,37012,75631,18571
10/11/2021,36598,30270,31785,37040,75670,18631
10/12/2021,36656,30301,31811,37056,75691,18654
10/13/2021,36715,30336,31841,37071,75712,18683
10/14/2021,36788,30381,31876,37105,75732,18706
10/15/2021,36873,30435,31919,37148,75766,18749
10/16/2021,36922,30463,31946,37165,75780,18775
10/17/2021,36958,30488,31962,37179,75788,18791
10/18/2021,37037,30543,32006,37212,75829,18814
10/19/2021,37099,30578,32036,37238,75854,18858
10/2/2021,35870,29820,31476,36847,75399,18259
10/20/2021,37154,30617,32074,37268,75889,18880
10/21/2021,37220,30655,32102,37297,75914,18909
10/22/2021,37292,30716,32149,37335,75963,18945
10/23/2021,37352,30767,32177,37352,75992,18971
10/24/2021,37378,30782,32192,37361,76015,18985
10/25/2021,37438,30832,32232,37386,76091,19004
10/26/2021,37521,30885,32280,37409,76149,19048
10/27/2021,37612,30943,32323,37451,76213,19082
10/28/2021,37734,31005,32366,37495,76292,19106
10/29/2021,37820,31057,32420,37536,76336,19137
10/3/2021,35920,29848,31491,36857,75406,18277
10/30/2021,37868,31094,32446,37551,76359,19152
10/31/2021,37892,31113,32460,37560,76366,19163
10/4/2021,36004,29909,31534,36878,75461,18334
10/5/2021,36096,29961,31560,36908,75501,18380
10/6/2021,36203,30025,31607,36936,75542,18448
10/7/2021,36284,30074,31635,36958,75584,18484
10/8/2021,36381,30138,31680,36989,75604,18520
10/9/2021,36459,30180,31716,37004,75616,18554
11/1/2021,37946,31155,32490,37592,76436,19190
11/10/2021,38464,31482,32793,37840,76878,19476
11/11/2021,38518,31517,32823,37868,76932,19518
11/12/2021,38583,31567,32856,37891,77001,19559
11/13/2021,38627,31593,32879,37909,77018,19667
11/14/2021,38650,31613,32892,37917,77041,19740
11/15/2021,38678,31636,32909,37928,77069,19773
11/2/2021,38012,31192,32521,37618,76495,19213
11/3/2021,38082,31236,32559,37646,76544,19235
11/4/2021,38128,31271,32588,37675,76606,19256
11/5/2021,38197,31327,32649,37709,76687,19313
11/6/2021,38251,31353,32672,37733,76708,19353
11/7/2021,38283,31367,32686,37745,76726,19367
11/8/2021,38342,31404,32724,37782,76792,19395
11/9/2021,38402,31439,32761,37813,76836,19428
12/1/2020,1,1,2,,1,
12/10/2020,1,1,2,,2,
12/11/2020,1,1,2,,2,
12/12/2020,1,1,2,,2,
12/13/2020,1,1,2,,2,
12/14/2020,1,1,2,,2,
12/15/2020,1,1,2,,2,
12/16/2020,2,2,5,,2,
12/17/2020,10,13,17,4,4,
12/18/2020,20,22,26,9,5,
12/19/2020,24,31,31,15,8,
12/2/2020,1,1,2,,1,
12/20/2020,24,36,32,19,9,
12/21/2020,50,83,77,37,21,1
12/22/2020,109,154,134,82,37,1
12/23/2020,169,242,244,159,71,2
12/24/2020,186,262,261,172,74,2
12/25/2020,186,262,261,172,74,2
12/26/2020,242,360,338,229,97,3
12/27/2020,258,390,353,241,99,3
12/28/2020,319,506,483,338,135,3
12/29/2020,425,670,643,478,190,4
12/3/2020,1,1,2,,1,
12/30/2020,559,889,832,658,320,4
12/31/2020,636,983,937,749,495,5
12/4/2020,1,1,2,,1,
12/5/2020,1,1,2,,1,
12/6/2020,1,1,2,,1,
12/7/2020,1,1,2,,1,
12/8/2020,1,1,2,,1,
12/9/2020,1,1,2,,2,
2/1/2021,2944,4071,4295,4127,14180,68
2/10/2021,3659,4872,5204,5398,24511,96
2/11/2021,3728,4939,5286,5537,26266,99
2/12/2021,3830,5048,5425,5728,28294,105
2/13/2021,4028,5287,5691,5952,29776,116
2/14/2021,4057,5327,5740,6010,30125,117
2/15/2021,4105,5369,5788,6095,30913,122
2/16/2021,4180,5438,5835,6171,31926,131
2/17/2021,4262,5495,5891,6262,32967,136
2/18/2021,4336,5554,5949,6322,34096,147
2/19/2021,4406,5622,6018,6393,34729,156
2/2/2021,3016,4163,4412,4284,15109,68
2/20/2021,4546,5717,6106,6467,35229,173
2/21/2021,4558,5730,6118,6487,35508,174
2/22/2021,4592,5768,6143,6543,35925,177
2/23/2021,4631,5807,6192,6610,36525,178
2/24/2021,4685,5873,6248,6682,37534,183
2/25/2021,4772,5967,6341,6861,39182,189
