date,20-34,35-44,45-54,55-64,65+,<20
1/1/2021,20890,22881,21009,18316,12922,187
1/10/2021,34452,35087,33165,30053,30108,422
1/11/2021,36367,36901,35127,31742,33961,479
1/12/2021,39147,39583,37924,34286,41604,576
1/13/2021,41891,42499,41049,36995,50453,660
1/14/2021,44623,45541,44291,40014,59912,726
1/15/2021,48087,48764,47679,43136,69188,829
1/16/2021,49868,50340,49355,44754,74595,871
1/17/2021,50967,51361,50425,45846,78086,903
1/18/2021,52619,52882,52174,47586,86100,940
1/19/2021,54656,54748,54215,49782,96232,1031
1/2/2021,22783,24592,22562,19733,14018,212
1/20/2021,57075,57247,57153,52765,108595,1147
1/21/2021,59767,60103,60530,56285,124419,1287
1/22/2021,64233,64241,65129,61167,140220,1434
1/23/2021,67499,66998,68211,64348,150805,1575
1/24/2021,69013,68382,69734,66035,158493,1626
1/25/2021,71372,70535,72331,68981,172184,1701
1/26/2021,74271,73039,75224,72213,189531,1804
1/27/2021,77366,75656,78150,75587,208481,1895
1/28/2021,80394,78227,81115,79214,229820,2029
1/29/2021,84224,81371,84468,82952,249847,2212
1/3/2021,23667,25345,23211,20282,14388,230
1/30/2021,87027,83497,86811,85413,261303,2378
1/31/2021,87933,84230,87674,86449,267333,2417
1/4/2021,25370,27004,24812,21787,16335,252
1/5/2021,27154,28654,26403,23355,18496,281
1/6/2021,29341,30583,28460,25399,21621,342
1/7/2021,31141,32221,30230,27192,24991,374
1/8/2021,32842,33800,31888,28854,27447,396
1/9/2021,33925,34643,32733,29649,29622,417
10/1/2021,815609,557386,575231,657584,1173158,371027
10/10/2021,825229,562465,579340,660954,1178173,375666
10/11/2021,826573,563229,579910,661465,1178993,376338
10/12/2021,827338,563595,580216,661711,1179414,376767
10/13/2021,828386,564159,580724,662129,1180086,377255
10/14/2021,829701,564807,581323,662630,1180844,377771
10/15/2021,831231,565569,582002,663156,1181465,378358
10/16/2021,832196,565992,582373,663462,1181747,379633
10/17/2021,832911,566285,582593,663623,1181915,379892
10/18/2021,834172,566997,583166,664133,1182651,380382
10/19/2021,835259,567614,583626,664612,1183310,380912
10/2/2021,816590,557879,575680,657938,1173555,371569
10/20/2021,836324,568177,584080,665056,1183949,381430
10/21/2021,837426,568773,584611,665506,1184575,381867
10/22/2021,838824,569588,585286,666121,1185868,382482
10/23/2021,839648,570049,585718,666522,1186654,382875
10/24/2021,840107,570330,585943,666776,1187162,383112
10/25/2021,841319,571006,586539,667395,1188801,383579
10/26/2021,842512,571705,587131,667993,1190370,384107
10/27/2021,843763,572410,587808,668685,1191954,384741
10/28/2021,845059,573117,588397,669369,1193477,385206
10/29/2021,846321,573902,589080,670068,1194734,385725
10/3/2021,817111,558123,575862,658095,1173776,371816
10/30/2021,846995,574267,589390,670410,1195251,386011
10/31/2021,847376,574475,589584,670584,1195613,386132
10/4/2021,818501,558797,576466,658528,1174643,372446
10/5/2021,819991,559516,577018,659008,1175562,373057
10/6/2021,821389,560290,577612,659456,1176275,373705
10/7/2021,822386,560888,578085,659898,1176858,374248
10/8/2021,823692,561631,578659,660378,1177498,374942
10/9/2021,824663,562160,579095,660743,1177877,375429
11/1/2021,848512,575102,590146,671185,1196924,386588
11/10/2021,858692,580609,595058,676243,1206688,394577
11/11/2021,859851,581214,595623,676837,1207862,395291
11/12/2021,861174,581973,596273,677472,1208937,396335
11/13/2021,861990,582462,596661,677868,1209460,399317
11/14/2021,862631,582844,597008,678195,1209904,401853
11/15/2021,863156,583185,597299,678433,1210399,403596
11/2/2021,849808,575787,590736,671781,1198213,387068
11/3/2021,850900,576347,591252,672313,1199267,387700
11/4/2021,851975,576927,591764,672865,1200493,388770
11/5/2021,853458,577704,592517,673571,1201696,390115
11/6/2021,854316,578199,592968,673996,1202406,390869
11/7/2021,854980,578585,593275,674289,1202848,391378
11/8/2021,856291,579336,593893,675028,1204227,392434
11/9/2021,857565,579996,594502,675696,1205615,393441
12/1/2020,56,44,49,32,48,2
12/10/2020,76,64,73,61,86,4
12/11/2020,78,68,77,67,88,4
12/12/2020,80,68,79,72,92,4
12/13/2020,81,69,82,74,94,4
12/14/2020,83,75,85,76,104,4
12/15/2020,101,92,105,99,115,4
12/16/2020,214,253,277,235,175,4
12/17/2020,837,1106,1093,907,454,9
12/18/2020,1680,2126,1949,1576,772,10
12/19/2020,2283,2844,2538,2008,982,15
12/2/2020,58,48,51,38,54,3
12/20/2020,2496,3109,2802,2232,1086,17
12/21/2020,3839,4536,4074,3220,1585,24
12/22/2020,5649,6588,5883,4676,2253,31
12/23/2020,7879,9138,8171,6510,3179,46
12/24/2020,8823,10121,8989,7248,3547,49
12/25/2020,8860,10156,9017,7273,3566,49
12/26/2020,10344,11888,10455,8557,4135,61
12/27/2020,10961,12536,11072,9063,4394,69
12/28/2020,13058,14725,13086,10922,5653,91
12/29/2020,15865,17669,15819,13434,7855,129
12/3/2020,63,49,57,43,58,3
12/30/2020,18973,20982,19062,16417,10230,161
12/31/2020,20646,22651,20713,17981,11692,180
12/4/2020,63,51,59,46,60,3
12/5/2020,65,51,59,46,62,3
12/6/2020,66,51,60,47,63,3
12/7/2020,69,54,65,51,68,4
12/8/2020,71,55,67,55,73,4
12/9/2020,73,58,71,56,82,4
2/1/2021,89827,85976,89526,88842,283649,2520
2/10/2021,109330,101934,107724,112463,448339,4273
2/11/2021,112042,104180,110031,115621,471110,4614
2/12/2021,115321,106854,112889,119308,498424,4905
2/13/2021,118961,109695,115894,122642,517869,5290
2/14/2021,119884,110397,116809,123786,525271,5337
2/15/2021,121020,111389,117873,125224,539507,5401
2/16/2021,122905,112729,119379,127242,556298,5548
2/17/2021,125323,114582,121207,129514,573016,6155
2/18/2021,126801,115799,122467,131238,589155,6268
2/19/2021,128744,117278,124021,133141,601198,6668
2/2/2021,91893,87828,91573,91512,301980,2611
2/20/2021,131525,119292,125988,135318,611128,6993
2/21/2021,132204,119916,126661,136135,617061,7044
2/22/2021,133218,120709,127449,137182,624892,7137
2/23/2021,134912,121979,128907,139121,636815,7299
2/24/2021,137204,123818,130839,141760,653806,7517
2/25/2021,139318,125552,132663,144273,672908,8034
2/26/2021,142020,127716,134859,147453,691257,8285
2/27/2021,144060,129416,136593,149900,703570,8499
2/28/2021,144876,130043,137398,151454,711408,8561
2/3/2021,94322,89900,93882,94459,322952,2753
2/4/2021,96845,91924,96435,97648,342899,2909
2/5/2021,99540,94226,98981,100923,360572,3051
2/6/2021,102290,96313,101487,103977,377243,3696
2/7/2021,102962,96921,102115,104765,385200,3728
2/8/2021,104812,98387,103754,106979,402987,3871
2/9/2021,106706,100034,105548,109525,423107,4034
3/1/2021,146528,131418,138979,154066,723211,8775
3/10/2021,165898,146152,155355,235523,829873,11021
3/11/2021,169573,149042,158399,250365,844768,11322
3/12/2021,173319,151735,161520,263712,857785,11595
3/13/2021,175806,153738,163843,274748,865369,11806
3/14/2021,177567,155183,165406,282897,870483,11932
3/15/2021,180122,157257,167953,295792,879725,12160
3/16/2021,183984,160249,171450,308757,889955,12544
3/17/2021,189367,164348,176067,323667,902844,12989
3/18/2021,194434,168391,180903,337852,914770,13372
3/19/2021,200592,172975,186032,351304,925062,13909
3/2/2021,148446,132872,140559,157312,736291,9051
3/20/2021,204914,176412,190312,360647,932536,14273
3/21/2021,208128,179217,193493,367088,936417,14597
3/22/2021,213414,183568,198379,375839,943624,15162
3/23/2021,220405,188969,204207,385512,950979,15994
3/24/2021,230547,196794,212692,395002,958546,17893
3/25/2021,242274,205623,222263,404375,966239,19918
3/26/2021,252792,213621,230901,412720,972213,22024
3/27/2021,261290,220141,237802,417759,975354,24302
3/28/2021,267968,225139,243271,420454,977103,26235
3/29/2021,279512,233515,252584,424771,980408,28922
