date,Yuma_cume,Yuma
2020-12-01,7,
2020-12-03,8,1
2020-12-04,9,1
2020-12-08,10,1
2020-12-10,11,1
2020-12-12,13,2
2020-12-16,19,6
2020-12-17,44,25
2020-12-18,45,1
2020-12-19,48,3
2020-12-20,51,3
2020-12-21,224,173
2020-12-22,870,646
2020-12-23,1599,729
2020-12-24,1820,221
2020-12-26,1919,99
2020-12-27,1920,1
2020-12-28,2333,413
2020-12-29,2662,329
2020-12-30,3072,410
2020-12-31,3155,83
2021-01-01,3199,44
2021-01-02,3205,6
2021-01-03,3207,2
2021-01-04,3431,224
2021-01-05,3764,333
2021-01-06,4230,466
2021-01-07,4444,214
2021-01-08,4717,273
2021-01-09,4733,16
2021-01-10,4750,17
2021-01-11,5357,607
2021-01-12,5948,591
2021-01-13,6587,639
2021-01-14,6767,180
2021-01-15,6954,187
2021-01-16,6970,16
2021-01-17,6981,11
2021-01-18,7029,48
2021-01-19,7441,412
2021-01-20,7994,553
2021-01-21,9570,1576
2021-01-22,10977,1407
2021-01-23,11144,167
2021-01-24,11165,21
2021-01-25,11596,431
2021-01-26,12393,797
2021-01-27,13726,1333
2021-01-28,15611,1885
2021-01-29,17431,1820
2021-01-30,18486,1055
2021-01-31,18511,25
2021-02-01,19315,804
2021-02-02,20331,1016
2021-02-03,21718,1387
2021-02-04,22690,972
2021-02-05,23334,644
2021-02-06,23408,74
2021-02-07,23447,39
2021-02-08,23752,305
2021-02-09,24579,827
2021-02-10,26522,1943
2021-02-11,28625,2103
2021-02-12,30228,1603
2021-02-13,31021,793
2021-02-14,31044,23
2021-02-15,31166,122
2021-02-16,31435,269
2021-02-17,31776,341
2021-02-18,32312,536
2021-02-19,33045,733
2021-02-20,33367,322
2021-02-21,33396,29
2021-02-22,33450,54
2021-02-23,34613,1163
2021-02-24,36963,2350
2021-02-25,39580,2617
2021-02-26,41976,2396
2021-02-27,42816,840
2021-02-28,43109,293
2021-03-01,44757,1648
2021-03-02,45928,1171
2021-03-03,47086,1158
2021-03-04,49565,2479
2021-03-05,52894,3329
2021-03-06,53135,241
2021-03-07,53298,163
2021-03-08,54119,821
2021-03-09,55919,1800
2021-03-10,57740,1821
2021-03-11,60658,2918
2021-03-12,63424,2766
2021-03-13,64866,1442
2021-03-14,65056,190
2021-03-15,65809,753
2021-03-16,67299,1490
2021-03-17,69311,2012
2021-03-18,72846,3535
2021-03-19,75764,2918
2021-03-20,76955,1191
2021-03-21,77261,306
2021-03-22,77704,443
2021-03-23,79077,1373
2021-03-24,81274,2197
2021-03-25,83306,2032
2021-03-26,85496,2190
2021-03-27,86080,584
2021-03-28,86301,221
2021-03-29,87677,1376
2021-03-30,91227,3550
2021-03-31,94876,3649
2021-04-01,98550,3674
2021-04-02,101230,2680
2021-04-03,102838,1608
2021-04-04,104329,1491
2021-04-05,106383,2054
2021-04-06,109027,2644
2021-04-07,111954,2927
2021-04-08,115068,3114
2021-04-09,117777,2709
2021-04-10,119032,1255
2021-04-11,119619,587
2021-04-12,120390,771
2021-04-13,121566,1176
2021-04-14,124146,2580
2021-04-15,126849,2703
2021-04-16,129866,3017
2021-04-17,130761,895
2021-04-18,131392,631
2021-04-19,133416,2024
2021-04-20,136193,2777
2021-04-21,138725,2532
2021-04-22,140977,2252
2021-04-23,144058,3081
2021-04-24,145396,1338
2021-04-25,146410,1014
2021-04-26,147744,1334
2021-04-27,151356,3612
2021-04-28,153904,2548
2021-04-29,156308,2404
2021-04-30,158682,2374
2021-05-01,159675,993
2021-05-02,160285,610
2021-05-03,161379,1094
2021-05-04,162970,1591
2021-05-05,164477,1507
2021-05-06,166117,1640
2021-05-07,167721,1604
2021-05-08,168239,518
2021-05-09,168473,234
2021-05-10,169148,675
2021-05-11,170011,863
2021-05-12,171448,1437
2021-05-13,172611,1163
2021-05-14,173956,1345
2021-05-15,175056,1100
2021-05-16,175204,148
2021-05-17,175895,691
2021-05-18,176581,686
2021-05-19,177772,1191
2021-05-20,178695,923
2021-05-21,179698,1003
2021-05-22,180279,581
2021-05-23,180420,141
2021-05-24,180900,480
2021-05-25,181661,761
2021-05-26,182793,1132
2021-05-27,183827,1034
2021-05-28,184925,1098
2021-05-29,185128,203
2021-05-30,185268,140
2021-05-31,185371,103
2021-06-01,186020,649
2021-06-02,187193,1173
2021-06-03,188107,914
2021-06-04,189061,954
2021-06-05,189882,821
2021-06-06,189986,104
2021-06-07,190509,523
2021-06-08,191160,651
2021-06-09,192148,988
2021-06-10,193072,924
2021-06-11,194075,1003
2021-06-12,194465,390
2021-06-13,194554,89
2021-06-14,195124,570
2021-06-15,195831,707
2021-06-16,196558,727
2021-06-17,197187,629
2021-06-18,197846,659
2021-06-19,198062,216
2021-06-20,198136,74
2021-06-21,198550,414
2021-06-22,199499,949
2021-06-23,201239,1740
2021-06-24,202742,1503
2021-06-25,203438,696
2021-06-26,203705,267
2021-06-27,203809,104
2021-06-28,204304,495
2021-06-29,205073,769
2021-06-30,205720,647
2021-07-01,206534,814
2021-07-02,207059,525
2021-07-03,207224,165
2021-07-04,207239,15
2021-07-05,207434,195
2021-07-06,207936,502
2021-07-07,208525,589
2021-07-08,208969,444
2021-07-09,209437,468
2021-07-10,209639,202
2021-07-11,209724,85
2021-07-12,210234,510
2021-07-13,210694,460
2021-07-14,211139,445
2021-07-15,211582,443
2021-07-16,212111,529
2021-07-17,212300,189
2021-07-18,212418,118
2021-07-19,212852,434
2021-07-20,213336,484
2021-07-21,213821,485
2021-07-22,214358,537
2021-07-23,214906,548
2021-07-24,215156,250
2021-07-25,215248,92
2021-07-26,215811,563
2021-07-27,216424,613
2021-07-28,217055,631
2021-07-29,217678,623
2021-07-30,218244,566
2021-07-31,218472,228
2021-08-01,218595,123
2021-08-02,219089,494
2021-08-03,219644,555
2021-08-04,220233,589
2021-08-05,220730,497
2021-08-06,221356,626
2021-08-07,221669,313
2021-08-08,221834,165
2021-08-09,222507,673
2021-08-10,223603,1096
2021-08-11,224196,593
2021-08-12,224819,623
2021-08-13,226382,1563
2021-08-14,226721,339
2021-08-15,226890,169
2021-08-16,227604,714
2021-08-17,228221,617
2021-08-18,228918,697
2021-08-19,229529,611
2021-08-20,230190,661
2021-08-21,230466,276
2021-08-22,230609,143
2021-08-23,231185,576
2021-08-24,231784,599
2021-08-25,232406,622
2021-08-26,233047,641
2021-08-27,233777,730
2021-08-28,234029,252
2021-08-29,234207,178
2021-08-30,234816,609
2021-08-31,235304,488
2021-09-01,235832,528
2021-09-02,236506,674
2021-09-03,237219,713
2021-09-04,237450,231
2021-09-05,237627,177
2021-09-06,237729,102
2021-09-07,238261,532
2021-09-08,238763,502
2021-09-09,239196,433
2021-09-10,239879,683
2021-09-11,240134,255
2021-09-12,240264,130
2021-09-13,240766,502
2021-09-14,241175,409
2021-09-15,241570,395
2021-09-16,241935,365
2021-09-17,242539,604
2021-09-18,242749,210
2021-09-19,242881,132
2021-09-20,243181,300
2021-09-21,243547,366
2021-09-22,243952,405
2021-09-23,244255,303
2021-09-24,244721,466
2021-09-25,244910,189
2021-09-26,245026,116
2021-09-27,245359,333
2021-09-28,245673,314
2021-09-29,245959,286
