date,20-34_Yavapai,35-44_Yavapai,45-54_Yavapai,55-64_Yavapai,65+_Yavapai,<20_Yavapai
1/1/2021,312,412,439,645,423,8
1/10/2021,568,699,805,1122,947,12
1/11/2021,577,707,814,1138,974,13
1/12/2021,596,732,843,1185,1064,13
1/13/2021,640,780,930,1278,1249,14
1/14/2021,673,825,985,1350,1362,16
1/15/2021,688,836,997,1370,1410,16
1/16/2021,709,868,1041,1417,1555,18
1/17/2021,711,870,1044,1422,1571,19
1/18/2021,718,873,1057,1442,1720,20
1/19/2021,752,927,1109,1519,1873,21
1/2/2021,332,445,463,677,433,8
1/20/2021,794,977,1174,1613,2149,21
1/21/2021,917,1134,1350,1853,2834,22
1/22/2021,1053,1268,1525,2107,3765,24
1/23/2021,1094,1323,1579,2213,4902,27
1/24/2021,1110,1340,1603,2290,6093,28
1/25/2021,1133,1364,1637,2366,6738,28
1/26/2021,1144,1376,1666,2412,7094,28
1/27/2021,1218,1429,1738,2598,8347,29
1/28/2021,1268,1499,1846,2800,9732,36
1/29/2021,1347,1557,1942,2975,10962,41
1/3/2021,332,447,463,678,435,8
1/30/2021,1396,1583,1999,3061,11596,42
1/31/2021,1434,1610,2048,3147,12295,44
1/4/2021,341,452,472,690,441,8
1/5/2021,348,460,487,710,462,8
1/6/2021,356,467,499,734,498,9
1/7/2021,440,565,641,871,696,10
1/8/2021,534,669,767,1081,900,12
1/9/2021,567,698,804,1122,944,12
10/1/2021,10904,7938,10415,19763,54069,4591
10/10/2021,11048,8008,10492,19841,54193,4634
10/11/2021,11064,8019,10495,19856,54222,4640
10/12/2021,11074,8022,10502,19863,54233,4650
10/13/2021,11089,8027,10509,19873,54245,4664
10/14/2021,11106,8040,10519,19890,54269,4667
10/15/2021,11126,8047,10527,19902,54289,4674
10/16/2021,11137,8052,10532,19908,54297,4684
10/17/2021,11151,8060,10543,19912,54303,4688
10/18/2021,11167,8067,10548,19920,54318,4693
10/19/2021,11187,8076,10553,19930,54329,4702
