date,20-34_Graham,35-44_Graham,45-54_Graham,55-64_Graham,65+_Graham,<20_Graham
1/1/2021,177,183,163,188,244,5
1/10/2021,272,303,300,314,525,7
1/11/2021,279,315,308,329,571,7
1/12/2021,288,322,322,357,637,10
1/13/2021,299,331,334,374,735,10
1/14/2021,315,362,360,422,859,11
1/15/2021,424,477,467,548,988,29
1/16/2021,427,477,468,548,1043,29
1/17/2021,428,477,468,548,1045,29
1/18/2021,441,481,482,560,1124,29
1/19/2021,448,495,490,580,1177,30
1/2/2021,178,183,163,189,245,5
1/20/2021,472,506,506,601,1257,30
1/21/2021,487,514,516,624,1390,31
1/22/2021,555,570,552,665,1455,35
1/23/2021,561,581,562,672,1663,35
1/24/2021,562,581,564,672,1663,35
1/25/2021,575,592,580,690,1708,36
1/26/2021,584,598,584,703,1778,36
1/27/2021,610,612,607,720,1889,38
1/28/2021,634,642,645,750,1973,38
1/29/2021,680,672,665,784,2194,46
1/3/2021,178,183,163,189,245,5
1/30/2021,715,697,687,791,2200,49
1/31/2021,715,697,687,792,2200,49
1/4/2021,197,216,197,209,280,6
1/5/2021,209,230,213,225,334,6
1/6/2021,227,255,229,248,370,7
1/7/2021,250,270,251,265,464,7
1/8/2021,272,303,300,314,524,7
1/9/2021,272,303,300,314,525,7
10/1/2021,3734,2808,2685,3178,5111,1690
10/10/2021,3784,2840,2707,3189,5125,1713
10/11/2021,3792,2848,2708,3189,5126,1715
10/12/2021,3795,2854,2713,3190,5128,1718
10/13/2021,3800,2854,2717,3194,5129,1722
10/14/2021,3810,2859,2722,3194,5129,1724
10/15/2021,3821,2867,2726,3197,5131,1726
10/16/2021,3828,2868,2727,3198,5132,1728
10/17/2021,3830,2869,2727,3198,5132,1728
10/18/2021,3837,2879,2730,3198,5133,1730
10/19/2021,3842,2880,2733,3199,5134,1732
10/2/2021,3735,2809,2685,3179,5112,1690
10/20/2021,3846,2882,2733,3200,5134,1736
10/21/2021,3853,2889,2735,3202,5136,1742
10/22/2021,3861,2892,2737,3206,5138,1752
10/23/2021,3865,2893,2737,3207,5138,1756
10/24/2021,3866,2893,2737,3209,5138,1758
10/25/2021,3875,2894,2738,3212,5140,1759
10/26/2021,3882,2896,2739,3212,5142,1761
10/27/2021,3887,2898,2739,3212,5144,1762
10/28/2021,3897,2913,2745,3214,5146,1774
10/29/2021,3904,2915,2749,3218,5149,1780
10/3/2021,3736,2811,2685,3179,5112,1690
10/30/2021,3908,2915,2751,3219,5150,1782
10/31/2021,3909,2915,2751,3219,5150,1782
10/4/2021,3739,2820,2689,3181,5113,1693
10/5/2021,3748,2822,2692,3182,5115,1695
10/6/2021,3756,2825,2699,3183,5117,1695
10/7/2021,3770,2832,2702,3185,5120,1705
10/8/2021,3777,2837,2705,3185,5124,1710
10/9/2021,3782,2838,2706,3188,5124,1713
11/1/2021,3911,2915,2752,3219,5152,1785
11/10/2021,3953,2931,2763,3229,5171,1810
11/2/2021,3915,2917,2752,3219,5154,1789
11/3/2021,3917,2919,2752,3219,5160,1793
11/4/2021,3926,2919,2754,3220,5164,1796
11/5/2021,3938,2922,2758,3224,5165,1801
11/6/2021,3940,2924,2759,3225,5166,1803
11/7/2021,3941,2925,2759,3226,5166,1803
11/8/2021,3945,2927,2761,3226,5168,1805
11/9/2021,3952,2928,2761,3226,5169,1808
12/17/2020,23,18,10,19,9,1
12/18/2020,40,35,21,36,14,1
12/19/2020,40,35,21,36,14,1
12/20/2020,40,35,21,36,14,2
12/21/2020,55,45,30,45,18,2
12/22/2020,60,59,38,58,24,2
12/23/2020,91,90,73,82,34,2
12/24/2020,109,100,80,98,44,2
12/25/2020,109,100,80,98,44,2
12/26/2020,110,102,82,99,48,2
12/27/2020,111,102,83,99,48,2
12/28/2020,131,123,100,126,112,4
12/29/2020,152,148,124,141,180,4
12/30/2020,163,170,145,168,217,5
12/31/2020,177,181,162,188,241,5
2/1/2021,725,705,698,797,2252,50
2/10/2021,866,776,790,894,3032,67
2/11/2021,886,803,826,927,3101,69
2/12/2021,923,829,849,974,3170,75
2/13/2021,928,834,850,989,3313,75
2/14/2021,928,834,850,989,3313,75
2/15/2021,933,837,855,992,3341,75
2/16/2021,950,849,866,1010,3379,78
2/17/2021,964,860,875,1020,3424,79
2/18/2021,1001,901,917,1049,3463,89
2/19/2021,1037,926,938,1074,3489,91
2/2/2021,735,713,710,808,2315,51
2/20/2021,1047,931,945,1083,3503,107
2/21/2021,1047,931,945,1083,3503,107
2/22/2021,1061,937,955,1094,3525,110
2/23/2021,1079,951,968,1111,3562,112
2/24/2021,1103,965,984,1130,3595,115
2/25/2021,1128,985,1003,1154,3645,116
2/26/2021,1136,997,1014,1173,3679,116
2/27/2021,1142,1007,1016,1175,3682,117
2/28/2021,1142,1007,1017,1175,3690,117
2/3/2021,747,724,716,815,2448,52
2/4/2021,752,730,724,826,2542,53
2/5/2021,769,739,743,850,2617,54
2/6/2021,802,752,755,862,2808,57
2/7/2021,802,752,755,862,2808,57
2/8/2021,835,760,761,870,2866,65
2/9/2021,845,766,771,876,2939,66
3/1/2021,1163,1023,1035,1199,3715,124
3/10/2021,1321,1133,1154,1508,3922,137
3/11/2021,1341,1146,1171,1570,3951,137
3/12/2021,1408,1190,1211,1661,3984,142
3/13/2021,1414,1193,1217,1734,4000,144
3/14/2021,1415,1193,1217,1734,4002,144
3/15/2021,1427,1208,1238,1816,4063,147
3/16/2021,1433,1218,1249,1867,4092,147
3/17/2021,1454,1234,1275,1926,4137,150
3/18/2021,1476,1244,1299,1958,4172,153
3/19/2021,1508,1254,1319,1983,4191,159
3/2/2021,1191,1040,1055,1241,3739,127
3/20/2021,1511,1254,1319,1987,4197,159
3/21/2021,1512,1255,1320,1987,4198,159
3/22/2021,1541,1289,1350,2000,4210,160
3/23/2021,1582,1311,1382,2039,4226,166
3/24/2021,1625,1334,1411,2078,4255,175
3/25/2021,1661,1354,1447,2116,4276,176
3/26/2021,1702,1382,1481,2152,4299,180
3/27/2021,1738,1407,1495,2159,4309,191
3/28/2021,1738,1407,1495,2159,4310,191
3/29/2021,1753,1423,1526,2206,4326,198
3/3/2021,1229,1064,1073,1280,3796,131
3/30/2021,1775,1442,1546,2227,4344,201
3/31/2021,1809,1472,1616,2276,4364,202
