date,20-34_Coconino,35-44_Coconino,45-54_Coconino,55-64_Coconino,65+_Coconino,<20_Coconino
1/1/2021,639,736,567,443,358,3
1/10/2021,1154,1148,940,797,715,14
1/11/2021,1225,1233,1017,849,783,15
1/12/2021,1332,1318,1090,934,980,16
1/13/2021,1394,1383,1171,1008,1239,17
1/14/2021,1494,1469,1265,1094,1511,17
1/15/2021,1609,1563,1345,1186,2255,18
1/16/2021,1620,1579,1360,1210,2358,18
1/17/2021,1626,1587,1368,1214,2365,18
1/18/2021,1695,1659,1423,1268,2430,19
1/19/2021,1783,1724,1488,1347,2687,20
1/2/2021,665,752,575,458,368,3
1/20/2021,2034,1999,1811,1635,2904,25
1/21/2021,2182,2113,1913,1734,3118,26
1/22/2021,2277,2190,2010,1848,3457,27
1/23/2021,2321,2224,2044,1885,3657,30
1/24/2021,2327,2227,2044,1886,3676,30
1/25/2021,2376,2279,2107,1984,3986,31
1/26/2021,2437,2333,2163,2066,4347,34
1/27/2021,2689,2476,2313,2228,4727,37
1/28/2021,2883,2600,2444,2388,5131,43
1/29/2021,2981,2684,2523,2498,5471,47
1/3/2021,665,753,575,459,370,3
1/30/2021,3042,2727,2551,2536,5589,55
1/31/2021,3052,2729,2552,2542,5613,55
1/4/2021,735,828,635,528,431,4
1/5/2021,821,901,688,593,498,8
1/6/2021,903,948,742,646,564,10
1/7/2021,1020,1033,829,713,664,10
1/8/2021,1140,1140,928,777,705,14
1/9/2021,1154,1147,938,794,713,14
10/1/2021,22387,11785,11043,12794,19075,8416
10/10/2021,22519,11837,11097,12826,19122,8487
10/11/2021,22528,11842,11103,12828,19128,8491
10/12/2021,22534,11846,11105,12828,19129,8500
10/13/2021,22550,11850,11115,12832,19142,8508
10/14/2021,22564,11852,11116,12843,19148,8516
10/15/2021,22578,11860,11125,12846,19155,8524
10/16/2021,22593,11860,11127,12851,19156,8529
10/17/2021,22612,11863,11130,12851,19157,8537
10/18/2021,22624,11872,11134,12856,19165,8541
10/19/2021,22643,11876,11136,12861,19169,8547
10/2/2021,22400,11785,11044,12794,19080,8421
10/20/2021,22657,11885,11146,12864,19177,8556
10/21/2021,22672,11892,11151,12871,19182,8561
