date,20-34_Graham,35-44_Graham,45-54_Graham,55-64_Graham,65+_Graham,<20_Graham
1/1/2021,176,184,162,190,245,5
1/10/2021,271,304,300,314,528,6
1/11/2021,278,316,308,328,575,6
1/12/2021,287,323,322,356,641,9
1/13/2021,298,332,334,373,739,9
1/14/2021,314,363,360,420,864,10
1/15/2021,423,478,467,547,993,27
1/16/2021,426,478,468,547,1048,27
1/17/2021,427,478,468,547,1050,27
1/18/2021,440,482,482,559,1128,27
1/19/2021,447,496,490,579,1181,28
1/2/2021,177,184,162,191,246,5
1/20/2021,471,507,506,600,1261,28
1/21/2021,486,515,516,623,1395,29
1/22/2021,554,571,552,664,1460,33
1/23/2021,560,582,562,671,1669,33
1/24/2021,561,582,564,671,1669,33
1/25/2021,574,593,580,689,1714,34
1/26/2021,583,599,584,702,1785,34
1/27/2021,609,613,607,719,1896,36
1/28/2021,633,643,645,748,1981,36
1/29/2021,678,675,664,782,2202,43
1/3/2021,177,184,162,191,246,5
1/30/2021,713,699,687,789,2208,46
1/31/2021,713,699,687,790,2208,46
1/4/2021,196,218,196,211,281,5
1/5/2021,208,232,212,227,335,5
1/6/2021,226,257,228,249,372,6
1/7/2021,249,272,250,266,466,6
1/8/2021,271,304,300,314,527,6
1/9/2021,271,304,300,314,528,6
10/1/2021,3733,2812,2684,3182,5128,1673
10/10/2021,3783,2844,2706,3192,5143,1696
10/11/2021,3791,2852,2707,3192,5144,1698
10/12/2021,3794,2858,2712,3193,5146,1701
10/13/2021,3799,2858,2716,3197,5147,1705
10/14/2021,3809,2863,2721,3197,5147,1707
10/15/2021,3820,2870,2726,3200,5149,1709
10/16/2021,3827,2871,2727,3201,5150,1711
10/17/2021,3829,2872,2727,3201,5150,1711
10/18/2021,3836,2882,2730,3201,5151,1713
10/19/2021,3841,2884,2733,3202,5152,1715
10/2/2021,3734,2813,2684,3182,5130,1673
10/20/2021,3845,2886,2733,3203,5152,1719
10/21/2021,3852,2893,2735,3205,5154,1725
10/22/2021,3860,2896,2737,3209,5156,1735
10/23/2021,3864,2897,2737,3210,5156,1739
10/24/2021,3865,2897,2737,3212,5156,1741
10/25/2021,3874,2898,2738,3215,5158,1742
10/26/2021,3881,2900,2739,3215,5160,1744
10/27/2021,3886,2902,2739,3215,5162,1745
10/28/2021,3896,2918,2745,3217,5164,1758
10/29/2021,3903,2920,2749,3221,5167,1764
10/3/2021,3735,2815,2684,3182,5130,1673
10/30/2021,3907,2920,2751,3222,5168,1766
10/31/2021,3908,2920,2751,3222,5168,1766
10/4/2021,3738,2824,2688,3184,5131,1676
10/5/2021,3747,2826,2691,3185,5133,1678
10/6/2021,3755,2829,2698,3186,5135,1678
10/7/2021,3769,2836,2701,3188,5138,1688
10/8/2021,3776,2841,2704,3188,5142,1693
10/9/2021,3781,2842,2705,3191,5142,1696
11/1/2021,3910,2920,2752,3222,5169,1769
11/10/2021,3955,2937,2765,3233,5190,1861
11/11/2021,3957,2938,2767,3234,5192,1870
11/12/2021,3962,2942,2770,3238,5193,1889
11/13/2021,3964,2943,2770,3238,5195,1902
11/14/2021,3965,2943,2771,3238,5197,1903
11/15/2021,3971,2945,2773,3240,5198,1914
11/16/2021,3973,2945,2773,3240,5200,1929
11/17/2021,3977,2947,2777,3243,5201,1950
11/18/2021,3981,2951,2780,3246,5204,2010
11/19/2021,3988,2957,2787,3250,5207,2061
11/2/2021,3914,2922,2752,3222,5171,1773
11/20/2021,3990,2959,2788,3250,5209,2064
11/21/2021,3996,2960,2788,3252,5210,2066
11/22/2021,4006,2964,2791,3254,5210,2077
11/23/2021,4012,2970,2793,3254,5213,2090
11/24/2021,4018,2974,2794,3255,5213,2100
11/25/2021,4018,2974,2794,3255,5213,2100
11/26/2021,4024,2974,2796,3255,5213,2111
11/27/2021,4025,2974,2798,3255,5213,2111
11/28/2021,4026,2974,2798,3256,5213,2111
11/29/2021,4027,2974,2799,3259,5213,2114
11/3/2021,3916,2924,2752,3222,5177,1777
11/4/2021,3925,2924,2754,3223,5181,1781
11/5/2021,3937,2927,2758,3227,5182,1818
11/6/2021,3939,2929,2759,3228,5183,1822
11/7/2021,3940,2930,2760,3229,5183,1823
11/8/2021,3944,2932,2762,3229,5185,1839
11/9/2021,3951,2933,2762,3229,5187,1851
12/17/2020,23,18,10,19,9,1
12/18/2020,39,36,21,36,14,1
12/19/2020,39,36,21,36,14,1
12/20/2020,39,36,21,36,14,2
12/21/2020,54,46,30,45,18,2
12/22/2020,59,60,38,58,24,2
12/23/2020,90,91,73,82,34,2
12/24/2020,108,101,79,99,44,2
12/25/2020,108,101,79,99,44,2
12/26/2020,109,103,81,100,48,2
12/27/2020,110,103,82,100,48,2
12/28/2020,130,124,98,128,112,4
12/29/2020,151,149,122,143,180,4
12/30/2020,162,171,143,170,217,5
12/31/2020,176,182,160,190,241,5
2/1/2021,723,708,699,795,2261,47
2/10/2021,863,781,790,893,3041,63
2/11/2021,883,807,827,926,3110,65
2/12/2021,920,833,850,973,3179,71
2/13/2021,925,838,850,988,3322,71
2/14/2021,925,838,850,988,3322,71
2/15/2021,930,841,855,991,3350,71
2/16/2021,947,853,866,1009,3388,74
2/17/2021,960,865,875,1019,3433,75
2/18/2021,997,906,917,1048,3472,85
2/19/2021,1034,931,938,1073,3498,86
2/2/2021,733,716,711,806,2324,48
2/20/2021,1044,936,945,1081,3512,102
2/21/2021,1044,936,945,1081,3512,102
2/22/2021,1058,942,955,1092,3534,105
2/23/2021,1076,956,968,1109,3571,107
2/24/2021,1100,970,984,1128,3604,110
2/25/2021,1125,990,1003,1152,3654,111
2/26/2021,1133,1001,1015,1171,3688,111
2/27/2021,1139,1011,1017,1173,3691,112
2/28/2021,1139,1011,1019,1173,3699,112
2/3/2021,745,727,717,813,2457,49
2/4/2021,751,733,725,824,2551,49
2/5/2021,768,742,744,848,2626,50
2/6/2021,801,755,756,860,2817,53
2/7/2021,801,755,756,860,2817,53
2/8/2021,832,765,762,868,2875,61
2/9/2021,842,771,771,875,2948,62
3/1/2021,1161,1027,1037,1198,3725,119
3/10/2021,1320,1136,1156,1508,3931,131
3/11/2021,1340,1149,1173,1569,3961,131
3/12/2021,1406,1193,1213,1660,3994,136
3/13/2021,1412,1196,1219,1732,4011,138
3/14/2021,1413,1196,1219,1732,4013,138
3/15/2021,1425,1211,1240,1812,4076,141
3/16/2021,1431,1221,1251,1863,4105,141
3/17/2021,1452,1237,1277,1922,4150,144
3/18/2021,1474,1247,1301,1954,4185,147
3/19/2021,1506,1257,1321,1979,4204,153
3/2/2021,1189,1044,1057,1240,3749,122
3/20/2021,1509,1257,1321,1983,4210,153
3/21/2021,1510,1258,1321,1984,4211,153
3/22/2021,1539,1293,1351,1997,4223,153
3/23/2021,1581,1315,1383,2036,4239,158
3/24/2021,1625,1337,1411,2077,4267,166
3/25/2021,1660,1358,1446,2116,4288,167
3/26/2021,1702,1386,1480,2151,4311,170
3/27/2021,1738,1411,1494,2158,4321,181
3/28/2021,1738,1411,1494,2158,4322,181
3/29/2021,1753,1427,1524,2206,4338,188
3/3/2021,1228,1068,1075,1279,3806,125
3/30/2021,1775,1446,1543,2228,4356,191
3/31/2021,1810,1476,1613,2277,4376,191
3/4/2021,1256,1089,1098,1324,3834,127
3/5/2021,1262,1099,1109,1347,3846,127
3/6/2021,1269,1101,1114,1361,3852,128
3/7/2021,1270,1101,1114,1361,3853,129
3/8/2021,1280,1109,1126,1394,3879,129
3/9/2021,1299,1122,1142,1444,3904,130
4/1/2021,1852,1506,1646,2320,4388,196
4/10/2021,2076,1729,1824,2442,4475,238
4/11/2021,2076,1729,1825,2445,4476,238
4/12/2021,2083,1735,1834,2457,4488,239
4/13/2021,2097,1739,1840,2464,4503,239
