date,Pinal_cume,Pinal
2020-12-01,5,
2020-12-09,6,1
2020-12-16,11,5
2020-12-17,48,37
2020-12-18,82,34
2020-12-19,109,27
2020-12-20,120,11
2020-12-21,271,151
2020-12-22,520,249
2020-12-23,892,372
2020-12-24,962,70
2020-12-26,1275,313
2020-12-27,1351,76
2020-12-28,1791,440
2020-12-29,2422,631
2020-12-30,3277,855
2020-12-31,3820,543
2021-01-01,3894,74
2021-01-02,4412,518
2021-01-03,4579,167
2021-01-04,5159,580
2021-01-05,5786,627
2021-01-06,6558,772
2021-01-07,7301,743
2021-01-08,8172,871
2021-01-09,8493,321
2021-01-10,8574,81
2021-01-11,9172,598
2021-01-12,10017,845
2021-01-13,11188,1171
2021-01-14,12408,1220
2021-01-15,13507,1099
2021-01-16,14531,1024
2021-01-17,14738,207
2021-01-18,15395,657
2021-01-19,16518,1123
2021-01-20,18053,1535
2021-01-21,19661,1608
2021-01-22,21328,1667
2021-01-23,22718,1390
2021-01-24,23141,423
2021-01-25,24345,1204
2021-01-26,25705,1360
2021-01-27,27506,1801
2021-01-28,29391,1885
2021-01-29,31344,1953
2021-01-30,32725,1381
2021-01-31,33074,349
2021-02-01,34804,1730
2021-02-02,36839,2035
2021-02-03,39078,2239
2021-02-04,41378,2300
2021-02-05,44122,2744
2021-02-06,46273,2151
2021-02-07,46805,532
2021-02-08,48871,2066
2021-02-09,51313,2442
2021-02-10,54393,3080
2021-02-11,57594,3201
2021-02-12,61321,3727
2021-02-13,64865,3544
2021-02-14,65556,691
2021-02-15,67012,1456
2021-02-16,69110,2098
2021-02-17,71451,2341
2021-02-18,73922,2471
2021-02-19,75894,1972
2021-02-20,77675,1781
2021-02-21,78186,511
2021-02-22,79647,1461
2021-02-23,81611,1964
2021-02-24,84431,2820
2021-02-25,88154,3723
2021-02-26,92128,3974
2021-02-27,94490,2362
2021-02-28,95412,922
2021-03-01,98532,3120
2021-03-02,102024,3492
2021-03-03,106247,4223
2021-03-04,110445,4198
2021-03-05,114085,3640
2021-03-06,117191,3106
2021-03-07,118343,1152
2021-03-08,121457,3114
2021-03-09,124833,3376
2021-03-10,128468,3635
2021-03-11,133273,4805
2021-03-12,137581,4308
2021-03-13,140263,2682
2021-03-14,141492,1229
2021-03-15,144280,2788
2021-03-16,147758,3478
2021-03-17,151551,3793
2021-03-18,155544,3993
2021-03-19,159074,3530
2021-03-20,161522,2448
2021-03-21,163012,1490
2021-03-22,165816,2804
2021-03-23,169006,3190
2021-03-24,173075,4069
2021-03-25,177210,4135
2021-03-26,181727,4517
2021-03-27,184011,2284
2021-03-28,185926,1915
2021-03-29,189477,3551
2021-03-30,193283,3806
2021-03-31,197537,4254
2021-04-01,202025,4488
2021-04-02,204936,2911
2021-04-03,207370,2434
2021-04-04,208197,827
2021-04-05,211179,2982
2021-04-06,214770,3591
2021-04-07,218586,3816
2021-04-08,222223,3637
2021-04-09,225478,3255
2021-04-10,227775,2297
2021-04-11,229015,1240
2021-04-12,231984,2969
2021-04-13,234629,2645
2021-04-14,237609,2980
2021-04-15,240660,3051
2021-04-16,244112,3452
2021-04-17,245816,1704
2021-04-18,247117,1301
2021-04-19,250042,2925
2021-04-20,253355,3313
2021-04-21,257221,3866
2021-04-22,260144,2923
2021-04-23,262527,2383
2021-04-24,264628,2101
2021-04-25,266147,1519
2021-04-26,268582,2435
2021-04-27,271307,2725
2021-04-28,273786,2479
2021-04-29,275817,2031
2021-04-30,277980,2163
2021-05-01,279353,1373
2021-05-02,280254,901
2021-05-03,281954,1700
2021-05-04,284048,2094
2021-05-05,286126,2078
2021-05-06,287766,1640
2021-05-07,289472,1706
2021-05-08,290896,1424
2021-05-09,291533,637
2021-05-10,292949,1416
2021-05-11,294531,1582
2021-05-12,296574,2043
2021-05-13,298625,2051
2021-05-14,300720,2095
2021-05-15,302280,1560
2021-05-16,303256,976
2021-05-17,304892,1636
2021-05-18,306436,1544
2021-05-19,308404,1968
2021-05-20,310132,1728
2021-05-21,311756,1624
2021-05-22,313275,1519
2021-05-23,313804,529
2021-05-24,314955,1151
2021-05-25,316197,1242
2021-05-26,317571,1374
2021-05-27,318831,1260
2021-05-28,320332,1501
2021-05-29,321058,726
2021-05-30,321463,405
2021-05-31,321716,253
2021-06-01,322881,1165
2021-06-02,324031,1150
2021-06-03,325154,1123
2021-06-04,326500,1346
2021-06-05,327560,1060
2021-06-06,328033,473
2021-06-07,329030,997
2021-06-08,329969,939
2021-06-09,331175,1206
2021-06-10,332265,1090
2021-06-11,333534,1269
2021-06-12,334446,912
2021-06-13,334914,468
2021-06-14,335830,916
2021-06-15,336761,931
2021-06-16,337626,865
2021-06-17,338631,1005
2021-06-18,339835,1204
2021-06-19,340517,682
2021-06-20,340910,393
2021-06-21,341630,720
2021-06-22,342403,773
2021-06-23,343346,943
2021-06-24,344101,755
2021-06-25,345066,965
2021-06-26,345601,535
2021-06-27,346034,433
2021-06-28,346674,640
2021-06-29,347408,734
2021-06-30,348160,752
2021-07-01,348870,710
2021-07-02,349710,840
2021-07-03,350274,564
2021-07-04,350391,117
2021-07-05,350998,607
2021-07-06,351663,665
2021-07-07,352349,686
2021-07-08,353009,660
2021-07-09,353785,776
2021-07-10,354245,460
2021-07-11,354484,239
2021-07-12,355159,675
2021-07-13,355848,689
2021-07-14,356444,596
2021-07-15,357026,582
2021-07-16,357823,797
2021-07-17,358407,584
2021-07-18,358801,394
2021-07-19,359545,744
2021-07-20,360313,768
2021-07-21,361236,923
2021-07-22,362039,803
2021-07-23,363064,1025
2021-07-24,363809,745
2021-07-25,364329,520
2021-07-26,365162,833
2021-07-27,365976,814
2021-07-28,366920,944
2021-07-29,367782,862
2021-07-30,368964,1182
2021-07-31,369776,812
2021-08-01,370278,502
2021-08-02,371099,821
2021-08-03,371920,821
2021-08-04,372823,903
2021-08-05,373721,898
2021-08-06,374992,1271
2021-08-07,375809,817
2021-08-08,376283,474
2021-08-09,377223,940
2021-08-10,378101,878
2021-08-11,378990,889
2021-08-12,379943,953
2021-08-13,381202,1259
2021-08-14,382155,953
2021-08-15,382719,564
2021-08-16,383882,1163
2021-08-17,384943,1061
2021-08-18,386140,1197
2021-08-19,387063,923
2021-08-20,388316,1253
2021-08-21,389168,852
2021-08-22,389752,584
2021-08-23,390928,1176
2021-08-24,391899,971
2021-08-25,392940,1041
2021-08-26,393777,837
2021-08-27,394980,1203
2021-08-28,395829,849
2021-08-29,396349,520
2021-08-30,397335,986
2021-08-31,398198,863
2021-09-01,399123,925
2021-09-02,399842,719
2021-09-03,401122,1280
2021-09-04,401801,679
2021-09-05,402207,406
2021-09-06,402401,194
2021-09-07,403271,870
2021-09-08,404072,801
2021-09-09,404758,686
2021-09-10,405892,1134
2021-09-11,406697,805
2021-09-12,407134,437
2021-09-13,408086,952
2021-09-14,408923,837
2021-09-15,409478,555
2021-09-16,410158,680
2021-09-17,411222,1064
2021-09-18,411942,720
2021-09-19,412296,354
2021-09-20,412713,417
2021-09-21,413368,655
2021-09-22,414070,702
2021-09-23,414742,672
2021-09-24,415785,1043
2021-09-25,416564,779
2021-09-26,416989,425
2021-09-27,417929,940
2021-09-28,418853,924
2021-09-29,419798,945
2021-09-30,420714,916
2021-10-01,421739,1025
2021-10-02,422367,628
2021-10-03,422704,337
2021-10-04,423606,902
2021-10-05,424502,896
2021-10-06,425390,888
2021-10-07,426231,841
2021-10-08,427078,847
2021-10-09,427720,642
2021-10-10,428072,352
2021-10-11,428986,914
2021-10-12,429419,433
2021-10-13,429982,563
2021-10-14,430740,758
2021-10-15,431631,891
2021-10-16,432129,498
2021-10-17,432449,320
2021-10-18,433148,699
2021-10-19,433786,638
2021-10-20,434425,639
2021-10-21,435120,695
2021-10-22,436689,1569
2021-10-23,437697,1008
2021-10-24,438273,576
2021-10-25,439842,1569
2021-10-26,441308,1466
2021-10-27,442822,1514
2021-10-28,444467,1645
2021-10-29,446137,1670
2021-10-30,446855,718
2021-10-31,447251,396
2021-11-01,448677,1426
2021-11-02,450110,1433
2021-11-03,451400,1290
2021-11-04,452814,1414
2021-11-05,454630,1816
2021-11-06,456117,1487
2021-11-07,456602,485
2021-11-08,458158,1556
2021-11-09,459605,1447
2021-11-10,461140,1535
2021-11-11,462533,1393
2021-11-12,464203,1670
2021-11-13,465113,910
2021-11-14,465603,490
2021-11-15,467043,1440
2021-11-16,468390,1347
2021-11-17,469997,1607
2021-11-18,471609,1612
2021-11-19,473329,1720
2021-11-20,474534,1205
2021-11-21,475011,477
2021-11-22,476596,1585
2021-11-23,478380,1784
2021-11-24,479751,1371
2021-11-25,479757,6
2021-11-26,480790,1033
2021-11-27,481376,586
2021-11-28,481819,443
2021-11-29,482376,557
