date,20-34_Apache,35-44_Apache,45-54_Apache,55-64_Apache,65+_Apache,<20_Apache
1/1/2021,154,143,182,217,247,3
1/10/2021,192,193,255,336,684,10
1/11/2021,196,200,265,351,789,11
1/12/2021,205,211,279,381,918,11
1/13/2021,208,223,302,413,1016,13
1/14/2021,225,246,322,468,1258,16
1/15/2021,233,250,339,496,1346,21
1/16/2021,233,250,340,499,1360,21
1/17/2021,233,250,341,499,1360,21
1/18/2021,240,257,353,509,1387,21
1/19/2021,250,266,366,535,1469,22
1/2/2021,154,145,183,217,248,3
1/20/2021,267,281,394,571,1549,61
1/21/2021,284,303,425,647,1677,112
1/22/2021,322,341,469,725,1787,125
1/23/2021,324,342,470,728,1805,127
1/24/2021,324,342,470,729,1807,127
1/25/2021,328,356,475,741,1868,127
1/26/2021,337,366,486,763,1956,133
1/27/2021,351,377,502,786,2041,148
1/28/2021,379,400,556,888,2162,155
1/29/2021,393,416,579,914,2199,162
1/3/2021,154,145,183,217,248,3
1/30/2021,395,416,579,915,2200,169
1/31/2021,395,417,579,934,2203,173
1/4/2021,157,147,188,221,270,3
1/5/2021,161,152,195,236,319,6
1/6/2021,171,167,209,264,492,10
1/7/2021,179,184,235,317,635,10
1/8/2021,192,193,255,335,677,10
1/9/2021,192,193,255,336,683,10
10/1/2021,2983,1985,2094,2846,4380,5377
10/10/2021,3051,2051,2174,2964,4579,5400
10/11/2021,3052,2056,2179,2968,4592,5401
10/12/2021,3067,2064,2185,2979,4622,5404
10/13/2021,3084,2078,2212,3015,4660,5407
10/14/2021,3092,2090,2227,3024,4682,5409
10/15/2021,3100,2101,2245,3033,4713,5411
10/16/2021,3107,2109,2247,3041,4730,5411
10/17/2021,3109,2112,2249,3043,4731,5411
10/18/2021,3113,2118,2262,3051,4759,5418
10/19/2021,3128,2128,2269,3063,4779,5420
10/2/2021,2989,1992,2100,2857,4394,5378
10/20/2021,3143,2144,2282,3082,4812,5422
10/21/2021,3148,2152,2298,3093,4821,5425
10/22/2021,3157,2160,2307,3103,4841,5432
10/23/2021,3162,2165,2318,3117,4863,5433
10/24/2021,3167,2172,2319,3119,4869,5434
10/25/2021,3176,2177,2332,3132,4887,5438
10/26/2021,3187,2181,2343,3148,4911,5443
10/27/2021,3195,2198,2353,3162,4924,5453
10/28/2021,3206,2207,2362,3184,4943,5457
10/29/2021,3218,2214,2371,3204,4963,5458
10/3/2021,2993,1996,2107,2865,4405,5378
10/30/2021,3221,2218,2375,3213,4968,5459
10/31/2021,3235,2221,2379,3217,4973,5459
10/4/2021,3001,2001,2110,2874,4429,5387
10/5/2021,3013,2013,2130,2897,4461,5388
10/6/2021,3018,2018,2142,2907,4487,5392
10/7/2021,3028,2028,2153,2926,4514,5394
10/8/2021,3037,2040,2166,2946,4557,5400
10/9/2021,3046,2045,2174,2963,4576,5400
11/1/2021,3247,2233,2390,3237,5002,5463
11/10/2021,3343,2298,2475,3366,5158,5980
11/11/2021,3359,2307,2489,3382,5166,6070
11/12/2021,3365,2315,2502,3387,5185,6285
11/13/2021,3380,2325,2510,3400,5208,6321
11/14/2021,3404,2331,2526,3409,5220,6368
11/15/2021,3410,2334,2539,3421,5236,6441
11/16/2021,3426,2348,2554,3437,5250,6549
11/17/2021,3434,2358,2565,3452,5266,6635
11/18/2021,3449,2370,2575,3459,5291,6703
11/19/2021,3465,2376,2586,3478,5308,6815
11/2/2021,3253,2243,2408,3262,5025,5466
11/20/2021,3480,2393,2604,3493,5321,6855
11/21/2021,3495,2398,2607,3496,5328,6881
11/22/2021,3508,2410,2616,3516,5344,6984
11/23/2021,3521,2418,2623,3529,5359,7053
11/24/2021,3530,2423,2633,3538,5367,7112
11/25/2021,3530,2423,2633,3538,5367,7112
11/26/2021,3547,2430,2640,3550,5375,7156
11/27/2021,3551,2433,2648,3553,5377,7166
11/28/2021,3556,2438,2653,3558,5379,7191
11/29/2021,3556,2438,2653,3560,5379,7191
11/3/2021,3261,2248,2425,3282,5046,5490
11/4/2021,3280,2260,2437,3306,5066,5609
11/5/2021,3291,2264,2445,3317,5081,5639
11/6/2021,3303,2272,2449,3322,5090,5703
11/7/2021,3311,2281,2453,3330,5098,5778
11/8/2021,3326,2288,2461,3345,5125,5840
11/9/2021,3335,2292,2465,3355,5140,5874
12/1/2020,,,2,,,
12/10/2020,2,2,3,3,,1
12/11/2020,2,2,3,3,,1
12/12/2020,2,2,3,3,,1
12/13/2020,2,2,3,3,1,1
12/14/2020,2,2,3,3,1,1
12/15/2020,3,3,3,5,1,1
12/16/2020,7,9,9,16,3,1
12/17/2020,14,21,24,29,3,1
12/18/2020,20,23,29,35,7,1
12/19/2020,20,23,30,35,7,1
12/2/2020,,1,2,,,
12/20/2020,20,23,30,35,7,1
12/21/2020,21,24,33,42,8,1
12/22/2020,22,26,36,43,8,1
12/23/2020,57,52,62,89,36,1
12/24/2020,60,53,63,91,38,1
12/25/2020,60,53,63,92,39,1
12/26/2020,60,53,65,92,39,1
12/27/2020,60,53,65,92,39,1
12/28/2020,76,60,73,108,63,1
12/29/2020,118,116,138,168,170,1
12/3/2020,1,1,2,1,,
12/30/2020,146,132,168,206,212,3
12/31/2020,154,143,182,217,244,3
12/4/2020,1,1,2,2,,
12/5/2020,1,1,2,2,,
12/6/2020,1,1,2,2,,
12/7/2020,1,1,3,2,,1
12/8/2020,1,1,3,3,,1
12/9/2020,2,2,3,3,,1
2/1/2021,405,436,599,973,2275,192
2/10/2021,740,659,908,1378,2762,397
2/11/2021,907,758,971,1467,2821,480
2/12/2021,945,794,1004,1485,2858,513
2/13/2021,991,827,1021,1494,2871,528
2/14/2021,992,827,1021,1494,2871,528
2/15/2021,994,829,1027,1507,2892,528
2/16/2021,1034,858,1051,1528,2911,540
2/17/2021,1112,907,1089,1570,2948,562
2/18/2021,1162,931,1108,1602,2984,579
2/19/2021,1194,952,1133,1619,3002,622
2/2/2021,414,439,610,1006,2348,206
2/20/2021,1227,960,1144,1639,3009,645
2/21/2021,1227,961,1145,1639,3009,652
2/22/2021,1277,983,1174,1667,3033,663
2/23/2021,1314,1007,1191,1694,3051,670
2/24/2021,1354,1025,1208,1720,3081,682
2/25/2021,1383,1044,1218,1741,3110,845
2/26/2021,1422,1057,1225,1756,3121,860
2/27/2021,1439,1066,1234,1766,3126,872
2/28/2021,1440,1066,1234,1766,3126,872
2/3/2021,461,475,667,1078,2432,224
2/4/2021,520,518,747,1179,2532,245
2/5/2021,577,562,792,1236,2573,261
2/6/2021,605,582,833,1268,2588,324
2/7/2021,606,583,833,1268,2589,324
2/8/2021,619,603,853,1289,2640,328
2/9/2021,637,619,868,1330,2709,333
3/1/2021,1470,1087,1249,1801,3158,927
3/10/2021,1667,1198,1350,1960,3305,1207
3/11/2021,1706,1214,1366,1990,3338,1223
3/12/2021,1720,1219,1369,1999,3350,1249
3/13/2021,1721,1220,1369,2000,3351,1252
3/14/2021,1721,1220,1369,2000,3353,1252
3/15/2021,1747,1230,1382,2022,3383,1274
3/16/2021,1770,1242,1390,2038,3404,1314
3/17/2021,1805,1255,1403,2050,3427,1335
3/18/2021,1819,1261,1411,2061,3449,1342
3/19/2021,1847,1267,1415,2080,3455,1354
3/2/2021,1509,1102,1269,1823,3183,965
3/20/2021,1847,1268,1417,2081,3459,1357
3/21/2021,1847,1268,1417,2082,3461,1357
3/22/2021,1866,1278,1423,2101,3481,1362
3/23/2021,1876,1285,1425,2111,3499,1372
3/24/2021,1904,1320,1457,2158,3572,1390
3/25/2021,1911,1323,1465,2164,3581,1405
3/26/2021,1913,1328,1469,2170,3587,1412
3/27/2021,1918,1328,1470,2170,3590,1417
3/28/2021,1919,1328,1470,2171,3590,1418
3/29/2021,1931,1334,1480,2184,3603,1422
3/3/2021,1531,1118,1279,1841,3214,1007
3/30/2021,1936,1338,1485,2189,3612,1433
3/31/2021,1943,1348,1501,2205,3625,1452
3/4/2021,1558,1141,1296,1865,3228,1087
3/5/2021,1583,1157,1310,1884,3235,1116
3/6/2021,1591,1166,1315,1889,3240,1134
3/7/2021,1591,1166,1315,1889,3242,1134
3/8/2021,1623,1176,1323,1908,3251,1151
3/9/2021,1641,1188,1335,1935,3275,1179
4/1/2021,1951,1355,1510,2220,3633,1461
4/10/2021,2042,1407,1564,2282,3703,1591
4/11/2021,2044,1407,1565,2283,3704,1593
4/12/2021,2057,1421,1578,2295,3714,1599
4/13/2021,2064,1425,1582,2300,3732,1614
4/14/2021,2071,1428,1584,2302,3738,1627
4/15/2021,2080,1437,1587,2306,3745,1639
4/16/2021,2085,1442,1589,2311,3750,1649
4/17/2021,2085,1444,1590,2311,3753,1652
4/18/2021,2085,1445,1591,2311,3754,1652
4/19/2021,2091,1445,1594,2312,3756,1658
4/2/2021,1960,1360,1513,2224,3635,1472
4/20/2021,2101,1452,1598,2320,3765,1667
4/21/2021,2108,1464,1601,2326,3773,1675
4/22/2021,2118,1470,1604,2337,3784,1685
4/23/2021,2120,1473,1606,2340,3785,1698
4/24/2021,2122,1473,1609,2340,3786,1703
4/25/2021,2124,1473,1609,2341,3788,1704
4/26/2021,2129,1474,1611,2346,3791,1709
4/27/2021,2135,1479,1619,2351,3801,1723
4/28/2021,2148,1480,1624,2353,3809,1730
4/29/2021,2158,1484,1631,2361,3815,1739
4/3/2021,1965,1363,1515,2227,3636,1480
4/30/2021,2165,1488,1632,2363,3821,1747
4/4/2021,1967,1364,1515,2227,3636,1481
4/5/2021,1977,1374,1522,2236,3656,1492
4/6/2021,1991,1383,1532,2245,3675,1511
4/7/2021,2010,1389,1543,2255,3689,1538
4/8/2021,2023,1397,1551,2267,3698,1552
4/9/2021,2031,1403,1557,2273,3701,1578
5/1/2021,2172,1493,1633,2364,3822,1755
5/10/2021,2208,1506,1654,2376,3853,1798
5/11/2021,2213,1507,1656,2378,3859,1802
5/12/2021,2218,1508,1658,2384,3869,1820
5/13/2021,2224,1513,1660,2386,3876,1915
5/14/2021,2230,1516,1662,2389,3877,2085
5/15/2021,2231,1516,1662,2389,3877,2483
5/16/2021,2232,1516,1662,2389,3877,2488
5/17/2021,2240,1522,1663,2392,3880,2680
5/18/2021,2246,1522,1670,2403,3882,2849
5/19/2021,2255,1526,1672,2405,3884,2958
5/2/2021,2172,1493,1634,2364,3822,1755
5/20/2021,2267,1528,1678,2413,3889,3021
5/21/2021,2274,1528,1678,2414,3893,3076
5/22/2021,2275,1528,1680,2416,3894,3114
5/23/2021,2276,1528,1682,2418,3895,3114
5/24/2021,2280,1530,1685,2419,3898,3179
5/25/2021,2287,1533,1691,2424,3906,3226
5/26/2021,2289,1537,1692,2427,3908,3314
5/27/2021,2295,1541,1695,2429,3912,3365
5/28/2021,2299,1541,1698,2432,3914,3416
5/29/2021,2301,1542,1703,2433,3915,3420
5/3/2021,2177,1495,1636,2367,3830,1761
5/30/2021,2302,1545,1703,2433,3915,3420
5/31/2021,2302,1547,1703,2433,3915,3420
5/4/2021,2184,1497,1642,2375,3839,1771
5/5/2021,2186,1501,1645,2375,3840,1776
5/6/2021,2196,1503,1647,2376,3847,1785
5/7/2021,2202,1505,1649,2376,3849,1792
5/8/2021,2203,1505,1649,2376,3850,1793
5/9/2021,2204,1505,1649,2376,3850,1793
6/1/2021,2304,1551,1707,2434,3922,3452
6/10/2021,2328,1568,1723,2447,3942,3754
6/11/2021,2333,1568,1725,2448,3943,3781
6/12/2021,2336,1569,1725,2448,3944,3787
6/13/2021,2336,1569,1726,2448,3944,3789
6/14/2021,2339,1572,1727,2448,3944,3811
6/15/2021,2350,1573,1728,2449,3948,3834
6/16/2021,2355,1575,1729,2449,3950,3856
6/17/2021,2358,1575,1729,2451,3951,3877
6/18/2021,2358,1577,1731,2453,3953,3891
6/19/2021,2358,1578,1731,2453,3954,3892
6/2/2021,2307,1552,1707,2435,3923,3500
6/20/2021,2358,1578,1731,2453,3954,3892
6/21/2021,2359,1579,1731,2453,3955,3922
6/22/2021,2363,1579,1731,2457,3956,3954
6/23/2021,2363,1582,1731,2458,3957,3971
6/24/2021,2364,1582,1733,2458,3959,3985
6/25/2021,2367,1584,1733,2463,3960,4003
6/26/2021,2367,1585,1733,2463,3960,4006
6/27/2021,2368,1586,1734,2463,3960,4006
6/28/2021,2369,1588,1734,2463,3960,4032
6/29/2021,2373,1588,1735,2466,3961,4054
6/3/2021,2310,1556,1709,2436,3925,3516
6/30/2021,2377,1590,1736,2467,3965,4086
6/4/2021,2311,1559,1712,2439,3929,3556
6/5/2021,2312,1559,1713,2439,3929,3583
