date,20-34,35-44,45-54,55-64,65+,<20
1/1/2021,20839,22914,21083,18363,13084,179
1/10/2021,34369,35132,33257,30122,30363,406
1/11/2021,36283,36943,35222,31807,34243,462
1/12/2021,39060,39619,38023,34353,41902,557
1/13/2021,41804,42531,41150,37072,50767,639
1/14/2021,44537,45572,44393,40097,60247,702
1/15/2021,47994,48804,47781,43228,69549,803
1/16/2021,49769,50379,49462,44848,74959,845
1/17/2021,50865,51399,50535,45937,78457,875
1/18/2021,52514,52916,52284,47678,86490,911
1/19/2021,54552,54778,54332,49869,96633,1000
1/2/2021,22728,24623,22641,19783,14190,204
1/20/2021,56966,57272,57281,52850,109013,1114
1/21/2021,59654,60124,60660,56366,124870,1256
1/22/2021,64105,64267,65262,61251,140704,1400
1/23/2021,67365,67023,68339,64441,151299,1540
1/24/2021,68874,68408,69858,66133,158992,1591
1/25/2021,71232,70560,72451,69084,172701,1664
1/26/2021,74125,73070,75343,72314,190068,1765
1/27/2021,77214,75681,78268,75683,209049,1856
1/28/2021,80231,78252,81232,79310,230413,1986
1/29/2021,84053,81399,84578,83048,250470,2165
1/3/2021,23610,25372,23298,20330,14565,222
1/30/2021,86843,83527,86925,85506,261927,2330
1/31/2021,87749,84259,87789,86544,267963,2368
1/4/2021,25310,27031,24906,21835,16523,243
1/5/2021,27087,28689,26489,23410,18700,271
1/6/2021,29270,30618,28546,25462,21838,331
1/7/2021,31066,32265,30317,27255,25222,361
1/8/2021,32761,33848,31974,28922,27689,381
1/9/2021,33843,34690,32822,29716,29870,401
10/1/2021,815962,557865,575474,657682,1176792,369392
10/10/2021,825596,562960,579597,661065,1181848,374022
10/11/2021,826940,563723,580171,661575,1182670,374693
10/12/2021,827709,564090,580479,661819,1183099,375119
10/13/2021,828776,564663,580990,662242,1183776,375609
10/14/2021,830102,565315,581588,662745,1184541,376124
10/15/2021,831661,566080,582276,663274,1185180,376709
10/16/2021,832641,566511,582643,663584,1185466,377978
10/17/2021,833361,566809,582867,663746,1185635,378240
10/18/2021,834629,567523,583442,664252,1186380,378730
10/19/2021,835722,568145,583908,664736,1187043,379257
10/2/2021,816944,558356,575924,658035,1177193,369934
10/20/2021,836796,568710,584365,665184,1187696,379777
10/21/2021,837925,569326,584902,665637,1188328,380217
10/22/2021,839363,570164,585597,666264,1189636,380838
10/23/2021,840197,570631,586034,666666,1190430,381232
10/24/2021,840671,570914,586262,666921,1190941,381470
10/25/2021,841894,571598,586866,667544,1192589,381937
10/26/2021,843093,572300,587462,668142,1194179,382471
10/27/2021,844372,573038,588163,668846,1195781,383171
10/28/2021,845680,573751,588758,669540,1197324,383642
10/29/2021,846964,574542,589451,670244,1198607,384188
10/3/2021,817466,558601,576106,658192,1177416,370180
10/30/2021,847653,574912,589760,670585,1199130,384471
10/31/2021,848033,575121,589956,670759,1199494,384591
10/4/2021,818858,559274,576710,658625,1178290,370810
10/5/2021,820347,560000,577262,659107,1179215,371419
10/6/2021,821746,560780,577861,659556,1179935,372067
10/7/2021,822745,561384,578335,660000,1180520,372607
10/8/2021,824056,562125,578909,660482,1181167,373299
10/9/2021,825030,562657,579348,660851,1181552,373786
11/1/2021,849183,575755,590521,671362,1200817,385051
11/10/2021,859579,581397,595527,676528,1210831,416418
11/11/2021,860770,582016,596127,677135,1212071,421336
11/12/2021,862158,582825,596837,677811,1213262,426642
11/13/2021,863126,583430,597317,678315,1213882,434178
11/14/2021,863810,583831,597692,678661,1214345,436772
11/15/2021,865235,584656,598437,679434,1215730,440839
11/16/2021,866605,585421,599121,680183,1217219,444499
11/17/2021,867894,586165,599737,680964,1218768,449106
11/18/2021,869371,586920,600388,681753,1220187,452932
11/19/2021,870990,587896,601189,682597,1221385,457500
11/2/2021,850500,576446,591128,671966,1202124,385557
11/20/2021,872017,588558,601768,683147,1221948,463015
11/21/2021,872763,588943,602143,683561,1222342,464686
11/22/2021,874113,589717,602861,684524,1223529,467351
11/23/2021,875826,590560,603675,685497,1224746,470572
11/24/2021,877180,591384,604364,686325,1225749,473999
11/25/2021,877199,591389,604366,686329,1225769,474009
11/26/2021,878275,592028,604922,687039,1226440,476068
11/27/2021,879012,592501,605319,687512,1226900,477591
11/28/2021,879664,592886,605663,687935,1227271,478443
11/29/2021,880141,593194,605963,688244,1227795,479835
11/3/2021,851614,577022,591651,672509,1203197,386362
11/4/2021,852719,577614,592180,673077,1204444,388468
11/5/2021,854238,578408,592940,673792,1205677,392031
11/6/2021,855131,578921,593394,674221,1206399,396797
11/7/2021,855799,579311,593704,674516,1206844,399374
