date,Arizona_cume,Arizona
2020-12-01,249,
2020-12-02,272,23
2020-12-03,293,21
2020-12-04,302,9
2020-12-05,306,4
2020-12-06,310,4
2020-12-07,331,21
2020-12-08,345,14
2020-12-09,365,20
2020-12-10,387,22
2020-12-11,405,18
2020-12-12,419,14
2020-12-13,429,10
2020-12-14,452,23
2020-12-15,546,94
2020-12-16,1195,649
2020-12-17,4468,3273
2020-12-18,8202,3734
2020-12-19,10781,2579
2020-12-20,11875,1094
2020-12-21,17466,5591
2020-12-22,25318,7852
2020-12-23,35232,9914
2020-12-24,39121,3889
2020-12-25,39267,146
2020-12-26,45827,6560
2020-12-27,48502,2675
2020-12-28,58030,9528
2020-12-29,71369,13339
2020-12-30,86552,15183
2020-12-31,94673,8121
2021-01-01,97490,2817
2021-01-02,105255,7765
2021-01-03,108522,3267
2021-01-04,117517,8995
2021-01-05,126826,9309
2021-01-06,139126,12300
2021-01-07,152076,12950
2021-01-08,164329,12253
2021-01-09,172341,8012
2021-01-10,175672,3331
2021-01-11,191736,16064
2021-01-12,215232,23496
2021-01-13,240866,25634
2021-01-14,265941,25075
2021-01-15,291527,25586
2021-01-16,307441,15914
2021-01-17,316875,9434
2021-01-18,336385,19510
2021-01-19,363891,27506
2021-01-20,396532,32641
2021-01-21,432222,35690
2021-01-22,470893,38671
2021-01-23,499856,28963
2021-01-24,516214,16358
2021-01-25,546454,30240
2021-01-26,583861,37407
2021-01-27,624359,40498
2021-01-28,664985,40626
2021-01-29,705507,40522
2021-01-30,732030,26523
2021-01-31,743886,11856
2021-02-01,778441,34555
2021-02-02,818330,39889
2021-02-03,863122,44792
2021-02-04,910859,47737
2021-02-05,955911,45052
2021-02-06,995275,39364
2021-02-07,1011819,16544
2021-02-08,1051522,39703
2021-02-09,1096522,45000
2021-02-10,1148460,51938
2021-02-11,1201084,52624
2021-02-12,1263894,62810
2021-02-13,1310536,46642
2021-02-14,1328137,17601
2021-02-15,1360438,32301
2021-02-16,1405930,45492
2021-02-17,1454044,48114
2021-02-18,1500211,46167
2021-02-19,1544120,43909
2021-02-20,1580091,35971
2021-02-21,1595537,15446
2021-02-22,1624994,29457
2021-02-23,1670135,45141
2021-02-24,1728180,58045
2021-02-25,1789672,61492
2021-02-26,1857768,68096
2021-02-27,1910157,52389
2021-02-28,1936642,26485
2021-03-01,1988641,51999
2021-03-02,2040782,52141
2021-03-03,2100669,59887
2021-03-04,2160345,59676
2021-03-05,2221100,60755
2021-03-06,2267436,46336
2021-03-07,2293906,26470
2021-03-08,2346403,52497
2021-03-09,2404600,58197
2021-03-10,2473942,69342
2021-03-11,2546708,72766
2021-03-12,2621576,74868
2021-03-13,2675086,53510
2021-03-14,2704269,29183
2021-03-15,2753805,49536
2021-03-16,2810225,56420
2021-03-17,2874998,64773
2021-03-18,2940786,65788
2021-03-19,3002784,61998
2021-03-20,3051128,48344
2021-03-21,3083357,32229
2021-03-22,3128618,45261
2021-03-23,3178990,50372
2021-03-24,3244190,65200
2021-03-25,3317541,73351
2021-03-26,3389880,72339
2021-03-27,3444248,54368
2021-03-28,3483244,38996
2021-03-29,3546319,63075
2021-03-30,3615363,69044
2021-03-31,3694572,79209
2021-04-01,3775791,81219
2021-04-02,3846456,70665
2021-04-03,3896933,50477
2021-04-04,3918332,21399
2021-04-05,3978166,59834
2021-04-06,4045623,67457
2021-04-07,4122194,76571
2021-04-08,4200389,78195
2021-04-09,4272372,71983
2021-04-10,4322345,49973
2021-04-11,4353708,31363
2021-04-12,4407230,53522
2021-04-13,4458191,50961
2021-04-14,4519123,60932
