date,20-34_Yavapai,35-44_Yavapai,45-54_Yavapai,55-64_Yavapai,65+_Yavapai,<20_Yavapai
1/1/2021,311,412,436,642,432,8
1/10/2021,565,700,801,1119,960,12
1/11/2021,574,708,810,1135,988,13
1/12/2021,593,732,840,1182,1078,13
1/13/2021,637,780,927,1275,1264,14
1/14/2021,670,825,982,1347,1378,16
1/15/2021,685,836,994,1367,1426,16
1/16/2021,706,868,1038,1414,1572,18
1/17/2021,708,870,1041,1419,1588,19
1/18/2021,715,873,1054,1439,1738,20
1/19/2021,749,927,1106,1515,1892,21
1/2/2021,331,445,459,675,442,8
1/20/2021,791,976,1171,1610,2170,21
1/21/2021,914,1133,1345,1852,2857,22
1/22/2021,1050,1266,1521,2105,3791,24
1/23/2021,1090,1322,1575,2212,4928,27
1/24/2021,1106,1339,1597,2291,6119,28
1/25/2021,1129,1363,1631,2367,6764,28
1/26/2021,1140,1375,1660,2413,7121,28
1/27/2021,1213,1428,1733,2597,8376,29
1/28/2021,1262,1499,1841,2797,9763,36
1/29/2021,1340,1558,1937,2971,10996,41
1/3/2021,331,447,459,676,444,8
1/30/2021,1389,1584,1994,3057,11630,42
1/31/2021,1427,1611,2043,3142,12330,44
1/4/2021,340,452,468,688,450,8
1/5/2021,347,460,483,707,472,8
1/6/2021,355,467,494,732,509,9
1/7/2021,438,566,636,869,707,10
1/8/2021,531,670,763,1078,913,12
1/9/2021,564,699,800,1119,957,12
10/1/2021,10906,7938,10400,19685,54264,4557
10/10/2021,11050,8008,10477,19763,54388,4600
10/11/2021,11066,8019,10480,19778,54417,4606
10/12/2021,11076,8022,10487,19785,54428,4616
10/13/2021,11091,8027,10494,19795,54440,4630
10/14/2021,11108,8040,10504,19812,54464,4633
10/15/2021,11128,8047,10512,19824,54484,4640
10/16/2021,11139,8052,10517,19830,54492,4650
10/17/2021,11153,8060,10527,19834,54498,4654
10/18/2021,11169,8067,10532,19842,54513,4659
10/19/2021,11189,8076,10537,19852,54524,4668
10/2/2021,10925,7944,10408,19693,54277,4563
