Category,value
tests,10794945
day,
pos,
est_pos,
total_pos,
0_5,
Less than 20 years,1649999
20 - 44 years,4666884
45 - 54 years,1454122
55 - 64 years,1361182
65 years and older,1643792
Unknown,18966
positive,0.0973394491588424
