date,pcr_tests_PINAL,pcr_pos_tests_PINAL,pcr_positivity_PINAL,ser_tests_PINAL,ser_pos_tests_PINAL,ser_positivity_PINAL
2021-04-30 00:00:00,3,0,0,,,
2021-04-29 00:00:00,176,10,0.0568181818181818,19.0,9.0,0.4736842105263158
2021-04-28 00:00:00,465,32,0.0688172043010753,52.0,36.0,0.6923076923076924
2021-04-27 00:00:00,556,41,0.0737410071942446,44.0,22.0,0.5
2021-04-26 00:00:00,760,47,0.0618421052631579,34.0,15.0,0.4411764705882353
2021-04-25 00:00:00,266,21,0.0789473684210526,10.0,4.0,0.4
2021-04-24 00:00:00,328,26,0.0792682926829268,34.0,20.0,0.5882352941176472
2021-04-23 00:00:00,531,32,0.0602636534839925,28.0,17.0,0.6071428571428572
2021-04-22 00:00:00,501,37,0.0738522954091816,47.0,28.0,0.5957446808510638
2021-04-21 00:00:00,519,38,0.0732177263969172,48.0,22.0,0.4583333333333334
2021-04-20 00:00:00,700,40,0.0571428571428571,24.0,13.0,0.5416666666666666
2021-04-19 00:00:00,656,44,0.0670731707317073,30.0,16.0,0.5333333333333334
2021-04-18 00:00:00,430,24,0.0558139534883721,5.0,3.0,0.6
2021-04-17 00:00:00,315,20,0.0634920634920635,8.0,7.0,0.875
2021-04-16 00:00:00,525,31,0.0590476190476191,26.0,15.0,0.576923076923077
2021-04-15 00:00:00,562,31,0.0551601423487545,31.0,14.0,0.4516129032258064
2021-04-14 00:00:00,695,47,0.0676258992805755,67.0,41.0,0.6119402985074628
2021-04-13 00:00:00,646,31,0.0479876160990712,69.0,35.0,0.5072463768115942
2021-04-12 00:00:00,691,26,0.0376266280752533,43.0,24.0,0.558139534883721
2021-04-11 00:00:00,311,23,0.0739549839228296,6.0,4.0,0.6666666666666666
2021-04-10 00:00:00,352,29,0.0823863636363636,4.0,1.0,0.25
2021-04-09 00:00:00,487,29,0.0595482546201232,23.0,13.0,0.5652173913043478
2021-04-08 00:00:00,584,35,0.0599315068493151,56.0,31.0,0.5535714285714286
2021-04-07 00:00:00,560,37,0.0660714285714286,39.0,22.0,0.5641025641025642
2021-04-06 00:00:00,690,30,0.0434782608695652,27.0,13.0,0.4814814814814816
2021-04-05 00:00:00,747,35,0.0468540829986613,37.0,15.0,0.4054054054054055
2021-04-04 00:00:00,265,12,0.0452830188679245,7.0,4.0,0.5714285714285714
2021-04-03 00:00:00,380,23,0.0605263157894737,10.0,2.0,0.2
2021-04-02 00:00:00,512,35,0.068359375,33.0,20.0,0.6060606060606062
2021-04-01 00:00:00,536,19,0.0354477611940299,78.0,40.0,0.5128205128205128
2021-03-31 00:00:00,639,31,0.0485133020344288,36.0,9.0,0.25
2021-03-30 00:00:00,712,34,0.047752808988764,56.0,32.0,0.5714285714285714
2021-03-29 00:00:00,595,24,0.0403361344537815,37.0,20.0,0.5405405405405406
2021-03-28 00:00:00,351,14,0.0398860398860399,8.0,5.0,0.625
2021-03-27 00:00:00,397,17,0.0428211586901763,48.0,27.0,0.5625
2021-03-26 00:00:00,650,46,0.0707692307692308,27.0,10.0,0.3703703703703704
2021-03-25 00:00:00,580,32,0.0551724137931035,39.0,21.0,0.5384615384615384
2021-03-24 00:00:00,638,34,0.0532915360501567,44.0,20.0,0.4545454545454546
2021-03-23 00:00:00,651,27,0.0414746543778802,60.0,31.0,0.5166666666666668
2021-03-22 00:00:00,704,35,0.0497159090909091,55.0,22.0,0.4
2021-03-21 00:00:00,348,16,0.0459770114942529,4.0,1.0,0.25
2021-03-20 00:00:00,397,29,0.0730478589420655,19.0,6.0,0.3157894736842105
2021-03-19 00:00:00,506,26,0.0513833992094862,77.0,28.0,0.3636363636363637
2021-03-18 00:00:00,491,33,0.0672097759674134,43.0,21.0,0.4883720930232558
2021-03-17 00:00:00,556,28,0.0503597122302158,56.0,27.0,0.4821428571428572
2021-03-16 00:00:00,541,39,0.0720887245841035,43.0,28.0,0.6511627906976746
2021-03-15 00:00:00,828,38,0.0458937198067633,42.0,21.0,0.5
2021-03-14 00:00:00,366,16,0.0437158469945355,3.0,1.0,0.3333333333333333
2021-03-13 00:00:00,349,14,0.0401146131805158,22.0,6.0,0.2727272727272727
2021-03-12 00:00:00,636,26,0.0408805031446541,53.0,16.0,0.3018867924528302
2021-03-11 00:00:00,957,49,0.0512016718913271,50.0,22.0,0.44
2021-03-10 00:00:00,1064,39,0.0366541353383459,37.0,14.0,0.3783783783783784
2021-03-09 00:00:00,1290,44,0.0341085271317829,39.0,18.0,0.4615384615384616
2021-03-08 00:00:00,807,51,0.0631970260223048,30.0,12.0,0.4
2021-03-07 00:00:00,404,37,0.0915841584158416,6.0,4.0,0.6666666666666666
2021-03-06 00:00:00,505,39,0.0772277227722772,15.0,4.0,0.2666666666666667
2021-03-05 00:00:00,663,25,0.0377073906485671,41.0,15.0,0.3658536585365854
2021-03-04 00:00:00,666,49,0.0735735735735736,37.0,18.0,0.4864864864864866
2021-03-03 00:00:00,704,38,0.0539772727272727,45.0,25.0,0.5555555555555556
2021-03-02 00:00:00,783,45,0.0574712643678161,36.0,13.0,0.3611111111111111
2021-03-01 00:00:00,804,44,0.054726368159204,62.0,22.0,0.3548387096774194
2021-02-28 00:00:00,462,55,0.1190476190476191,8.0,2.0,0.25
2021-02-27 00:00:00,497,39,0.0784708249496982,27.0,9.0,0.3333333333333333
2021-02-26 00:00:00,748,30,0.0401069518716578,52.0,24.0,0.4615384615384616
2021-02-25 00:00:00,778,54,0.0694087403598972,114.0,56.0,0.4912280701754386
2021-02-24 00:00:00,688,63,0.0915697674418605,54.0,30.0,0.5555555555555556
2021-02-23 00:00:00,804,51,0.0634328358208955,48.0,27.0,0.5625
2021-02-22 00:00:00,964,96,0.0995850622406639,62.0,26.0,0.4193548387096775
2021-02-21 00:00:00,494,64,0.1295546558704454,18.0,6.0,0.3333333333333333
2021-02-20 00:00:00,468,53,0.1132478632478633,20.0,7.0,0.35
2021-02-19 00:00:00,732,71,0.0969945355191257,55.0,28.0,0.509090909090909
2021-02-18 00:00:00,696,82,0.117816091954023,57.0,20.0,0.3508771929824561
2021-02-17 00:00:00,886,102,0.1151241534988713,45.0,22.0,0.488888888888889
2021-02-16 00:00:00,802,106,0.1321695760598504,68.0,27.0,0.3970588235294118
2021-02-15 00:00:00,649,65,0.1001540832049307,29.0,11.0,0.3793103448275862
2021-02-14 00:00:00,342,32,0.0935672514619883,10.0,0.0,0
2021-02-13 00:00:00,404,44,0.1089108910891089,12.0,6.0,0.5
2021-02-12 00:00:00,661,66,0.0998487140695915,48.0,31.0,0.6458333333333334
2021-02-11 00:00:00,751,94,0.1251664447403462,43.0,13.0,0.3023255813953488
2021-02-10 00:00:00,753,93,0.1235059760956175,52.0,29.0,0.5576923076923078
2021-02-09 00:00:00,1524,98,0.0643044619422572,52.0,26.0,0.5
2021-02-08 00:00:00,840,101,0.1202380952380953,57.0,25.0,0.4385964912280702
2021-02-07 00:00:00,413,50,0.1210653753026635,3.0,1.0,0.3333333333333333
2021-02-06 00:00:00,479,57,0.1189979123173278,30.0,13.0,0.4333333333333334
2021-02-05 00:00:00,831,91,0.1095066185318893,61.0,30.0,0.4918032786885246
2021-02-04 00:00:00,818,90,0.1100244498777506,74.0,35.0,0.472972972972973
2021-02-03 00:00:00,2090,131,0.0626794258373206,70.0,25.0,0.3571428571428572
2021-02-02 00:00:00,908,137,0.1508810572687225,57.0,30.0,0.5263157894736842
2021-02-01 00:00:00,904,175,0.1935840707964602,87.0,48.0,0.5517241379310346
2021-01-31 00:00:00,571,119,0.2084063047285464,6.0,4.0,0.6666666666666666
2021-01-30 00:00:00,611,104,0.1702127659574468,97.0,28.0,0.288659793814433
2021-01-29 00:00:00,856,152,0.1775700934579439,56.0,26.0,0.4642857142857144
2021-01-28 00:00:00,1425,208,0.1459649122807018,50.0,25.0,0.5
2021-01-27 00:00:00,1728,201,0.1163194444444445,57.0,24.0,0.4210526315789474
2021-01-26 00:00:00,1879,205,0.1091005854177754,56.0,35.0,0.625
2021-01-25 00:00:00,1168,220,0.1883561643835617,57.0,23.0,0.4035087719298246
2021-01-24 00:00:00,596,124,0.2080536912751678,42.0,18.0,0.4285714285714286
2021-01-23 00:00:00,910,183,0.2010989010989011,43.0,11.0,0.2558139534883721
2021-01-22 00:00:00,1457,278,0.1908030199039122,65.0,29.0,0.4461538461538462
2021-01-21 00:00:00,1695,309,0.1823008849557522,66.0,26.0,0.3939393939393939
2021-01-20 00:00:00,2414,504,0.2087821043910522,59.0,20.0,0.3389830508474576
2021-01-19 00:00:00,1790,365,0.2039106145251397,84.0,38.0,0.4523809523809524
2021-01-18 00:00:00,1423,315,0.2213633169360506,49.0,14.0,0.2857142857142857
2021-01-17 00:00:00,835,166,0.1988023952095809,16.0,3.0,0.1875
2021-01-16 00:00:00,1006,243,0.2415506958250497,13.0,5.0,0.3846153846153847
2021-01-15 00:00:00,1563,347,0.2220089571337172,70.0,22.0,0.3142857142857143
2021-01-14 00:00:00,1721,307,0.1783846600813481,65.0,19.0,0.2923076923076923
2021-01-13 00:00:00,1754,335,0.1909920182440137,46.0,16.0,0.3478260869565218
2021-01-12 00:00:00,1850,380,0.2054054054054054,78.0,26.0,0.3333333333333333
2021-01-11 00:00:00,2028,413,0.2036489151873768,58.0,28.0,0.4827586206896552
2021-01-10 00:00:00,970,214,0.2206185567010309,8.0,3.0,0.375
2021-01-09 00:00:00,1261,272,0.2157018239492467,16.0,7.0,0.4375
