Category,value
tests,477140
Yuma,10219
Yavapai,12064
Santa Cruz,1811
Pinal,30402
Pima,50173
Navajo,3926
Mohave,9670
Maricopa,330099
La Paz,1549
Greenlee,190
Graham,1068
Gila,4615
Coconino,5993
Cochise,5181
Apache,1118
Unknown,396
65 years and older,113144
55 - 64 years,90722
45 - 54 years,84419
20 - 44 years,166548
Less than 20 years,21911
positive,0.149222450433835
