date,20-34_Pinal,35-44_Pinal,45-54_Pinal,55-64_Pinal,65+_Pinal,<20_Pinal
1/1/2021,641,993,933,752,525,5
1/10/2021,1180,1726,1733,1467,2278,15
1/11/2021,1230,1809,1819,1532,2457,19
1/12/2021,1320,1925,1941,1631,2738,19
1/13/2021,1430,2064,2093,1805,3146,22
1/14/2021,1530,2248,2250,1955,3668,23
1/15/2021,1650,2406,2427,2093,4043,25
1/16/2021,1710,2496,2527,2183,4662,28
1/17/2021,1729,2528,2569,2219,4716,28
1/18/2021,1794,2640,2640,2311,4936,29
1/19/2021,1866,2717,2724,2394,5441,32
1/2/2021,723,1113,1058,859,604,6
1/20/2021,1943,2847,2832,2516,6211,37
1/21/2021,2038,2980,3002,2685,6957,41
1/22/2021,2187,3148,3191,2871,7711,43
1/23/2021,2272,3314,3354,3026,8303,46
1/24/2021,2309,3347,3415,3056,8464,48
1/25/2021,2390,3416,3507,3179,9059,50
1/26/2021,2466,3499,3602,3295,9629,51
1/27/2021,2579,3625,3764,3483,10354,53
1/28/2021,2655,3742,3883,3634,11366,54
1/29/2021,2766,3867,4021,3820,12369,63
1/3/2021,751,1159,1104,882,626,6
1/30/2021,2837,3958,4154,3979,13153,66
1/31/2021,2873,3981,4185,4010,13304,68
1/4/2021,815,1259,1197,969,854,7
1/5/2021,911,1367,1287,1065,1087,8
1/6/2021,1024,1492,1421,1186,1353,10
1/7/2021,1086,1582,1537,1286,1688,12
1/8/2021,1138,1666,1673,1419,2121,14
1/9/2021,1170,1710,1718,1456,2257,15
10/1/2021,35764,29793,31430,36871,75082,18356
10/10/2021,36293,30154,31713,37062,75323,18694
10/11/2021,36374,30212,31759,37090,75362,18748
10/12/2021,36401,30240,31783,37106,75383,18769
10/13/2021,36452,30273,31812,37121,75404,18798
10/14/2021,36525,30317,31847,37154,75424,18821
10/15/2021,36611,30371,31890,37197,75458,18864
10/16/2021,36660,30398,31917,37214,75472,18891
10/17/2021,36696,30422,31933,37228,75480,18907
