date,20-34_Yavapai,35-44_Yavapai,45-54_Yavapai,55-64_Yavapai,65+_Yavapai,<20_Yavapai
1/1/2021,311,413,436,646,420,8
1/10/2021,567,700,802,1124,938,12
1/11/2021,576,708,811,1141,964,13
1/12/2021,595,733,840,1188,1054,13
1/13/2021,639,781,927,1281,1238,14
1/14/2021,672,826,982,1353,1351,16
1/15/2021,687,837,994,1373,1399,16
1/16/2021,710,867,1038,1420,1544,18
1/17/2021,712,869,1041,1425,1560,19
1/18/2021,719,872,1054,1445,1709,20
1/19/2021,752,926,1106,1523,1860,22
1/2/2021,331,445,460,678,430,8
1/20/2021,794,976,1171,1617,2136,22
1/21/2021,917,1133,1347,1858,2820,23
1/22/2021,1053,1268,1522,2113,3749,25
1/23/2021,1094,1324,1576,2219,4885,28
1/24/2021,1110,1341,1600,2296,6076,29
1/25/2021,1133,1365,1635,2371,6721,29
1/26/2021,1144,1377,1664,2417,7077,29
1/27/2021,1216,1432,1734,2603,8330,31
1/28/2021,1266,1502,1842,2806,9714,38
1/29/2021,1345,1560,1938,2982,10942,43
1/3/2021,331,447,460,679,431,8
1/30/2021,1394,1588,1994,3069,11575,44
1/31/2021,1431,1615,2044,3155,12274,47
1/4/2021,340,452,469,691,437,8
1/5/2021,347,460,484,711,458,8
1/6/2021,355,467,496,735,493,9
1/7/2021,439,566,638,872,690,10
1/8/2021,533,670,764,1083,892,12
1/9/2021,566,699,801,1124,935,12
10/1/2021,10889,7946,10413,19812,53932,4630
10/10/2021,11032,8016,10490,19890,54055,4673
10/11/2021,11048,8027,10493,19905,54084,4679
10/12/2021,11058,8030,10500,19912,54095,4689
10/13/2021,11073,8035,10507,19922,54107,4703
10/14/2021,11090,8048,10517,19939,54131,4706
10/15/2021,11110,8055,10525,19951,54151,4713
10/16/2021,11121,8060,10530,19957,54160,4723
10/17/2021,11135,8068,10541,19961,54166,4727
10/18/2021,11151,8075,10546,19969,54181,4732
10/19/2021,11167,8084,10551,19979,54192,4741
10/2/2021,10908,7952,10421,19820,53945,4636
10/20/2021,11184,8091,10555,19988,54216,4742
10/21/2021,11204,8099,10564,20004,54228,4748
10/22/2021,11218,8105,10576,20025,54267,4754
10/23/2021,11219,8107,10587,20034,54295,4755
10/24/2021,11224,8112,10589,20037,54306,4757
10/25/2021,11235,8119,10599,20048,54372,4760
10/26/2021,11238,8121,10604,20052,54386,4761
10/3/2021,10916,7953,10422,19822,53948,4639
10/4/2021,10933,7962,10439,19834,53963,4642
10/5/2021,10954,7971,10448,19849,53989,4646
