date,20-34,35-44,45-54,55-64,65+,<20
1/1/2021,21103,22693,20655,18005,12027,201
1/10/2021,34817,34796,32744,29649,28747,476
1/11/2021,36752,36608,34689,31322,32493,535
1/12/2021,39564,39292,37471,33841,40016,645
1/13/2021,42346,42203,40567,36535,48749,736
1/14/2021,45115,45241,43793,39530,58080,806
1/15/2021,48606,48477,47149,42647,67177,926
1/16/2021,50405,50057,48822,44260,72543,973
1/17/2021,51520,51077,49895,45345,75996,1014
1/18/2021,53172,52615,51630,47072,83765,1058
1/19/2021,55214,54485,53661,49255,93809,1156
1/2/2021,23009,24396,22184,19416,13057,233
1/20/2021,57632,56990,56588,52191,106030,1282
1/21/2021,60346,59847,59933,55660,121708,1432
1/22/2021,64850,63995,64538,60517,137357,1600
1/23/2021,68151,66761,67637,63694,147868,1752
1/24/2021,69691,68146,69158,65378,155505,1805
1/25/2021,72084,70288,71753,68323,169091,1892
1/26/2021,75018,72805,74649,71564,186335,2005
1/27/2021,78142,75423,77590,74921,205223,2107
1/28/2021,81188,78001,80549,78571,226444,2250
1/29/2021,85051,81137,83905,82320,246359,2458
1/3/2021,23910,25133,22832,19964,13401,254
1/30/2021,87881,83264,86244,84776,257773,2638
1/31/2021,88787,84006,87107,85806,263738,2684
1/4/2021,25642,26757,24432,21442,15266,279
1/5/2021,27434,28395,26013,22999,17364,314
1/6/2021,29647,30341,28044,25025,20414,379
1/7/2021,31455,31963,29817,26809,23728,417
1/8/2021,33182,33526,31477,28458,26129,444
1/9/2021,34279,34355,32324,29253,28293,471
12/1/2020,37,25,30,22,33,1
12/10/2020,54,39,47,46,59,3
12/11/2020,55,42,49,51,61,3
12/12/2020,57,42,51,54,63,3
12/13/2020,58,43,53,56,65,3
12/14/2020,59,48,56,58,74,3
12/15/2020,70,60,70,74,84,3
12/16/2020,177,212,230,201,141,3
12/17/2020,806,1042,1027,851,397,8
12/18/2020,1659,2048,1869,1503,692,9
12/19/2020,2278,2766,2445,1938,891,14
12/2/2020,40,28,32,27,38,2
12/20/2020,2492,3026,2701,2150,986,16
12/21/2020,3859,4448,3963,3123,1463,23
12/22/2020,5708,6489,5766,4568,2096,32
12/23/2020,7963,9053,8008,6388,2988,50
12/24/2020,8926,10026,8821,7126,3340,53
12/25/2020,8964,10059,8849,7151,3356,53
12/26/2020,10478,11785,10282,8422,3907,66
