date,20-34_Navajo,35-44_Navajo,45-54_Navajo,55-64_Navajo,65+_Navajo,<20_Navajo
1/1/2021,212,263,263,316,890,7
1/10/2021,364,447,458,559,2147,33
1/11/2021,400,497,523,607,2326,36
1/12/2021,426,525,583,676,2542,37
1/13/2021,446,544,607,741,2697,38
1/14/2021,477,589,645,825,2888,47
1/15/2021,509,633,702,903,3128,48
1/16/2021,513,634,703,905,3136,48
1/17/2021,515,635,703,906,3138,48
1/18/2021,528,646,733,934,3160,48
1/19/2021,559,672,772,1015,3308,49
1/2/2021,213,263,263,316,891,7
1/20/2021,582,709,825,1101,3455,55
1/21/2021,663,786,924,1241,3642,71
1/22/2021,733,840,976,1338,3766,87
1/23/2021,737,842,979,1343,3891,121
1/24/2021,738,843,979,1344,3904,123
1/25/2021,751,856,1003,1395,4017,125
1/26/2021,778,876,1032,1448,4155,127
1/27/2021,799,895,1056,1484,4315,140
1/28/2021,947,980,1164,1604,4525,190
1/29/2021,1020,1026,1229,1697,4756,249
1/3/2021,213,263,263,317,892,7
1/30/2021,1032,1043,1280,1726,4776,249
1/31/2021,1032,1044,1282,1727,4782,249
1/4/2021,228,282,280,345,1017,7
1/5/2021,271,315,319,380,1238,7
1/6/2021,284,337,338,408,1579,26
1/7/2021,323,407,426,504,1952,32
1/8/2021,363,446,457,554,2144,33
1/9/2021,364,447,457,559,2147,33
12/10/2020,,,,1,1,1
12/11/2020,,,,1,1,1
12/12/2020,,,,1,1,1
12/13/2020,,,,1,1,1
12/14/2020,,,,2,1,1
12/15/2020,,1,1,2,1,1
12/16/2020,5,4,6,4,2,1
12/17/2020,7,11,14,14,5,1
12/18/2020,15,23,24,19,16,1
12/19/2020,16,23,24,20,16,1
12/2/2020,,,,,,1
12/20/2020,16,23,24,21,16,1
12/21/2020,17,23,24,21,19,2
12/22/2020,20,35,40,28,57,2
12/23/2020,48,66,62,58,106,3
12/24/2020,61,84,77,72,152,3
12/25/2020,63,85,78,72,152,3
12/26/2020,63,85,79,72,152,3
12/27/2020,64,85,79,72,152,3
12/28/2020,102,137,137,147,268,3
12/29/2020,124,185,189,211,452,4
12/3/2020,,,,,,1
12/30/2020,165,225,231,264,634,5
12/31/2020,209,260,263,313,810,7
12/4/2020,,,,1,,1
12/5/2020,,,,1,,1
12/6/2020,,,,1,,1
12/7/2020,,,,1,,1
12/8/2020,,,,1,,1
12/9/2020,,,,1,,1
2/1/2021,1051,1063,1314,1812,5032,262
2/10/2021,1247,1302,1704,2452,6715,457
2/11/2021,1368,1385,1771,2557,6973,495
2/12/2021,1430,1434,1817,2629,7225,513
2/13/2021,1634,1537,1908,2707,7331,551
2/14/2021,1637,1538,1911,2713,7361,553
2/15/2021,1645,1543,1918,2727,7451,554
2/16/2021,1673,1566,1952,2764,7735,576
2/17/2021,1723,1608,2004,2809,7976,660
2/18/2021,1759,1638,2041,2866,8182,680
2/19/2021,1807,1667,2078,2910,8267,695
2/2/2021,1066,1077,1342,1840,5270,269
2/20/2021,1838,1682,2093,2925,8286,716
2/21/2021,1840,1682,2095,2926,8298,719
2/22/2021,1896,1721,2136,2961,8352,731
2/23/2021,1966,1760,2169,3031,8477,766
2/24/2021,2002,1783,2187,3078,8603,776
2/25/2021,2049,1831,2235,3154,8889,907
2/26/2021,2111,1874,2281,3189,9009,989
2/27/2021,2126,1882,2287,3204,9047,991
2/28/2021,2129,1882,2291,3208,9053,993
2/3/2021,1088,1104,1372,1901,5578,272
2/4/2021,1103,1132,1418,1955,5797,291
2/5/2021,1118,1150,1450,2084,5953,298
2/6/2021,1154,1202,1586,2321,6050,397
2/7/2021,1154,1202,1587,2321,6058,398
2/8/2021,1184,1242,1625,2349,6255,411
2/9/2021,1194,1267,1657,2393,6463,422
3/1/2021,2170,1906,2313,3234,9144,1002
3/10/2021,2414,2058,2526,3752,10080,1161
3/11/2021,2446,2090,2547,3875,10273,1169
3/12/2021,2468,2101,2565,3949,10372,1174
3/13/2021,2478,2103,2573,3969,10403,1177
3/14/2021,2478,2104,2574,3978,10417,1178
3/15/2021,2504,2125,2628,4141,10573,1191
3/16/2021,2531,2142,2654,4184,10649,1197
3/17/2021,2574,2182,2700,4296,10759,1200
3/18/2021,2621,2213,2737,4441,10966,1226
3/19/2021,2648,2237,2767,4510,11056,1235
3/2/2021,2207,1926,2334,3278,9266,1010
3/20/2021,2656,2240,2769,4519,11079,1240
3/21/2021,2658,2240,2773,4522,11096,1244
3/22/2021,2691,2269,2796,4575,11171,1249
3/23/2021,2730,2311,2853,4690,11382,1286
3/24/2021,2778,2369,2906,4788,11496,1321
3/25/2021,2817,2393,2948,4863,11598,1356
3/26/2021,2849,2420,2992,4926,11657,1394
3/27/2021,2889,2439,3012,4941,11670,1399
3/28/2021,2897,2441,3014,4947,11673,1401
3/29/2021,2939,2472,3057,5007,11756,1409
3/3/2021,2226,1943,2371,3349,9427,1053
3/30/2021,2982,2492,3082,5059,11814,1425
3/31/2021,3044,2535,3126,5127,11889,1454
3/4/2021,2246,1954,2387,3426,9645,1099
3/5/2021,2271,1969,2410,3469,9709,1115
3/6/2021,2322,1994,2447,3514,9740,1123
3/7/2021,2323,1996,2452,3527,9749,1125
3/8/2021,2335,2004,2462,3578,9836,1130
3/9/2021,2375,2030,2490,3643,9919,1143
4/1/2021,3084,2566,3179,5187,11967,1469
4/10/2021,3364,2773,3390,5452,12347,1615
4/11/2021,3368,2778,3395,5461,12358,1620
4/12/2021,3402,2823,3439,5491,12405,1629
4/13/2021,3424,2840,3464,5518,12451,1652
4/14/2021,3463,2866,3480,5548,12487,1662
4/15/2021,3507,2888,3508,5577,12518,1677
4/16/2021,3542,2911,3527,5606,12534,1693
4/17/2021,3552,2918,3534,5615,12548,1694
4/18/2021,3555,2921,3537,5618,12556,1694
4/19/2021,3590,2953,3558,5641,12582,1701
4/2/2021,3108,2595,3213,5213,12018,1508
4/20/2021,3632,2997,3577,5665,12609,1711
4/21/2021,3668,3035,3609,5677,12637,1718
4/22/2021,3719,3071,3639,5701,12650,1723
4/23/2021,3745,3091,3653,5719,12670,1736
4/24/2021,3754,3095,3666,5725,12683,1737
4/25/2021,3756,3099,3669,5728,12684,1740
4/26/2021,3770,3107,3681,5744,12709,1746
4/27/2021,3789,3121,3689,5766,12741,1760
4/28/2021,3811,3133,3698,5785,12769,1770
4/29/2021,3836,3147,3719,5803,12798,1785
4/3/2021,3116,2599,3218,5219,12029,1510
4/30/2021,3849,3157,3732,5817,12812,1798
4/4/2021,3117,2601,3220,5223,12030,1510
4/5/2021,3140,2625,3245,5255,12101,1521
4/6/2021,3181,2648,3267,5301,12156,1535
4/7/2021,3234,2681,3292,5334,12196,1555
4/8/2021,3299,2734,3347,5389,12271,1568
4/9/2021,3346,2758,3374,5425,12323,1577
5/1/2021,3853,3160,3733,5826,12816,1799
5/10/2021,3971,3221,3800,5921,12947,1842
5/11/2021,3986,3225,3805,5934,12967,1874
