date,Pima_cume,Pima
1/1/2021,14,
1/10/2021,16,2
1/11/2021,20,4
1/12/2021,21,1
1/13/2021,22,1
1/14/2021,25,3
1/15/2021,26,1
1/16/2021,29,3
1/17/2021,30,1
1/18/2021,31,1
1/19/2021,35,4
1/2/2021,54,19
1/20/2021,58,4
1/21/2021,1292,1234
1/22/2021,2699,1407
1/23/2021,3440,741
1/24/2021,3447,7
1/25/2021,4973,1526
1/26/2021,6484,1511
1/27/2021,8339,1855
1/28/2021,9380,1041
1/29/2021,9382,2
1/3/2021,10173,791
1/30/2021,10342,169
1/31/2021,12199,1857
1/4/2021,14287,2088
1/5/2021,16556,2269
1/6/2021,18216,1660
1/7/2021,18487,271
1/8/2021,19109,622
1/9/2021,19545,436
12/1/2020,21371,1826
12/10/2020,23118,1747
12/11/2020,25283,2165
12/12/2020,27536,2253
12/13/2020,30196,2660
12/14/2020,31718,1522
12/15/2020,32123,405
12/16/2020,34909,2786
12/17/2020,37650,2741
12/18/2020,40139,2489
12/19/2020,42574,2435
12/2/2020,46649,4075
12/20/2020,48055,1406
12/21/2020,48561,506
12/22/2020,52525,3964
12/23/2020,56627,4102
12/24/2020,61360,4733
12/25/2020,66703,5343
12/26/2020,73270,6567
12/27/2020,75831,2561
12/28/2020,76835,1004
12/29/2020,84172,7337
12/3/2020,91176,7004
12/30/2020,98739,7563
12/31/2020,105696,6957
12/4/2020,112989,7293
12/5/2020,116812,3823
12/9/2020,118331,1519
2/1/2021,123955,5624
2/10/2021,130279,6324
2/11/2021,137273,6994
2/12/2021,144533,7260
2/13/2021,153349,8816
2/14/2021,157713,4364
2/15/2021,158805,1092
2/16/2021,165684,6879
2/17/2021,171882,6198
2/18/2021,179395,7513
2/19/2021,187140,7745
2/2/2021,195932,8792
2/20/2021,200228,4296
2/21/2021,201154,926
2/22/2021,207284,6130
2/23/2021,214169,6885
2/24/2021,221720,7551
2/25/2021,228962,7242
2/26/2021,233287,4325
2/27/2021,235388,2101
2/28/2021,236057,669
2/3/2021,239877,3820
2/4/2021,244414,4537
2/5/2021,250808,6394
2/6/2021,259038,8230
2/7/2021,269212,10174
2/8/2021,273599,4387
2/9/2021,275749,2150
3/1/2021,282974,7225
3/10/2021,289639,6665
3/11/2021,297785,8146
3/12/2021,304100,6315
3/13/2021,312017,7917
3/14/2021,316727,4710
3/15/2021,319010,2283
3/16/2021,326950,7940
3/17/2021,334889,7939
3/18/2021,344762,9873
3/19/2021,354352,9590
3/2/2021,364813,10461
3/20/2021,369992,5179
3/21/2021,371828,1836
3/22/2021,378550,6722
3/23/2021,386197,7647
3/24/2021,395024,8827
3/25/2021,403627,8603
3/26/2021,412691,9064
3/27/2021,417097,4406
3/28/2021,420640,3543
3/29/2021,427094,6454
3/3/2021,434353,7259
3/30/2021,443114,8761
3/31/2021,453235,10121
3/4/2021,463555,10320
3/5/2021,469199,5644
3/6/2021,472146,2947
3/7/2021,478882,6736
3/8/2021,487257,8375
3/9/2021,496899,9642
4/1/2021,504613,7714
4/10/2021,513334,8721
4/11/2021,518384,5050
4/12/2021,520195,1811
4/13/2021,528188,7993
4/14/2021,536951,8763
4/15/2021,547786,10835
4/16/2021,558343,10557
4/17/2021,569534,11191
4/18/2021,575136,5602
4/19/2021,577081,1945
4/2/2021,585541,8460
4/20/2021,592779,7238
4/21/2021,601057,8278
4/22/2021,609721,8664
4/23/2021,618775,9054
4/24/2021,622339,3564
4/25/2021,624957,2618
4/26/2021,631349,6392
4/27/2021,638225,6876
4/28/2021,646139,7914
4/29/2021,653816,7677
4/3/2021,662257,8441
4/30/2021,667074,4817
4/4/2021,668632,1558
4/5/2021,676177,7545
4/6/2021,683510,7333
4/7/2021,690773,7263
4/8/2021,697737,6964
4/9/2021,704062,6325
5/1/2021,706170,2108
5/10/2021,707371,1201
5/11/2021,713084,5713
5/12/2021,718561,5477
5/13/2021,724749,6188
5/14/2021,729903,5154
5/15/2021,735281,5378
5/16/2021,737751,2470
5/17/2021,738737,986
5/18/2021,742642,3905
5/19/2021,745912,3270
5/2/2021,749581,3669
5/20/2021,754221,4640
5/21/2021,759587,5366
5/22/2021,762885,3298
5/23/2021,764781,1896
5/24/2021,769105,4324
5/25/2021,772391,3286
5/26/2021,775628,3237
5/27/2021,778805,3177
5/28/2021,783294,4489
5/29/2021,786027,2733
5/3/2021,787673,1646
5/30/2021,790686,3013
5/31/2021,793688,3002
5/4/2021,796507,2819
5/5/2021,799043,2536
5/6/2021,802387,3344
5/7/2021,804193,1806
5/8/2021,805114,921
5/9/2021,805816,702
6/1/2021,808623,2807
6/10/2021,811043,2420
6/11/2021,813667,2624
6/12/2021,817078,3411
6/13/2021,819743,2665
6/14/2021,821393,1650
6/15/2021,824129,2736
6/16/2021,826590,2461
6/17/2021,828935,2345
6/18/2021,831315,2380
6/19/2021,834206,2891
6/2/2021,836478,2272
6/20/2021,837633,1155
6/21/2021,840337,2704
6/22/2021,842232,1895
6/23/2021,844300,2068
6/24/2021,846249,1949
6/25/2021,848815,2566
6/26/2021,850457,1642
6/27/2021,851214,757
6/28/2021,852992,1778
6/29/2021,855002,2010
6/3/2021,856924,1922
6/30/2021,858708,1784
6/4/2021,861063,2355
6/5/2021,862491,1428
6/6/2021,863096,605
6/7/2021,864562,1466
6/8/2021,866159,1597
6/9/2021,867805,1646
7/1/2021,869102,1297
7/10/2021,870722,1620
7/11/2021,871572,850
7/12/2021,871785,213
7/13/2021,872760,975
7/14/2021,874220,1460
7/15/2021,875919,1699
7/16/2021,877729,1810
7/17/2021,879672,1943
7/18/2021,880785,1113
7/19/2021,881250,465
7/2/2021,882584,1334
7/20/2021,883970,1386
7/21/2021,885221,1251
7/22/2021,886443,1222
7/23/2021,888155,1712
7/24/2021,889299,1144
7/25/2021,889790,491
7/26/2021,891288,1498
7/27/2021,892783,1495
7/28/2021,894325,1542
7/29/2021,895782,1457
7/3/2021,897685,1903
7/30/2021,898788,1103
7/31/2021,899438,650
7/4/2021,901066,1628
7/5/2021,903123,2057
7/6/2021,905158,2035
7/7/2021,906949,1791
7/8/2021,909472,2523
7/9/2021,911017,1545
8/1/2021,911729,712
8/10/2021,913567,1838
8/11/2021,915564,1997
8/12/2021,917358,1794
8/13/2021,918887,1529
8/14/2021,921477,2590
8/15/2021,922904,1427
8/16/2021,923623,719
8/17/2021,925414,1791
8/18/2021,927146,1732
8/19/2021,928830,1684
8/2/2021,930480,1650
8/20/2021,933123,2643
8/21/2021,934668,1545
8/22/2021,935708,1040
8/23/2021,937875,2167
8/24/2021,939997,2122
8/25/2021,942347,2350
8/26/2021,944363,2016
8/27/2021,947131,2768
8/28/2021,948556,1425
8/29/2021,949708,1152
8/3/2021,952003,2295
8/30/2021,954464,2461
8/31/2021,956363,1899
8/4/2021,958201,1838
8/5/2021,960664,2463
8/6/2021,962074,1410
8/7/2021,963071,997
8/8/2021,964723,1652
8/9/2021,966379,1656
9/1/2021,967804,1425
9/2/2021,969078,1274
9/3/2021,971168,2090
9/4/2021,972210,1042
9/5/2021,972919,709
9/6/2021,973072,153
