Category,value
tests,12018411
day,
pos,
est_pos,
total_pos,
0_5,
Less than 20 years,1993577
20 - 44 years,5143916
45 - 54 years,1595237
55 - 64 years,1481139
65 years and older,1782998
Unknown,21544
positive,0.0975576555003819
