date,pcr_tests,pcr_pos_test,pcr_positivity,pcr_tests_APACHE,pcr_pos_test_APACHE,pcr_positivity_APACHE,pcr_tests_YUMA,pcr_pos_test_YUMA,pcr_positivity_YUMA,pcr_tests_YAVAPAI,pcr_pos_test_YAVAPAI,pcr_positivity_YAVAPAI,pcr_tests_SANTA_CRUZ,pcr_pos_test_SANTA_CRUZ,pcr_positivity_SANTA_CRUZ,pcr_tests_PINAL,pcr_pos_test_PINAL,pcr_positivity_PINAL,pcr_tests_PIMA,pcr_pos_test_PIMA,pcr_positivity_PIMA,pcr_tests_NAVAJO,pcr_pos_test_NAVAJO,pcr_positivity_NAVAJO,pcr_tests_MOHAVE,pcr_pos_test_MOHAVE,pcr_positivity_MOHAVE,pcr_tests_MARICOPA,pcr_pos_test_MARICOPA,pcr_positivity_MARICOPA,pcr_tests_LA_PAZ,pcr_pos_test_LA_PAZ,pcr_positivity_LA_PAZ,pcr_tests_GREENLEE,pcr_pos_test_GREENLEE,pcr_positivity_GREENLEE,pcr_tests_GRAHAM,pcr_pos_test_GRAHAM,pcr_positivity_GRAHAM,pcr_tests_GILA,pcr_pos_test_GILA,pcr_positivity_GILA,pcr_tests_COCONINO,pcr_pos_test_COCONINO,pcr_positivity_COCONINO,pcr_tests_COCHISE,pcr_pos_test_COCHISE,pcr_positivity_COCHISE
2021-11-08 00:00:00,502,34,0.0677290836653386,4.0,0.0,0.0,2.0,0.0,0.0,29.0,5.0,0.1724137931034483,,,,14.0,0.0,0.0,87.0,13.0,0.1494252873563219,15.0,0.0,0.0,15.0,1.0,0.0666666666666667,210.0,14.0,0.0666666666666667,1.0,0.0,0.0,,,,,,,88.0,0.0,0.0,23.0,1.0,0.0434782608695652,6.0,0.0,0.0
2021-11-07 00:00:00,8163,1223,0.1498223692269999,56.0,11.0,0.1964285714285714,53.0,7.0,0.1320754716981132,248.0,64.0,0.2580645161290323,36.0,6.0,0.1666666666666667,424.0,68.0,0.160377358490566,1468.0,225.0,0.1532697547683924,211.0,40.0,0.1895734597156398,141.0,44.0,0.3120567375886525,5119.0,720.0,0.1406524711857785,9.0,0.0,0.0,1.0,0.0,0.0,11.0,1.0,0.0909090909090909,39.0,3.0,0.0769230769230769,87.0,11.0,0.1264367816091954,41.0,3.0,0.0731707317073171
2021-11-06 00:00:00,15712,2472,0.1573319755600815,48.0,10.0,0.2083333333333334,65.0,13.0,0.2,352.0,82.0,0.2329545454545455,53.0,8.0,0.1509433962264151,1172.0,228.0,0.1945392491467577,2297.0,353.0,0.1536787113626469,258.0,59.0,0.2286821705426357,325.0,80.0,0.2461538461538462,10389.0,1552.0,0.1493887765906247,12.0,2.0,0.1666666666666667,2.0,0.0,0.0,3.0,0.0,0.0,47.0,11.0,0.2340425531914894,175.0,21.0,0.12,177.0,27.0,0.152542372881356
2021-11-05 00:00:00,30011,3612,0.1203558695145114,228.0,20.0,0.087719298245614,415.0,33.0,0.0795180722891566,659.0,106.0,0.1608497723823976,119.0,16.0,0.134453781512605,2105.0,306.0,0.1453681710213777,4590.0,525.0,0.1143790849673203,643.0,86.0,0.1337480559875583,579.0,110.0,0.1899827288428325,18793.0,2218.0,0.1180226680146863,50.0,6.0,0.12,5.0,1.0,0.2,35.0,2.0,0.0571428571428571,112.0,16.0,0.1428571428571429,457.0,43.0,0.0940919037199125,429.0,68.0,0.1585081585081585
2021-11-04 00:00:00,33389,3709,0.1110844889035311,190.0,29.0,0.1526315789473684,257.0,34.0,0.132295719844358,814.0,112.0,0.1375921375921376,410.0,30.0,0.0731707317073171,2063.0,297.0,0.1439650993698498,5055.0,560.0,0.1107814045499505,647.0,114.0,0.1761978361669243,725.0,88.0,0.1213793103448276,20368.0,2238.0,0.1098782403770621,34.0,1.0,0.0294117647058824,2.0,0.0,0.0,52.0,4.0,0.0769230769230769,400.0,22.0,0.055,598.0,58.0,0.096989966555184,486.0,64.0,0.1316872427983539
2021-11-03 00:00:00,34134,3922,0.1149000996074296,240.0,35.0,0.1458333333333334,437.0,53.0,0.1212814645308925,688.0,105.0,0.1526162790697674,400.0,37.0,0.0925,2102.0,316.0,0.1503330161750714,5524.0,572.0,0.1035481535119479,598.0,111.0,0.18561872909699,655.0,99.0,0.1511450381679389,20358.0,2305.0,0.1132233028784753,44.0,5.0,0.1136363636363636,13.0,2.0,0.1538461538461539,147.0,7.0,0.0476190476190476,246.0,29.0,0.1178861788617886,581.0,71.0,0.1222030981067126,740.0,120.0,0.1621621621621622
2021-11-02 00:00:00,37179,3945,0.1061082869361737,362.0,49.0,0.1353591160220994,396.0,36.0,0.0909090909090909,887.0,97.0,0.1093573844419391,174.0,19.0,0.1091954022988506,2272.0,353.0,0.1553697183098592,5248.0,535.0,0.1019435975609756,605.0,88.0,0.1454545454545455,1102.0,103.0,0.0934664246823957,22387.0,2399.0,0.1071604055925314,256.0,9.0,0.03515625,5.0,0.0,0.0,47.0,7.0,0.148936170212766,316.0,30.0,0.0949367088607595,494.0,50.0,0.1012145748987854,709.0,96.0,0.1354019746121298
2021-11-01 00:00:00,37519,4055,0.1080785735227485,278.0,33.0,0.118705035971223,543.0,55.0,0.1012891344383057,809.0,107.0,0.1322620519159456,254.0,30.0,0.1181102362204725,2346.0,310.0,0.1321398124467178,5207.0,499.0,0.0958325331284809,810.0,147.0,0.1814814814814815,723.0,112.0,0.1549100968188105,22022.0,2417.0,0.1097538824811552,72.0,6.0,0.0833333333333333,3.0,0.0,0.0,78.0,15.0,0.1923076923076923,477.0,42.0,0.0880503144654088,1231.0,113.0,0.0917952883834281,631.0,86.0,0.1362916006339144
2021-10-31 00:00:00,14576,1994,0.1368002195389682,128.0,17.0,0.1328125,157.0,16.0,0.1019108280254777,284.0,62.0,0.2183098591549296,37.0,6.0,0.1621621621621622,865.0,142.0,0.1641618497109827,1974.0,331.0,0.1676798378926039,196.0,30.0,0.1530612244897959,254.0,45.0,0.1771653543307087,9807.0,1248.0,0.1272560416029367,15.0,2.0,0.1333333333333333,3.0,0.0,0.0,10.0,0.0,0.0,57.0,15.0,0.2631578947368421,157.0,18.0,0.1146496815286624,159.0,34.0,0.2138364779874214
2021-10-30 00:00:00,17690,2266,0.1280949689089882,123.0,14.0,0.1138211382113821,224.0,35.0,0.15625,330.0,53.0,0.1606060606060606,86.0,6.0,0.0697674418604651,1177.0,186.0,0.1580288870008496,2350.0,303.0,0.128936170212766,218.0,36.0,0.1651376146788991,317.0,64.0,0.2018927444794953,11767.0,1434.0,0.1218662360839636,5.0,0.0,0.0,1.0,0.0,0.0,10.0,0.0,0.0,33.0,7.0,0.2121212121212121,444.0,56.0,0.1261261261261261,150.0,32.0,0.2133333333333334
