date,Mohave_cume,Mohave
2020-12-01,1,
2020-12-12,2,1
2020-12-16,4,2
2020-12-18,6,2
2020-12-21,18,12
2020-12-22,79,61
2020-12-23,289,210
2020-12-24,422,133
2020-12-26,586,164
2020-12-27,647,61
2020-12-28,916,269
2020-12-29,1297,381
2020-12-30,1635,338
2020-12-31,1911,276
2021-01-01,1974,63
2021-01-02,2022,48
2021-01-03,2048,26
2021-01-04,2236,188
2021-01-05,2369,133
2021-01-06,2621,252
2021-01-07,2873,252
2021-01-08,3130,257
2021-01-09,3186,56
2021-01-10,3235,49
2021-01-11,3434,199
2021-01-12,3718,284
2021-01-13,4024,306
2021-01-14,4406,382
2021-01-15,4818,412
2021-01-16,5173,355
2021-01-17,5204,31
2021-01-18,5570,366
2021-01-19,5899,329
2021-01-20,6462,563
2021-01-21,6869,407
2021-01-22,7284,415
2021-01-23,8090,806
2021-01-24,8707,617
2021-01-25,9261,554
2021-01-26,9887,626
2021-01-27,10696,809
2021-01-28,11608,912
2021-01-29,12134,526
2021-01-30,12595,461
2021-01-31,13124,529
2021-02-01,13793,669
2021-02-02,14406,613
2021-02-03,15526,1120
2021-02-04,16235,709
2021-02-05,16897,662
2021-02-06,17237,340
2021-02-07,17422,185
2021-02-08,17819,397
2021-02-09,18262,443
2021-02-10,19223,961
2021-02-11,19861,638
2021-02-12,20765,904
2021-02-13,21264,499
2021-02-14,21373,109
2021-02-15,21913,540
2021-02-16,22481,568
2021-02-17,23017,536
2021-02-18,23397,380
2021-02-19,23813,416
2021-02-20,23972,159
2021-02-21,24034,62
2021-02-22,24341,307
2021-02-23,24580,239
2021-02-24,25326,746
2021-02-25,26347,1021
2021-02-26,27236,889
2021-02-27,28058,822
2021-02-28,28576,518
2021-03-01,29446,870
2021-03-02,30394,948
2021-03-03,32639,2245
2021-03-04,34133,1494
2021-03-05,35681,1548
2021-03-06,36506,825
2021-03-07,36933,427
2021-03-08,37729,796
2021-03-09,38689,960
2021-03-10,40614,1925
2021-03-11,42202,1588
2021-03-12,43610,1408
2021-03-13,44434,824
2021-03-14,44803,369
2021-03-15,45605,802
2021-03-16,46606,1001
2021-03-17,48394,1788
2021-03-18,49708,1314
2021-03-19,50892,1184
2021-03-20,52059,1167
2021-03-21,52604,545
2021-03-22,53862,1258
2021-03-23,55084,1222
2021-03-24,56611,1527
2021-03-25,58017,1406
2021-03-26,59551,1534
2021-03-27,60558,1007
2021-03-28,61365,807
2021-03-29,62898,1533
2021-03-30,64404,1506
2021-03-31,66639,2235
2021-04-01,68355,1716
2021-04-02,69864,1509
2021-04-03,70584,720
2021-04-04,70875,291
2021-04-05,72083,1208
2021-04-06,73443,1360
2021-04-07,75129,1686
2021-04-08,76616,1487
2021-04-09,78220,1604
2021-04-10,79190,970
2021-04-11,79624,434
2021-04-12,81614,1990
2021-04-13,82678,1064
2021-04-14,84404,1726
2021-04-15,85910,1506
2021-04-16,87163,1253
2021-04-17,88040,877
2021-04-18,88471,431
2021-04-19,89496,1025
2021-04-20,90662,1166
2021-04-21,92036,1374
2021-04-22,93304,1268
2021-04-23,94599,1295
2021-04-24,95382,783
2021-04-25,95710,328
2021-04-26,96903,1193
2021-04-27,98254,1351
2021-04-28,99501,1247
2021-04-29,100665,1164
2021-04-30,101878,1213
2021-05-01,102537,659
2021-05-02,102778,241
2021-05-03,103593,815
2021-05-04,104453,860
2021-05-05,105392,939
2021-05-06,106200,808
2021-05-07,107044,844
2021-05-08,107636,592
2021-05-09,107773,137
2021-05-10,108356,583
2021-05-11,108962,606
2021-05-12,109496,534
2021-05-13,110266,770
2021-05-14,110955,689
2021-05-15,111368,413
2021-05-16,111538,170
2021-05-17,112775,1237
2021-05-18,113372,597
2021-05-19,114033,661
2021-05-20,114720,687
2021-05-21,115395,675
2021-05-22,115761,366
2021-05-23,115889,128
2021-05-24,116334,445
2021-05-25,116784,450
2021-05-26,117154,370
2021-05-27,117549,395
2021-05-28,118069,520
2021-05-29,118203,134
2021-05-30,118274,71
2021-05-31,118349,75
2021-06-01,118799,450
2021-06-02,119155,356
2021-06-03,119498,343
2021-06-04,119906,408
2021-06-05,120113,207
2021-06-06,120188,75
2021-06-07,120598,410
2021-06-08,120872,274
2021-06-09,121294,422
2021-06-10,121636,342
2021-06-11,122080,444
2021-06-12,122352,272
2021-06-13,122439,87
2021-06-14,122753,314
2021-06-15,123103,350
2021-06-16,123421,318
2021-06-17,123677,256
2021-06-18,124030,353
2021-06-19,124209,179
2021-06-20,124300,91
2021-06-21,124534,234
2021-06-22,124790,256
2021-06-23,125054,264
2021-06-24,125275,221
2021-06-25,125596,321
2021-06-26,125737,141
2021-06-27,125805,68
2021-06-28,126014,209
2021-06-29,126246,232
2021-06-30,126508,262
2021-07-01,126747,239
2021-07-02,127058,311
2021-07-03,127155,97
2021-07-04,127179,24
2021-07-05,127369,190
2021-07-06,127571,202
2021-07-07,127782,211
2021-07-08,128010,228
2021-07-09,128287,277
2021-07-10,128472,185
2021-07-11,128540,68
2021-07-12,128771,231
