date,20-34,35-44,45-54,55-64,65+,<20
1/1/2021,20908,22868,20984,18283,12850,188
1/10/2021,34491,35039,33148,30001,29989,429
1/11/2021,36411,36852,35106,31688,33831,486
1/12/2021,39197,39534,37901,34227,41459,583
1/13/2021,41945,42447,41025,36935,50298,667
1/14/2021,44681,45484,44264,39954,59745,733
1/15/2021,48148,48711,47649,43071,69005,837
1/16/2021,49929,50288,49332,44684,74409,879
1/17/2021,51030,51313,50399,45778,77894,911
1/18/2021,52684,52833,52151,47514,85906,948
1/19/2021,54718,54699,54196,49707,96037,1040
1/2/2021,22801,24576,22540,19696,13939,215
1/20/2021,57141,57196,57133,52688,108382,1157
1/21/2021,59832,60051,60499,56195,124169,1297
1/22/2021,64304,64187,65102,61074,139936,1447
1/23/2021,67575,66945,68183,64255,150510,1588
1/24/2021,69089,68327,69706,65943,158190,1639
1/25/2021,71448,70478,72305,68888,171869,1714
1/26/2021,74345,72985,75204,72117,189204,1818
1/27/2021,77438,75600,78131,75493,208139,1910
1/28/2021,80468,78176,81085,79129,229460,2042
1/29/2021,84301,81319,84441,82859,249472,2228
1/3/2021,23688,25325,23189,20244,14305,234
1/30/2021,87106,83448,86782,85321,260921,2394
1/31/2021,88012,84180,87647,86356,266939,2434
1/4/2021,25395,26978,24793,21742,16249,257
1/5/2021,27180,28627,26384,23313,18403,286
1/6/2021,29371,30550,28444,25352,21519,347
1/7/2021,31172,32180,30209,27146,24884,380
1/8/2021,32876,33755,31871,28802,27333,403
1/9/2021,33962,34595,32717,29599,29504,424
10/1/2021,815362,557180,575127,657488,1171190,371974
10/10/2021,824955,562246,579221,660835,1176182,376609
10/11/2021,826299,563006,579788,661347,1177000,377278
10/12/2021,827056,563371,580092,661592,1177421,377711
10/13/2021,828102,563932,580598,662002,1178093,378194
10/14/2021,829415,564577,581197,662497,1178848,378712
10/15/2021,830935,565334,581874,663024,1179454,379295
10/16/2021,831898,565754,582247,663329,1179736,380577
10/17/2021,832612,566045,582468,663490,1179904,380836
10/18/2021,833868,566760,583041,663997,1180638,381328
10/19/2021,834956,567376,583497,664475,1181296,381858
10/2/2021,816340,557673,575575,657840,1171588,372515
10/20/2021,836018,567934,583950,664919,1181929,382377
10/21/2021,837113,568525,584479,665365,1182542,382815
10/22/2021,838499,569336,585153,665974,1183830,383430
10/23/2021,839308,569781,585570,666371,1184608,383816
10/24/2021,839766,570060,585796,666625,1185115,384054
10/25/2021,840979,570731,586390,667241,1186754,384521
10/26/2021,842168,571430,586982,667839,1188315,385053
10/27/2021,843408,572120,587647,668525,1189891,385628
10/28/2021,844701,572817,588234,669208,1191407,386094
10/29/2021,845962,573598,588911,669904,1192658,386610
10/3/2021,816859,557917,575758,657996,1171808,372763
10/30/2021,846634,573953,589221,670247,1193170,386887
10/31/2021,847014,574161,589416,670422,1193529,387008
10/4/2021,818248,558588,576358,658431,1172669,373394
10/5/2021,819733,559307,576911,658910,1173585,374006
10/6/2021,821132,560080,577506,659351,1174295,374650
10/7/2021,822126,560676,577981,659790,1174876,375193
10/8/2021,823429,561416,578552,660267,1175513,375886
10/9/2021,824390,561940,578977,660624,1175887,376372
11/1/2021,848140,574777,589968,671002,1194818,387455
11/2/2021,849427,575450,590557,671590,1196099,387931
11/3/2021,850496,576005,591064,672104,1197128,388557
11/4/2021,851541,576570,591556,672639,1198325,389611
11/5/2021,852992,577332,592273,673325,1199488,390874
11/6/2021,853549,577640,592546,673590,1199937,391333
11/7/2021,853966,577884,592734,673783,1200197,391667
11/8/2021,854398,578183,592952,674034,1200614,392088
12/1/2020,53,44,49,32,48,2
12/10/2020,73,64,73,61,84,4
12/11/2020,75,68,76,67,86,4
12/12/2020,77,68,78,72,90,4
12/13/2020,78,69,81,74,92,4
12/14/2020,80,75,84,76,102,4
12/15/2020,98,91,103,99,113,4
12/16/2020,210,252,273,235,173,4
12/17/2020,834,1107,1089,904,451,9
12/18/2020,1679,2126,1947,1570,769,10
12/19/2020,2281,2844,2534,2001,980,15
12/2/2020,55,48,51,38,54,3
12/20/2020,2494,3111,2795,2225,1083,17
