date,pcr_tests_YUMA,pcr_pos_tests_YUMA,pcr_positivity_YUMA,ser_tests_YUMA,ser_pos_tests_YUMA,ser_positivity_YUMA
2021-01-19 00:00:00,1,0,0,1.0,1.0,1
2021-01-18 00:00:00,363,65,0.1790633608815427,5.0,3.0,0.6
2021-01-17 00:00:00,100,28,0.2800000000000001,3.0,1.0,0.3333333333333333
2021-01-16 00:00:00,229,59,0.2576419213973799,21.0,7.0,0.3333333333333333
2021-01-15 00:00:00,1366,327,0.239385065885798,57.0,20.0,0.3508771929824561
2021-01-14 00:00:00,1610,292,0.1813664596273292,74.0,21.0,0.2837837837837838
2021-01-13 00:00:00,1261,335,0.2656621728786677,53.0,23.0,0.4339622641509434
2021-01-12 00:00:00,1185,315,0.2658227848101266,35.0,20.0,0.5714285714285714
2021-01-11 00:00:00,1802,422,0.2341842397336293,30.0,16.0,0.5333333333333334
2021-01-10 00:00:00,368,97,0.2635869565217392,2.0,2.0,1
2021-01-09 00:00:00,356,117,0.3286516853932585,1.0,1.0,1
2021-01-08 00:00:00,1310,269,0.2053435114503817,30.0,11.0,0.3666666666666667
2021-01-07 00:00:00,1294,296,0.2287480680061824,24.0,8.0,0.3333333333333333
2021-01-06 00:00:00,1183,345,0.2916314454775994,31.0,17.0,0.5483870967741936
2021-01-05 00:00:00,1517,428,0.2821357943309163,30.0,12.0,0.4
2021-01-04 00:00:00,2037,577,0.2832596956308297,22.0,12.0,0.5454545454545454
2021-01-03 00:00:00,343,118,0.3440233236151604,1.0,0.0,0
2021-01-02 00:00:00,368,126,0.3423913043478261,1.0,1.0,1
2021-01-01 00:00:00,239,65,0.2719665271966527,1.0,0.0,0
2020-12-31 00:00:00,1150,267,0.2321739130434783,12.0,7.0,0.5833333333333334
2020-12-30 00:00:00,1275,339,0.2658823529411765,22.0,9.0,0.4090909090909091
2020-12-29 00:00:00,1466,472,0.3219645293315143,28.0,18.0,0.642857142857143
2020-12-28 00:00:00,2188,705,0.3222120658135284,17.0,7.0,0.4117647058823529
