Category,value
tests,803639
YUMA,13219
YAVAPAI,23379
SANTA CRUZ,2478
PINAL,49121
PIMA,70617
NAVAJO,6579
MOHAVE,18965
MARICOPA,576390
LA PAZ,1938
GREENLEE,321
GRAHAM,1736
GILA,8091
COCONINO,10458
COCHISE,7749
APACHE,1737
Unknown,745
65 years and older,193470
55 - 64 years,158950
45 - 54 years,145159
20 - 44 years,267708
Less than 20 years,37607
positive,0.2394856396964309
