date,Maricopa_cume,Maricopa
1/1/2021,113,
1/10/2021,124,11
1/11/2021,131,7
1/12/2021,134,3
1/13/2021,139,5
1/14/2021,143,4
1/15/2021,149,6
1/16/2021,161,12
1/17/2021,166,5
1/18/2021,171,5
1/19/2021,175,4
1/2/2021,187,12
1/20/2021,211,24
1/21/2021,259,48
1/22/2021,1518,1259
1/23/2021,3190,1672
1/24/2021,4878,1688
1/25/2021,5870,992
1/26/2021,9153,3283
1/27/2021,13429,4276
1/28/2021,18260,4831
1/29/2021,19832,1572
1/3/2021,19837,5
1/30/2021,24970,5133
1/31/2021,27297,2327
1/4/2021,32616,5319
1/5/2021,40592,7976
1/6/2021,49423,8831
1/7/2021,53215,3792
1/8/2021,54248,1033
1/9/2021,60528,6280
12/1/2020,63237,2709
12/10/2020,67967,4730
12/11/2020,72405,4438
12/12/2020,77482,5077
12/13/2020,82810,5328
12/14/2020,87432,4622
12/15/2020,92094,4662
12/16/2020,94851,2757
12/17/2020,103916,9065
12/18/2020,114755,10839
12/19/2020,126391,11636
12/2/2020,137896,11505
12/20/2020,147846,9950
12/21/2020,154288,6442
12/22/2020,157052,2764
12/23/2020,163960,6908
12/24/2020,176302,12342
12/25/2020,189977,13675
12/26/2020,204362,14385
12/27/2020,221775,17413
12/28/2020,235750,13975
12/29/2020,242954,7204
12/3/2020,254654,11700
12/30/2020,271623,16969
12/31/2020,287510,15887
12/4/2020,301870,14360
12/7/2020,319327,17457
12/8/2020,330761,11434
12/9/2020,334306,3545
2/1/2021,344392,10086
2/10/2021,359102,14710
2/11/2021,373555,14453
2/12/2021,390442,16887
2/13/2021,405737,15295
2/14/2021,420273,14536
2/15/2021,422818,2545
2/16/2021,434255,11437
2/17/2021,452407,18152
2/18/2021,469141,16734
2/19/2021,486461,17320
2/2/2021,513385,26924
2/20/2021,533164,19779
2/21/2021,537117,3953
2/22/2021,546803,9686
2/23/2021,565047,18244
2/24/2021,584725,19678
2/25/2021,604925,20200
2/26/2021,625821,20896
2/27/2021,642181,16360
2/28/2021,645362,3181
2/3/2021,655116,9754
2/4/2021,674708,19592
2/5/2021,696314,21606
2/6/2021,716311,19997
2/7/2021,743192,26881
2/8/2021,762561,19369
2/9/2021,766913,4352
3/1/2021,783207,16294
3/10/2021,800775,17568
3/11/2021,819432,18657
3/12/2021,838783,19351
3/13/2021,859121,20338
3/14/2021,874029,14908
3/15/2021,878922,4893
3/16/2021,896220,17298
3/17/2021,916165,19945
3/18/2021,939298,23133
3/19/2021,963210,23912
3/2/2021,993091,29881
3/20/2021,1011016,17925
3/21/2021,1018340,7324
3/22/2021,1036601,18261
3/23/2021,1057286,20685
3/24/2021,1081237,23951
3/25/2021,1105418,24181
3/26/2021,1127399,21981
3/27/2021,1146329,18930
3/28/2021,1155557,9228
3/29/2021,1172983,17426
3/3/2021,1191677,18694
3/30/2021,1214224,22547
3/31/2021,1238949,24725
3/4/2021,1262044,23095
3/5/2021,1279287,17243
3/6/2021,1288106,8819
3/7/2021,1309138,21032
3/8/2021,1331514,22376
3/9/2021,1359106,27592
4/1/2021,1389570,30464
4/10/2021,1414213,24643
4/11/2021,1428519,14306
4/12/2021,1435247,6728
4/13/2021,1460025,24778
4/14/2021,1488699,28674
4/15/2021,1521514,32815
4/16/2021,1556196,34682
4/17/2021,1585570,29374
4/18/2021,1604860,19290
4/19/2021,1615025,10165
4/2/2021,1636719,21694
4/20/2021,1656863,20144
4/21/2021,1679193,22330
4/22/2021,1703156,23963
4/23/2021,1726439,23283
4/24/2021,1742602,16163
4/25/2021,1751212,8610
4/26/2021,1771895,20683
4/27/2021,1793021,21126
4/28/2021,1819102,26081
4/29/2021,1844629,25527
4/3/2021,1867215,22586
4/30/2021,1881641,14426
4/4/2021,1889649,8008
4/5/2021,1909712,20063
4/6/2021,1930302,20590
4/7/2021,1952913,22611
4/8/2021,1973223,20310
4/9/2021,1996026,22803
5/1/2021,2010372,14346
5/10/2021,2018276,7904
5/11/2021,2033398,15122
5/12/2021,2052175,18777
5/13/2021,2069750,17575
5/14/2021,2087748,17998
5/15/2021,2106237,18489
5/16/2021,2119091,12854
5/17/2021,2124031,4940
5/18/2021,2137938,13907
5/19/2021,2152901,14963
5/2/2021,2169837,16936
5/20/2021,2190397,20560
5/21/2021,2210016,19619
5/22/2021,2224275,14259
5/23/2021,2233262,8987
5/24/2021,2251118,17856
5/25/2021,2267738,16620
5/26/2021,2289828,22090
5/27/2021,2307535,17707
5/28/2021,2327077,19542
5/29/2021,2341701,14624
5/3/2021,2348755,7054
5/30/2021,2363092,14337
5/31/2021,2376056,12964
5/4/2021,2388691,12635
5/5/2021,2400962,12271
5/6/2021,2414150,13188
5/7/2021,2422096,7946
5/8/2021,2427056,4960
5/9/2021,2429628,2572
6/1/2021,2442362,12734
6/10/2021,2452983,10621
6/11/2021,2465979,12996
6/12/2021,2480106,14127
6/13/2021,2490538,10432
6/14/2021,2496895,6357
6/15/2021,2508767,11872
6/16/2021,2519791,11024
6/17/2021,2530017,10226
6/18/2021,2542199,12182
6/19/2021,2558080,15881
6/2/2021,2568726,10646
6/20/2021,2573743,5017
6/21/2021,2584629,10886
6/22/2021,2594729,10100
6/23/2021,2604152,9423
6/24/2021,2613165,9013
6/25/2021,2624576,11411
6/26/2021,2631134,6558
6/27/2021,2634909,3775
6/28/2021,2641840,6931
6/29/2021,2649770,7930
6/3/2021,2657420,7650
6/30/2021,2664729,7309
6/4/2021,2674130,9401
6/5/2021,2680670,6540
6/6/2021,2683285,2615
6/7/2021,2688877,5592
6/8/2021,2696229,7352
6/9/2021,2702782,6553
7/1/2021,2709152,6370
7/10/2021,2715856,6704
7/11/2021,2719792,3936
7/12/2021,2720629,837
7/13/2021,2725377,4748
7/14/2021,2732120,6743
7/15/2021,2738934,6814
7/16/2021,2745449,6515
7/17/2021,2755627,10178
7/18/2021,2761139,5512
7/19/2021,2763934,2795
7/2/2021,2769414,5480
7/20/2021,2774935,5521
7/21/2021,2780053,5118
7/22/2021,2785008,4955
7/23/2021,2791851,6843
7/24/2021,2796541,4690
7/25/2021,2799275,2734
7/26/2021,2805750,6475
7/27/2021,2812386,6636
7/28/2021,2818846,6460
7/29/2021,2825409,6563
7/3/2021,2834462,9053
7/30/2021,2840115,5653
7/31/2021,2843774,3659
7/4/2021,2850935,7161
7/5/2021,2859549,8614
7/6/2021,2866721,7172
7/7/2021,2873994,7273
7/8/2021,2886428,12434
7/9/2021,2895424,8996
8/1/2021,2899008,3584
8/10/2021,2906708,7700
8/11/2021,2915185,8477
8/12/2021,2924089,8904
8/13/2021,2931087,6998
8/14/2021,2942989,11902
8/15/2021,2949995,7006
8/16/2021,2954193,4198
8/17/2021,2962440,8247
8/18/2021,2971001,8561
8/19/2021,2979855,8854
8/2/2021,2987623,7768
8/20/2021,2999809,12186
8/21/2021,3007500,7691
8/22/2021,3012572,5072
8/23/2021,3023166,10594
8/24/2021,3033024,9858
8/25/2021,3042542,9518
8/26/2021,3050701,8159
8/27/2021,3062937,12236
8/28/2021,3070629,7692
8/29/2021,3076074,5445
8/3/2021,3086157,10083
