Category,value
tests,555325
Yuma,10903
Yavapai,14327
Santa Cruz,2153
Pinal,35603
Pima,55088
Navajo,4591
Mohave,12661
Maricopa,386299
La Paz,1599
Greenlee,210
Graham,1160
Gila,6181
Coconino,6855
Cochise,6474
Apache,1271
Unknown,473
65 years and older,129002
55 - 64 years,104197
45 - 54 years,97881
20 - 44 years,194754
Less than 20 years,29018
positive,0.2070535272137937
