Category,value
tests,15481804
day,
pos,
est_pos,
total_pos,
APACHE,88238
COCHISE,188426
COCONINO,402046
GILA,106307
GRAHAM,34985
GREENLEE,3823
LA PAZ,29773
MARICOPA,9349678
MOHAVE,328282
NAVAJO,202640
PIMA,2453540
PINAL,999632
SANTA CRUZ,85396
YAVAPAI,331914
YUMA,339630
0_5,
Less than 20 years,2760908
20 - 44 years,6512892
45 - 54 years,2015396
55 - 64 years,1875126
65 years and older,2265411
Unknown,52071
positive,0.0996846362348987
