date,Graham_cume,Graham
2020-12-17,80,
2020-12-18,147,67
2020-12-20,148,1
2020-12-21,195,47
2020-12-22,241,46
2020-12-23,372,131
2020-12-24,433,61
2020-12-26,443,10
2020-12-27,446,3
2020-12-28,601,155
2020-12-29,754,153
2020-12-30,873,119
2020-12-31,959,86
2021-01-01,969,10
2021-01-02,972,3
2021-01-04,1114,142
2021-01-05,1229,115
2021-01-06,1351,122
2021-01-07,1593,242
2021-01-08,1863,270
2021-01-09,1865,2
2021-01-11,2002,137
2021-01-12,2169,167
2021-01-13,2380,211
2021-01-14,2676,296
2021-01-15,3290,614
2021-01-16,3349,59
2021-01-17,3352,3
2021-01-18,3501,149
2021-01-19,3796,295
2021-01-20,4084,288
2021-01-21,4345,261
2021-01-22,4627,282
2021-01-23,4871,244
2021-01-24,4874,3
2021-01-25,5056,182
2021-01-26,5232,176
2021-01-27,5517,285
2021-01-28,5818,301
2021-01-29,6229,411
2021-01-30,6330,101
2021-01-31,6331,1
2021-02-01,6520,189
2021-02-02,6723,203
2021-02-03,6993,270
2021-02-04,7269,276
2021-02-05,7618,349
2021-02-06,7884,266
2021-02-07,7885,1
2021-02-08,8099,214
2021-02-09,8314,215
2021-02-10,8584,270
2021-02-11,8990,406
2021-02-12,9725,735
2021-02-13,9949,224
2021-02-14,9950,1
2021-02-15,10125,175
2021-02-16,10333,208
2021-02-17,10566,233
2021-02-18,10977,411
2021-02-19,11335,358
2021-02-20,11664,329
2021-02-21,11665,1
2021-02-22,11823,158
2021-02-23,12062,239
2021-02-24,12400,338
2021-02-25,12747,347
2021-02-26,13066,319
2021-02-27,13104,38
2021-02-28,13117,13
2021-03-01,13337,220
2021-03-02,13604,267
2021-03-03,13937,333
2021-03-04,14215,278
2021-03-05,14430,215
2021-03-06,14698,268
2021-03-07,14701,3
2021-03-08,14880,179
2021-03-09,15127,247
2021-03-10,15475,348
2021-03-11,15804,329
2021-03-12,16249,445
2021-03-13,16518,269
2021-03-14,16521,3
2021-03-15,16782,261
2021-03-16,16973,191
2021-03-17,17275,302
2021-03-18,17539,264
2021-03-19,17737,198
2021-03-20,17757,20
2021-03-21,17762,5
2021-03-22,17958,196
2021-03-23,18226,268
2021-03-24,18541,315
2021-03-25,18812,271
2021-03-26,19066,254
2021-03-27,19187,121
2021-03-28,19191,4
2021-03-29,19425,234
2021-03-30,19629,204
2021-03-31,19994,365
2021-04-01,20307,313
2021-04-02,20430,123
2021-04-03,20451,21
2021-04-04,20461,10
2021-04-05,20629,168
2021-04-06,20867,238
2021-04-07,21256,389
2021-04-08,21590,334
2021-04-09,21736,146
2021-04-10,21876,140
2021-04-11,21884,8
2021-04-12,21997,113
2021-04-13,22158,161
2021-04-14,22424,266
2021-04-15,22594,170
2021-04-16,22781,187
2021-04-17,22809,28
2021-04-18,22812,3
2021-04-19,22926,114
2021-04-20,23131,205
2021-04-21,23386,255
2021-04-22,23627,241
2021-04-23,23811,184
2021-04-24,23924,113
2021-04-25,23929,5
2021-04-26,24093,164
2021-04-27,24260,167
2021-04-28,24461,201
2021-04-29,24701,240
2021-04-30,24774,73
2021-05-01,24802,28
2021-05-02,24807,5
2021-05-03,24878,71
2021-05-04,25007,129
2021-05-05,25239,232
2021-05-06,25451,212
2021-05-07,25528,77
2021-05-08,25579,51
2021-05-09,25580,1
2021-05-10,25624,44
2021-05-11,25701,77
2021-05-12,25864,163
2021-05-13,26020,156
2021-05-14,26140,120
2021-05-15,26162,22
2021-05-16,26168,6
2021-05-17,26259,91
2021-05-18,26349,90
2021-05-19,26509,160
2021-05-20,26658,149
2021-05-21,26768,110
2021-05-22,26831,63
2021-05-23,26835,4
2021-05-24,26902,67
2021-05-25,26985,83
2021-05-26,27050,65
2021-05-27,27143,93
2021-05-28,27230,87
2021-05-29,27239,9
2021-05-30,27243,4
2021-05-31,27251,8
2021-06-01,27334,83
2021-06-02,27416,82
2021-06-03,27489,73
2021-06-04,27580,91
2021-06-05,27597,17
2021-06-06,27607,10
2021-06-07,27643,36
2021-06-08,27698,55
2021-06-09,27733,35
2021-06-10,27867,134
2021-06-11,27910,43
2021-06-12,27945,35
2021-06-13,27948,3
2021-06-14,28027,79
2021-06-15,28082,55
2021-06-16,28129,47
2021-06-17,28190,61
2021-06-18,28265,75
2021-06-19,28283,18
2021-06-20,28290,7
2021-06-21,28332,42
2021-06-22,28378,46
2021-06-23,28410,32
2021-06-24,28457,47
2021-06-25,28523,66
2021-06-26,28537,14
2021-06-27,28539,2
2021-06-28,28598,59
2021-06-29,28648,50
2021-06-30,28722,74
2021-07-01,28771,49
2021-07-02,28813,42
2021-07-03,28836,23
2021-07-05,28864,28
2021-07-06,28899,35
2021-07-07,28956,57
2021-07-08,29034,78
2021-07-09,29091,57
2021-07-10,29116,25
2021-07-11,29122,6
2021-07-12,29168,46
2021-07-13,29213,45
2021-07-14,29273,60
2021-07-15,29335,62
2021-07-16,29397,62
2021-07-17,29413,16
2021-07-18,29421,8
2021-07-19,29491,70
2021-07-20,29561,70
2021-07-21,29638,77
2021-07-22,29743,105
2021-07-23,29859,116
2021-07-24,29904,45
2021-07-25,29910,6
2021-07-26,30039,129
2021-07-27,30140,101
2021-07-28,30227,87
2021-07-29,30325,98
2021-07-30,30423,98
2021-07-31,30463,40
2021-08-01,30476,13
2021-08-02,30550,74
2021-08-03,30608,58
2021-08-04,30745,137
2021-08-05,30848,103
2021-08-06,30955,107
2021-08-07,30981,26
2021-08-08,30992,11
2021-08-09,31086,94
2021-08-10,31148,62
2021-08-11,31248,100
2021-08-12,31395,147
2021-08-13,31554,159
2021-08-14,31577,23
2021-08-15,31588,11
2021-08-16,31695,107
2021-08-17,31828,133
2021-08-18,31951,123
2021-08-19,32131,180
2021-08-20,32350,219
2021-08-21,32546,196
2021-08-22,32561,15
2021-08-23,32750,189
2021-08-24,32895,145
2021-08-25,33080,185
2021-08-26,33291,211
2021-08-27,33536,245
2021-08-28,33580,44
2021-08-29,33643,63
2021-08-30,33816,173
2021-08-31,33922,106
2021-09-01,34029,107
2021-09-02,34162,133
2021-09-03,34325,163
2021-09-04,34359,34
2021-09-05,34368,9
2021-09-06,34382,14
2021-09-07,34459,77
2021-09-08,34567,108
2021-09-09,34705,138
2021-09-10,34865,160
2021-09-11,34929,64
2021-09-12,34948,19
2021-09-13,35045,97
2021-09-14,35150,105
2021-09-15,35234,84
2021-09-16,35352,118
2021-09-17,35494,142
2021-09-18,35563,69
2021-09-19,35569,6
2021-09-20,35652,83
2021-09-21,35711,59
2021-09-22,35813,102
2021-09-23,35960,147
2021-09-24,36063,103
2021-09-25,36089,26
2021-09-26,36094,5
2021-09-27,36152,58
2021-09-28,36208,56
2021-09-29,36293,85
2021-09-30,36414,121
2021-10-01,36495,81
2021-10-02,36516,21
2021-10-03,36524,8
2021-10-04,36573,49
2021-10-05,36632,59
2021-10-06,36682,50
2021-10-07,36773,91
2021-10-08,36843,70
2021-10-09,36873,30
2021-10-10,36885,12
2021-10-11,36943,58
2021-10-12,37005,62
2021-10-13,37070,65
2021-10-14,37150,80
2021-10-15,37220,70
2021-10-16,37259,39
2021-10-17,37265,6
2021-10-18,37307,42
2021-10-19,37343,36
2021-10-20,37390,47
2021-10-21,37473,83
2021-10-22,37548,75
2021-10-23,37590,42
2021-10-24,37602,12
2021-10-25,37672,70
2021-10-26,37745,73
2021-10-27,37816,71
2021-10-28,37987,171
2021-10-29,38097,110
2021-10-30,38224,127
2021-10-31,38236,12
2021-11-01,38360,124
2021-11-02,38436,76
2021-11-03,38564,128
2021-11-04,38736,172
2021-11-05,38899,163
2021-11-06,38925,26
2021-11-07,38940,15
2021-11-08,39072,132
2021-11-09,39186,114
2021-11-10,39274,88
2021-11-11,39380,106
2021-11-12,39514,134
2021-11-13,39615,101
2021-11-14,39622,7
2021-11-15,39752,130
2021-11-16,39843,91
2021-11-17,39937,94
2021-11-18,40189,252
2021-11-19,40379,190
2021-11-20,40417,38
2021-11-21,40445,28
2021-11-22,40626,181
2021-11-23,40710,84
2021-11-24,40801,91
2021-11-26,40857,56
2021-11-27,40881,24
2021-11-28,40890,9
2021-11-29,41036,146
2021-11-30,41221,185
2021-12-01,41403,182
2021-12-02,41631,228
2021-12-03,41918,287
2021-12-04,42026,108
2021-12-05,42041,15
2021-12-06,42204,163
2021-12-07,42312,108
2021-12-08,42385,73
2021-12-09,42587,202
2021-12-10,42772,185
2021-12-11,42799,27
2021-12-12,42819,20
2021-12-13,42965,146
2021-12-14,43065,100
2021-12-15,43111,46
2021-12-16,43265,154
2021-12-17,43390,125
2021-12-18,43417,27
2021-12-19,43428,11
2021-12-20,43569,141
2021-12-21,43630,61
2021-12-22,43720,90
2021-12-23,43746,26
2021-12-24,43751,5
