date,pcr_tests_GILA,pcr_pos_tests_GILA,pcr_positivity_GILA,ser_tests_GILA,ser_pos_tests_GILA,ser_positivity_GILA
2021-01-08 00:00:00,20,7,0.35,,,
2021-01-07 00:00:00,109,14,0.1284403669724771,11.0,3.0,0.2727272727272727
2021-01-06 00:00:00,135,32,0.2370370370370371,5.0,0.0,0
2021-01-05 00:00:00,162,34,0.2098765432098765,4.0,2.0,0.5
2021-01-04 00:00:00,165,32,0.193939393939394,6.0,2.0,0.3333333333333333
2021-01-03 00:00:00,58,14,0.2413793103448276,1.0,0.0,0
2021-01-02 00:00:00,70,19,0.2714285714285714,1.0,1.0,1
2021-01-01 00:00:00,117,29,0.2478632478632479,,,
2020-12-31 00:00:00,91,22,0.2417582417582418,3.0,0.0,0
2020-12-30 00:00:00,95,29,0.3052631578947369,1.0,0.0,0
2020-12-29 00:00:00,88,20,0.2272727272727273,5.0,0.0,0
2020-12-28 00:00:00,187,39,0.2085561497326203,3.0,1.0,0.3333333333333333
2020-12-27 00:00:00,52,13,0.25,3.0,0.0,0
2020-12-26 00:00:00,69,8,0.1159420289855073,,,
2020-12-25 00:00:00,15,3,0.2,,,
2020-12-24 00:00:00,53,13,0.2452830188679246,1.0,0.0,0
2020-12-23 00:00:00,135,28,0.2074074074074074,3.0,2.0,0.6666666666666666
2020-12-22 00:00:00,128,32,0.25,3.0,1.0,0.3333333333333333
2020-12-21 00:00:00,152,33,0.2171052631578948,2.0,0.0,0
2020-12-20 00:00:00,49,9,0.1836734693877551,1.0,1.0,1
2020-12-19 00:00:00,60,15,0.25,1.0,0.0,0
2020-12-18 00:00:00,139,15,0.1079136690647482,3.0,0.0,0
2020-12-17 00:00:00,156,27,0.1730769230769231,11.0,1.0,0.0909090909090909
2020-12-16 00:00:00,134,24,0.1791044776119403,4.0,1.0,0.25
2020-12-15 00:00:00,109,6,0.055045871559633,3.0,0.0,0
2020-12-14 00:00:00,234,29,0.1239316239316239,1.0,0.0,0
2020-12-13 00:00:00,54,8,0.1481481481481482,,,
2020-12-12 00:00:00,45,5,0.1111111111111111,,,
2020-12-11 00:00:00,98,21,0.2142857142857143,3.0,0.0,0
2020-12-10 00:00:00,324,32,0.0987654320987654,3.0,1.0,0.3333333333333333
2020-12-09 00:00:00,137,14,0.1021897810218978,,,
2020-12-08 00:00:00,159,25,0.1572327044025157,8.0,1.0,0.125
2020-12-07 00:00:00,308,31,0.1006493506493507,26.0,3.0,0.1153846153846154
2020-12-06 00:00:00,43,8,0.186046511627907,,,
2020-12-05 00:00:00,41,7,0.1707317073170732,,,
2020-12-04 00:00:00,203,37,0.1822660098522168,4.0,1.0,0.25
2020-12-03 00:00:00,137,19,0.1386861313868613,10.0,0.0,0
2020-12-02 00:00:00,139,15,0.1079136690647482,10.0,0.0,0
2020-12-01 00:00:00,127,29,0.2283464566929134,15.0,0.0,0
2020-11-30 00:00:00,135,16,0.1185185185185185,15.0,0.0,0
2020-11-29 00:00:00,53,12,0.2264150943396227,3.0,0.0,0
2020-11-28 00:00:00,52,12,0.2307692307692308,6.0,1.0,0.1666666666666667
2020-11-27 00:00:00,70,16,0.2285714285714286,7.0,1.0,0.1428571428571429
2020-11-26 00:00:00,15,0,0,1.0,0.0,0
2020-11-25 00:00:00,96,16,0.1666666666666667,13.0,1.0,0.0769230769230769
2020-11-24 00:00:00,108,16,0.1481481481481482,13.0,1.0,0.0769230769230769
2020-11-23 00:00:00,162,14,0.0864197530864198,9.0,1.0,0.1111111111111111
2020-11-22 00:00:00,50,8,0.16,3.0,0.0,0
2020-11-21 00:00:00,47,6,0.1276595744680851,3.0,0.0,0
2020-11-20 00:00:00,425,13,0.0305882352941177,8.0,0.0,0
2020-11-19 00:00:00,168,9,0.0535714285714286,8.0,1.0,0.125
2020-11-18 00:00:00,178,15,0.0842696629213483,13.0,2.0,0.1538461538461539
2020-11-17 00:00:00,141,11,0.0780141843971631,8.0,1.0,0.125
2020-11-16 00:00:00,217,21,0.0967741935483871,5.0,0.0,0
2020-11-15 00:00:00,42,4,0.0952380952380952,7.0,2.0,0.2857142857142857
2020-11-14 00:00:00,70,6,0.0857142857142857,5.0,0.0,0
2020-11-13 00:00:00,134,11,0.082089552238806,13.0,0.0,0
2020-11-12 00:00:00,90,9,0.1,10.0,0.0,0
2020-11-11 00:00:00,70,20,0.2857142857142857,33.0,0.0,0
2020-11-10 00:00:00,92,14,0.1521739130434783,43.0,1.0,0.0232558139534884
2020-11-09 00:00:00,132,18,0.1363636363636364,10.0,0.0,0
2020-11-08 00:00:00,64,4,0.0625,7.0,0.0,0
2020-11-07 00:00:00,51,12,0.2352941176470588,7.0,0.0,0
2020-11-06 00:00:00,71,14,0.1971830985915493,14.0,1.0,0.0714285714285714
2020-11-05 00:00:00,194,31,0.1597938144329897,28.0,2.0,0.0714285714285714
2020-11-04 00:00:00,105,8,0.0761904761904762,5.0,1.0,0.2
2020-11-03 00:00:00,104,11,0.1057692307692308,11.0,1.0,0.0909090909090909
2020-11-02 00:00:00,138,22,0.1594202898550725,10.0,1.0,0.1
2020-11-01 00:00:00,32,4,0.125,2.0,0.0,0
2020-10-31 00:00:00,36,11,0.3055555555555556,3.0,0.0,0
2020-10-30 00:00:00,60,4,0.0666666666666667,16.0,0.0,0
2020-10-29 00:00:00,105,9,0.0857142857142857,14.0,0.0,0
2020-10-28 00:00:00,78,10,0.1282051282051282,8.0,0.0,0
2020-10-27 00:00:00,72,8,0.1111111111111111,12.0,1.0,0.0833333333333333
2020-10-26 00:00:00,142,11,0.0774647887323944,118.0,5.0,0.0423728813559322
2020-10-25 00:00:00,36,6,0.1666666666666667,5.0,0.0,0
2020-10-24 00:00:00,39,4,0.1025641025641026,4.0,1.0,0.25
2020-10-23 00:00:00,87,4,0.0459770114942529,11.0,0.0,0
2020-10-22 00:00:00,109,16,0.1467889908256881,14.0,2.0,0.1428571428571429
2020-10-21 00:00:00,71,8,0.1126760563380282,5.0,0.0,0
2020-10-20 00:00:00,101,13,0.1287128712871287,11.0,1.0,0.0909090909090909
2020-10-19 00:00:00,163,12,0.0736196319018405,26.0,1.0,0.0384615384615385
2020-10-18 00:00:00,83,19,0.2289156626506024,5.0,0.0,0
2020-10-17 00:00:00,40,2,0.05,8.0,0.0,0
2020-10-16 00:00:00,118,18,0.152542372881356,18.0,0.0,0
2020-10-15 00:00:00,86,7,0.0813953488372093,13.0,1.0,0.0769230769230769
2020-10-14 00:00:00,122,25,0.2049180327868853,5.0,0.0,0
2020-10-13 00:00:00,157,28,0.178343949044586,10.0,1.0,0.1
2020-10-12 00:00:00,149,16,0.1073825503355705,23.0,2.0,0.0869565217391304
2020-10-11 00:00:00,33,5,0.1515151515151515,4.0,1.0,0.25
2020-10-10 00:00:00,37,10,0.2702702702702703,3.0,0.0,0
2020-10-09 00:00:00,92,10,0.108695652173913,12.0,0.0,0
2020-10-08 00:00:00,97,13,0.134020618556701,9.0,0.0,0
2020-10-07 00:00:00,91,11,0.1208791208791209,3.0,0.0,0
2020-10-06 00:00:00,85,3,0.0352941176470588,11.0,0.0,0
2020-10-05 00:00:00,142,10,0.0704225352112676,17.0,0.0,0
2020-10-04 00:00:00,31,0,0,4.0,0.0,0
2020-10-03 00:00:00,35,1,0.0285714285714286,4.0,1.0,0.25
2020-10-02 00:00:00,103,10,0.0970873786407767,18.0,1.0,0.0555555555555556
2020-10-01 00:00:00,90,8,0.0888888888888889,17.0,1.0,0.0588235294117647
2020-09-30 00:00:00,61,10,0.1639344262295082,4.0,2.0,0.5
2020-09-29 00:00:00,110,17,0.1545454545454546,16.0,1.0,0.0625
2020-09-28 00:00:00,92,11,0.1195652173913044,13.0,0.0,0
2020-09-27 00:00:00,33,9,0.2727272727272727,3.0,0.0,0
2020-09-26 00:00:00,49,13,0.2653061224489796,15.0,0.0,0
2020-09-25 00:00:00,62,9,0.1451612903225807,11.0,0.0,0
2020-09-24 00:00:00,72,2,0.0277777777777778,14.0,2.0,0.1428571428571429
2020-09-23 00:00:00,53,1,0.0188679245283019,3.0,0.0,0
2020-09-22 00:00:00,106,8,0.0754716981132076,11.0,1.0,0.0909090909090909
2020-09-21 00:00:00,101,5,0.0495049504950495,16.0,3.0,0.1875
2020-09-20 00:00:00,36,5,0.1388888888888889,3.0,0.0,0
2020-09-19 00:00:00,35,9,0.2571428571428571,3.0,0.0,0
2020-09-18 00:00:00,64,3,0.046875,14.0,0.0,0
2020-09-17 00:00:00,102,1,0.0098039215686275,11.0,0.0,0
2020-09-16 00:00:00,76,4,0.0526315789473684,6.0,2.0,0.3333333333333333
2020-09-15 00:00:00,53,2,0.0377358490566038,20.0,0.0,0
2020-09-14 00:00:00,83,2,0.0240963855421687,23.0,5.0,0.2173913043478261
2020-09-13 00:00:00,26,1,0.0384615384615385,3.0,0.0,0
2020-09-12 00:00:00,25,3,0.12,6.0,0.0,0
2020-09-11 00:00:00,32,1,0.03125,17.0,2.0,0.1176470588235294
2020-09-10 00:00:00,58,2,0.0344827586206897,7.0,1.0,0.1428571428571429
2020-09-09 00:00:00,68,5,0.0735294117647059,13.0,0.0,0
2020-09-08 00:00:00,62,2,0.032258064516129,19.0,0.0,0
2020-09-07 00:00:00,42,2,0.0476190476190476,2.0,0.0,0
2020-09-06 00:00:00,55,7,0.1272727272727273,5.0,0.0,0
2020-09-05 00:00:00,21,4,0.1904761904761905,3.0,0.0,0
2020-09-04 00:00:00,62,2,0.032258064516129,12.0,2.0,0.1666666666666667
2020-09-03 00:00:00,31,1,0.032258064516129,4.0,1.0,0.25
2020-09-02 00:00:00,61,2,0.0327868852459016,6.0,2.0,0.3333333333333333
2020-09-01 00:00:00,54,7,0.1296296296296296,19.0,2.0,0.1052631578947368
2020-08-31 00:00:00,53,3,0.0566037735849057,18.0,1.0,0.0555555555555556
2020-08-30 00:00:00,17,1,0.0588235294117647,4.0,0.0,0
2020-08-29 00:00:00,13,1,0.0769230769230769,2.0,0.0,0
2020-08-28 00:00:00,42,3,0.0714285714285714,21.0,1.0,0.0476190476190476
2020-08-27 00:00:00,32,0,0,9.0,1.0,0.1111111111111111
2020-08-26 00:00:00,49,2,0.0408163265306122,6.0,1.0,0.1666666666666667
2020-08-25 00:00:00,56,0,0,9.0,1.0,0.1111111111111111
2020-08-24 00:00:00,68,3,0.0441176470588235,23.0,1.0,0.0434782608695652
2020-08-23 00:00:00,38,4,0.1052631578947368,5.0,0.0,0
2020-08-22 00:00:00,41,2,0.0487804878048781,4.0,1.0,0.25
2020-08-21 00:00:00,51,5,0.0980392156862745,15.0,0.0,0
2020-08-20 00:00:00,55,5,0.0909090909090909,10.0,2.0,0.2
2020-08-19 00:00:00,71,3,0.0422535211267606,,,
2020-08-18 00:00:00,79,3,0.0379746835443038,19.0,1.0,0.0526315789473684
2020-08-17 00:00:00,89,11,0.1235955056179775,14.0,0.0,0
2020-08-16 00:00:00,31,3,0.0967741935483871,3.0,0.0,0
2020-08-15 00:00:00,20,2,0.1,9.0,1.0,0.1111111111111111
2020-08-14 00:00:00,82,7,0.0853658536585366,15.0,1.0,0.0666666666666667
2020-08-13 00:00:00,38,6,0.1578947368421053,6.0,1.0,0.1666666666666667
2020-08-12 00:00:00,74,13,0.1756756756756757,2.0,0.0,0
2020-08-11 00:00:00,67,2,0.0298507462686567,24.0,2.0,0.0833333333333333
2020-08-10 00:00:00,88,11,0.125,17.0,1.0,0.0588235294117647
2020-08-09 00:00:00,23,0,0,7.0,0.0,0
2020-08-08 00:00:00,40,2,0.05,13.0,0.0,0
2020-08-07 00:00:00,74,9,0.1216216216216216,11.0,1.0,0.0909090909090909
2020-08-06 00:00:00,51,1,0.0196078431372549,4.0,1.0,0.25
2020-08-05 00:00:00,90,9,0.1,6.0,1.0,0.1666666666666667
2020-08-04 00:00:00,78,14,0.1794871794871795,16.0,0.0,0
2020-08-03 00:00:00,116,2,0.0172413793103448,12.0,0.0,0
2020-08-02 00:00:00,21,4,0.1904761904761905,5.0,0.0,0
2020-08-01 00:00:00,31,3,0.0967741935483871,15.0,0.0,0
2020-07-31 00:00:00,126,5,0.0396825396825397,14.0,0.0,0
2020-07-30 00:00:00,94,13,0.1382978723404255,10.0,3.0,0.3
2020-07-29 00:00:00,86,14,0.1627906976744186,10.0,0.0,0
2020-07-28 00:00:00,108,26,0.2407407407407408,13.0,0.0,0
2020-07-27 00:00:00,98,13,0.1326530612244898,22.0,1.0,0.0454545454545455
2020-07-26 00:00:00,50,7,0.14,5.0,0.0,0
2020-07-25 00:00:00,43,5,0.1162790697674419,5.0,0.0,0
2020-07-24 00:00:00,73,19,0.2602739726027397,17.0,0.0,0
2020-07-23 00:00:00,61,15,0.2459016393442623,11.0,1.0,0.0909090909090909
2020-07-22 00:00:00,73,15,0.2054794520547945,6.0,1.0,0.1666666666666667
2020-07-21 00:00:00,128,13,0.1015625,24.0,3.0,0.125
2020-07-20 00:00:00,166,28,0.1686746987951807,22.0,2.0,0.0909090909090909
2020-07-19 00:00:00,40,13,0.325,5.0,0.0,0
2020-07-18 00:00:00,36,6,0.1666666666666667,9.0,0.0,0
2020-07-17 00:00:00,139,15,0.1079136690647482,16.0,1.0,0.0625
2020-07-16 00:00:00,122,20,0.1639344262295082,8.0,0.0,0
2020-07-15 00:00:00,168,16,0.0952380952380952,14.0,2.0,0.1428571428571429
2020-07-14 00:00:00,127,17,0.1338582677165355,17.0,2.0,0.1176470588235294
2020-07-13 00:00:00,106,17,0.160377358490566,18.0,0.0,0
2020-07-12 00:00:00,26,3,0.1153846153846154,6.0,0.0,0
2020-07-11 00:00:00,33,1,0.0303030303030303,15.0,0.0,0
2020-07-10 00:00:00,86,8,0.0930232558139535,16.0,0.0,0
2020-07-09 00:00:00,105,15,0.1428571428571429,10.0,1.0,0.1
2020-07-08 00:00:00,87,10,0.1149425287356322,13.0,0.0,0
2020-07-07 00:00:00,168,12,0.0714285714285714,24.0,0.0,0
2020-07-06 00:00:00,144,19,0.1319444444444445,17.0,0.0,0
2020-07-05 00:00:00,42,6,0.1428571428571429,8.0,0.0,0
2020-07-04 00:00:00,65,10,0.1538461538461539,20.0,0.0,0
