date,Pinal_cume,Pinal
1/1/2021,1,
1/10/2021,2,1
1/11/2021,4,2
1/12/2021,10,6
1/13/2021,14,4
1/14/2021,15,1
1/15/2021,16,1
1/16/2021,45,29
1/17/2021,142,97
1/18/2021,376,234
1/19/2021,413,37
1/2/2021,574,161
1/20/2021,575,1
1/21/2021,920,345
1/22/2021,1458,538
1/23/2021,2197,739
1/24/2021,2870,673
1/25/2021,2890,20
1/26/2021,3189,299
1/27/2021,3219,30
1/28/2021,3788,569
1/29/2021,4486,698
1/3/2021,5181,695
1/30/2021,6065,884
1/31/2021,7021,956
1/4/2021,7996,975
1/5/2021,8018,22
1/6/2021,8467,449
1/7/2021,9086,619
1/8/2021,9889,803
1/9/2021,10872,983
12/1/2020,11774,902
12/16/2020,12847,1073
12/17/2020,12906,59
12/18/2020,13511,605
12/19/2020,14321,810
12/20/2020,15618,1297
12/21/2020,16915,1297
12/22/2020,18332,1417
12/23/2020,20289,1957
12/24/2020,20322,33
12/26/2020,21172,850
12/27/2020,22168,996
12/28/2020,23581,1413
12/29/2020,25165,1584
12/30/2020,26792,1627
12/31/2020,29321,2529
12/7/2020,29449,128
2/1/2021,30919,1470
2/10/2021,32568,1649
2/11/2021,34231,1663
2/12/2021,35953,1722
2/13/2021,37865,1912
2/14/2021,40191,2326
2/15/2021,40267,76
2/16/2021,41910,1643
2/17/2021,43438,1528
2/18/2021,45937,2499
2/19/2021,48668,2731
2/2/2021,51807,3139
2/20/2021,55184,3377
2/21/2021,55303,119
2/22/2021,56354,1051
2/23/2021,57913,1559
2/24/2021,59662,1749
2/25/2021,61504,1842
2/26/2021,62992,1488
2/27/2021,64662,1670
2/28/2021,64718,56
2/3/2021,65632,914
2/4/2021,66860,1228
2/5/2021,68704,1844
2/6/2021,71905,3201
2/7/2021,75103,3198
2/8/2021,78192,3089
2/9/2021,78549,357
3/1/2021,81149,2600
3/10/2021,84011,2862
3/11/2021,87584,3573
3/12/2021,91058,3474
3/13/2021,93729,2671
3/14/2021,96841,3112
3/15/2021,97199,358
3/16/2021,99628,2429
3/17/2021,102054,2426
3/18/2021,104885,2831
3/19/2021,108935,4050
3/2/2021,112300,3365
3/20/2021,114961,2661
3/21/2021,115335,374
3/22/2021,117548,2213
3/23/2021,120212,2664
3/24/2021,123131,2919
3/25/2021,126347,3216
3/26/2021,128885,2538
3/27/2021,129588,703
3/28/2021,130183,595
3/29/2021,132306,2123
3/3/2021,134825,2519
3/30/2021,138212,3387
3/31/2021,141507,3295
3/4/2021,145632,4125
3/5/2021,146871,1239
3/6/2021,148072,1201
3/7/2021,151120,3048
3/8/2021,154219,3099
3/9/2021,157854,3635
4/1/2021,161256,3402
4/10/2021,163158,1902
4/11/2021,165498,2340
4/12/2021,165992,494
4/13/2021,168408,2416
4/14/2021,171317,2909
4/15/2021,174785,3468
4/16/2021,177499,2714
4/17/2021,179668,2169
4/18/2021,180924,1256
4/19/2021,181392,468
4/2/2021,183773,2381
4/20/2021,185822,2049
4/21/2021,188592,2770
4/22/2021,191380,2788
4/23/2021,194468,3088
4/24/2021,195492,1024
4/25/2021,196196,704
4/26/2021,198425,2229
4/27/2021,201372,2947
4/28/2021,204983,3611
4/29/2021,207365,2382
4/3/2021,209085,1720
4/30/2021,210629,1544
4/4/2021,211741,1112
4/5/2021,213794,2053
4/6/2021,216091,2297
4/7/2021,218495,2404
4/8/2021,220032,1537
4/9/2021,221537,1505
5/1/2021,222236,699
5/10/2021,222721,485
5/11/2021,224115,1394
5/12/2021,225925,1810
5/13/2021,228074,2149
5/14/2021,229887,1813
5/15/2021,231347,1460
5/16/2021,232568,1221
5/17/2021,233046,478
5/18/2021,234308,1262
5/19/2021,235704,1396
5/2/2021,238398,2694
5/20/2021,240121,1723
5/21/2021,242210,2089
5/22/2021,243233,1023
5/23/2021,243848,615
5/24/2021,245480,1632
5/25/2021,247058,1578
5/26/2021,248781,1723
5/27/2021,250567,1786
5/28/2021,251773,1206
5/29/2021,252638,865
5/3/2021,253041,403
5/30/2021,253985,944
5/31/2021,255129,1144
5/4/2021,256416,1287
5/5/2021,257466,1050
5/6/2021,258680,1214
5/7/2021,259214,534
5/8/2021,259598,384
