date,Yuma_cume,Yuma
1/1/2021,5,
1/10/2021,6,1
1/11/2021,7,1
1/12/2021,8,1
1/13/2021,9,1
1/14/2021,11,2
1/15/2021,18,7
1/16/2021,44,26
1/17/2021,46,2
1/18/2021,48,2
1/19/2021,224,176
1/2/2021,922,698
1/20/2021,1678,756
1/21/2021,1916,238
1/22/2021,2020,104
1/23/2021,2021,1
1/24/2021,2450,429
1/25/2021,2810,360
1/26/2021,3242,432
1/27/2021,3335,93
1/28/2021,3362,27
1/29/2021,3365,3
1/3/2021,3366,1
1/30/2021,3586,220
1/31/2021,3916,330
1/4/2021,4402,486
1/5/2021,4630,228
1/6/2021,4951,321
1/7/2021,4965,14
1/8/2021,4980,15
1/9/2021,5658,678
12/1/2020,6339,681
12/10/2020,7091,752
12/12/2020,7275,184
12/16/2020,7467,192
12/17/2020,7468,1
12/19/2020,7469,1
12/20/2020,7506,37
12/21/2020,7897,391
12/22/2020,8471,574
12/23/2020,10260,1789
12/24/2020,11840,1580
12/26/2020,11984,144
12/27/2020,11998,14
12/28/2020,12432,434
12/29/2020,13285,853
12/3/2020,14687,1402
12/30/2020,16760,2073
12/31/2020,18831,2071
12/4/2020,20034,1203
12/8/2020,20047,13
2/1/2021,20927,880
2/10/2021,22005,1078
2/11/2021,23513,1508
2/12/2021,24523,1010
2/13/2021,25230,707
2/14/2021,25271,41
2/15/2021,25293,22
2/16/2021,25576,283
2/17/2021,26421,845
2/18/2021,28780,2359
2/19/2021,31254,2474
2/2/2021,33139,1885
2/20/2021,34009,870
2/21/2021,34012,3
2/22/2021,34128,116
2/23/2021,34387,259
2/24/2021,34716,329
2/25/2021,35342,626
2/26/2021,36198,856
2/27/2021,36576,378
2/28/2021,36585,9
2/3/2021,36628,43
2/4/2021,37829,1201
2/5/2021,40462,2633
2/6/2021,43627,3165
2/7/2021,46379,2752
2/8/2021,47223,844
2/9/2021,47572,349
3/1/2021,49476,1904
3/10/2021,50845,1369
3/11/2021,52121,1276
3/12/2021,55000,2879
3/13/2021,58640,3640
3/14/2021,58871,231
3/15/2021,59049,178
3/16/2021,60076,1027
3/17/2021,62254,2178
3/18/2021,64225,1971
3/19/2021,67645,3420
3/2/2021,70838,3193
3/20/2021,72475,1637
3/21/2021,72677,202
3/22/2021,73534,857
3/23/2021,75154,1620
3/24/2021,77261,2107
3/25/2021,81216,3955
3/26/2021,84383,3167
3/27/2021,85725,1342
3/28/2021,86074,349
3/29/2021,86624,550
3/3/2021,88137,1513
3/30/2021,90494,2357
3/31/2021,92827,2333
3/4/2021,95083,2256
3/5/2021,95690,607
3/6/2021,95943,253
3/7/2021,96559,616
3/8/2021,99396,2837
3/9/2021,102418,3022
4/1/2021,105351,2933
4/10/2021,107268,1917
4/11/2021,108030,762
4/12/2021,108724,694
4/13/2021,110156,1432
4/14/2021,112377,2221
4/15/2021,114828,2451
4/16/2021,117712,2884
4/17/2021,119754,2042
4/18/2021,120301,547
4/19/2021,120517,216
4/2/2021,121169,652
4/20/2021,122215,1046
4/21/2021,124892,2677
4/22/2021,127926,3034
4/23/2021,131047,3121
4/24/2021,131801,754
4/25/2021,132374,573
4/26/2021,133976,1602
4/27/2021,135963,1987
4/28/2021,137571,1608
4/29/2021,138972,1401
4/3/2021,140927,1955
4/30/2021,141254,327
4/4/2021,141445,191
4/5/2021,141994,549
4/6/2021,145129,3135
4/7/2021,147067,1938
4/8/2021,148877,1810
4/9/2021,150406,1529
5/1/2021,150648,242
5/10/2021,150829,181
