date,Maricopa_cume,Maricopa
1/1/2021,93,
1/10/2021,104,11
1/11/2021,110,6
1/12/2021,113,3
1/13/2021,118,5
1/14/2021,122,4
1/15/2021,127,5
1/16/2021,139,12
1/17/2021,144,5
1/18/2021,146,2
1/19/2021,150,4
1/2/2021,158,8
1/20/2021,179,21
1/21/2021,225,46
1/22/2021,1481,1256
1/23/2021,3146,1665
1/24/2021,4831,1685
1/25/2021,5814,983
1/26/2021,9091,3277
1/27/2021,13363,4272
1/28/2021,18188,4825
1/29/2021,19756,1568
1/3/2021,19759,3
1/30/2021,24886,5127
1/31/2021,27210,2324
1/4/2021,32519,5309
1/5/2021,40489,7970
1/6/2021,49313,8824
1/7/2021,53092,3779
1/8/2021,53978,886
1/9/2021,60238,6260
12/1/2020,62941,2703
12/10/2020,67649,4708
12/11/2020,72065,4416
12/12/2020,77116,5051
12/13/2020,82422,5306
12/14/2020,87019,4597
12/15/2020,91676,4657
12/16/2020,94416,2740
12/17/2020,103458,9042
12/18/2020,114280,10822
12/19/2020,125886,11606
12/2/2020,137364,11478
12/20/2020,147274,9910
12/21/2020,153699,6425
12/22/2020,156451,2752
12/23/2020,163324,6873
12/24/2020,175641,12317
12/25/2020,189268,13627
12/26/2020,203621,14353
12/27/2020,221003,17382
12/28/2020,234956,13953
12/29/2020,242150,7194
12/3/2020,253818,11668
12/30/2020,270761,16943
12/31/2020,286623,15862
12/4/2020,300947,14324
12/7/2020,318371,17424
12/8/2020,329783,11412
12/9/2020,333306,3523
2/1/2021,343056,9750
2/10/2021,357665,14609
2/11/2021,372066,14401
2/12/2021,388908,16842
2/13/2021,404149,15241
2/14/2021,418661,14512
2/15/2021,421186,2525
2/16/2021,432567,11381
2/17/2021,450677,18110
2/18/2021,467338,16661
2/19/2021,484614,17276
2/2/2021,511494,26880
2/20/2021,531250,19756
2/21/2021,535172,3922
2/22/2021,544759,9587
2/23/2021,562975,18216
2/24/2021,582597,19622
2/25/2021,602748,20151
2/26/2021,623600,20852
2/27/2021,639893,16293
2/28/2021,643026,3133
2/3/2021,652694,9668
2/4/2021,672245,19551
2/5/2021,693807,21562
2/6/2021,713749,19942
2/7/2021,740586,26837
2/8/2021,759924,19338
2/9/2021,764185,4261
3/1/2021,779997,15812
3/10/2021,797485,17488
3/11/2021,816061,18576
3/12/2021,835347,19286
3/13/2021,855636,20289
3/14/2021,870505,14869
3/15/2021,875368,4863
3/16/2021,892587,17219
3/17/2021,912457,19870
3/18/2021,935500,23043
3/19/2021,959349,23849
3/2/2021,989165,29816
3/20/2021,1007069,17904
3/21/2021,1014364,7295
3/22/2021,1032487,18123
3/23/2021,1053118,20631
3/24/2021,1076979,23861
3/25/2021,1101088,24109
3/26/2021,1122985,21897
3/27/2021,1141741,18756
3/28/2021,1150909,9168
3/29/2021,1168235,17326
3/3/2021,1186844,18609
3/30/2021,1209338,22494
3/31/2021,1233971,24633
3/4/2021,1256953,22982
3/5/2021,1274165,17212
3/6/2021,1282935,8770
3/7/2021,1303888,20953
3/8/2021,1326195,22307
3/9/2021,1353694,27499
4/1/2021,1383598,29904
4/10/2021,1408180,24582
4/11/2021,1422467,14287
4/12/2021,1429156,6689
4/13/2021,1453858,24702
4/14/2021,1482446,28588
4/15/2021,1515203,32757
4/16/2021,1549817,34614
4/17/2021,1579128,29311
4/18/2021,1598377,19249
4/19/2021,1608519,10142
4/2/2021,1630146,21627
4/20/2021,1650243,20097
4/21/2021,1672507,22264
4/22/2021,1696399,23892
4/23/2021,1719635,23236
4/24/2021,1735779,16144
4/25/2021,1744165,8386
4/26/2021,1764803,20638
4/27/2021,1785862,21059
4/28/2021,1811871,26009
4/29/2021,1837330,25459
4/3/2021,1859873,22543
4/30/2021,1874262,14389
4/4/2021,1882245,7983
4/5/2021,1902268,20023
4/6/2021,1922820,20552
4/7/2021,1945371,22551
4/8/2021,1965635,20264
4/9/2021,1988379,22744
5/1/2021,2002563,14184
5/10/2021,2010449,7886
5/11/2021,2025534,15085
5/12/2021,2044281,18747
5/13/2021,2061807,17526
5/14/2021,2079778,17971
5/15/2021,2098231,18453
5/16/2021,2111064,12833
5/17/2021,2115992,4928
5/18/2021,2129870,13878
5/19/2021,2144811,14941
5/2/2021,2161711,16900
5/20/2021,2182253,20542
5/21/2021,2201581,19328
5/22/2021,2215508,13927
5/23/2021,2224271,8763
5/24/2021,2242103,17832
5/25/2021,2258706,16603
5/26/2021,2280772,22066
5/27/2021,2298448,17676
5/28/2021,2317946,19498
5/29/2021,2332542,14596
5/3/2021,2339591,7049
5/30/2021,2353903,14312
5/31/2021,2366841,12938
5/4/2021,2379437,12596
5/5/2021,2391691,12254
5/6/2021,2404845,13154
5/7/2021,2412777,7932
5/8/2021,2417727,4950
5/9/2021,2420279,2552
6/1/2021,2432891,12612
6/10/2021,2443484,10593
6/11/2021,2456466,12982
6/12/2021,2470570,14104
6/13/2021,2480986,10416
6/14/2021,2487335,6349
6/15/2021,2499182,11847
6/16/2021,2510186,11004
6/17/2021,2520396,10210
6/18/2021,2532558,12162
6/19/2021,2548390,15832
6/2/2021,2558947,10557
6/20/2021,2563962,5015
6/21/2021,2574836,10874
6/22/2021,2584913,10077
6/23/2021,2594317,9404
6/24/2021,2603291,8974
6/25/2021,2614615,11324
6/26/2021,2621154,6539
6/27/2021,2624911,3757
6/28/2021,2631821,6910
6/29/2021,2639717,7896
6/3/2021,2647314,7597
6/30/2021,2654579,7265
6/4/2021,2663810,9231
6/5/2021,2670252,6442
6/6/2021,2672864,2612
6/7/2021,2678437,5573
6/8/2021,2685748,7311
6/9/2021,2692230,6482
7/1/2021,2698487,6257
7/10/2021,2705074,6587
7/11/2021,2709004,3930
7/12/2021,2709836,832
7/13/2021,2714575,4739
7/14/2021,2721299,6724
7/15/2021,2728034,6735
7/16/2021,2734442,6408
7/17/2021,2744312,9870
7/18/2021,2749756,5444
7/19/2021,2752543,2787
7/2/2021,2758002,5459
7/20/2021,2763443,5441
7/21/2021,2768462,5019
7/22/2021,2773315,4853
7/23/2021,2780114,6799
7/24/2021,2784780,4666
7/25/2021,2787511,2731
7/26/2021,2793888,6377
7/27/2021,2800413,6525
7/28/2021,2806768,6355
7/29/2021,2813215,6447
7/3/2021,2822133,8918
7/30/2021,2827780,5647
7/31/2021,2831435,3655
7/4/2021,2838484,7049
7/5/2021,2847007,8523
7/6/2021,2854082,7075
7/7/2021,2861253,7171
7/8/2021,2873546,12293
7/9/2021,2882526,8980
8/1/2021,2886068,3542
8/10/2021,2893632,7564
8/11/2021,2901997,8365
8/12/2021,2910796,8799
8/13/2021,2917712,6916
8/14/2021,2929470,11758
8/15/2021,2936443,6973
8/16/2021,2940626,4183
8/17/2021,2948772,8146
8/18/2021,2957230,8458
8/19/2021,2965954,8724
8/2/2021,2973600,7646
8/20/2021,2985670,12070
8/21/2021,2993243,7573
8/22/2021,2998228,4985
8/23/2021,3008447,10219
8/24/2021,3018142,9695
8/25/2021,3027443,9301
8/26/2021,3035305,7862
8/27/2021,3047127,11822
8/28/2021,3054729,7602
8/29/2021,3060159,5430
8/3/2021,3069998,9839
8/30/2021,3078940,8942
8/4/2021,3087181,8241
8/5/2021,3095397,8216
8/6/2021,3105953,10556
8/7/2021,3112871,6918
8/8/2021,3117473,4602
8/9/2021,3119794,2321
