date,Cochise_cume,Cochise
1/1/2021,1,
1/10/2021,2,1
1/11/2021,3,1
1/12/2021,62,59
1/13/2021,201,139
1/14/2021,275,74
1/15/2021,311,36
1/16/2021,650,339
1/17/2021,1103,453
1/18/2021,1550,447
1/19/2021,1678,128
1/2/2021,1679,1
1/20/2021,1701,22
1/21/2021,1807,106
1/22/2021,1885,78
1/23/2021,2102,217
1/24/2021,2318,216
1/25/2021,2330,12
1/26/2021,2331,1
1/27/2021,2334,3
1/28/2021,2391,57
1/29/2021,2478,87
1/3/2021,2587,109
1/30/2021,2655,68
1/31/2021,2819,164
1/4/2021,3195,376
1/5/2021,3199,4
1/6/2021,3566,367
1/7/2021,3821,255
1/8/2021,4258,437
1/9/2021,4605,347
12/1/2020,5079,474
12/15/2020,5479,400
12/16/2020,5496,17
12/17/2020,5742,246
12/18/2020,6179,437
12/19/2020,6890,711
12/20/2020,7550,660
12/21/2020,7886,336
12/22/2020,8454,568
12/23/2020,8566,112
12/24/2020,9010,444
12/25/2020,9491,481
12/26/2020,10275,784
12/28/2020,11296,1021
12/29/2020,11987,691
12/30/2020,12008,21
12/31/2020,12022,14
2/1/2021,12314,292
2/10/2021,12534,220
2/11/2021,13095,561
2/12/2021,13510,415
2/13/2021,13987,477
2/14/2021,14154,167
2/15/2021,14165,11
2/16/2021,14698,533
2/17/2021,15531,833
2/18/2021,16917,1386
2/19/2021,18964,2047
2/2/2021,20366,1402
2/20/2021,20710,344
2/21/2021,20723,13
2/22/2021,21136,413
2/23/2021,21824,688
2/24/2021,22352,528
2/25/2021,23060,708
2/26/2021,23436,376
2/27/2021,23788,352
2/28/2021,23908,120
2/3/2021,24179,271
2/4/2021,24416,237
2/5/2021,25336,920
2/6/2021,27430,2094
2/7/2021,28900,1470
2/8/2021,29791,891
2/9/2021,29821,30
3/1/2021,30379,558
3/10/2021,30905,526
3/11/2021,32108,1203
3/12/2021,33755,1647
3/13/2021,34826,1071
3/14/2021,35847,1021
3/15/2021,35898,51
3/16/2021,36457,559
3/17/2021,37421,964
3/18/2021,39029,1608
3/19/2021,41169,2140
3/2/2021,42735,1566
3/20/2021,43562,827
3/21/2021,43592,30
3/22/2021,44537,945
3/23/2021,45468,931
3/24/2021,46446,978
3/25/2021,47831,1385
3/26/2021,48861,1030
3/27/2021,49775,914
3/28/2021,49809,34
3/29/2021,50376,567
3/3/2021,50746,370
3/30/2021,51750,1004
3/31/2021,54158,2408
3/4/2021,55665,1507
3/5/2021,56700,1035
3/6/2021,56723,23
3/7/2021,57283,560
3/8/2021,57958,675
3/9/2021,59416,1458
4/1/2021,61694,2278
4/10/2021,63064,1370
4/11/2021,64382,1318
4/12/2021,64429,47
4/13/2021,65130,701
4/14/2021,66057,927
4/15/2021,67708,1651
4/16/2021,69392,1684
4/17/2021,70524,1132
4/18/2021,71309,785
4/19/2021,71397,88
4/2/2021,72110,713
4/20/2021,72663,553
4/21/2021,73791,1128
4/22/2021,75951,2160
4/23/2021,77109,1158
4/24/2021,78439,1330
4/25/2021,78479,40
4/26/2021,79129,650
4/27/2021,79654,525
4/28/2021,80655,1001
4/29/2021,82148,1493
4/3/2021,83169,1021
4/30/2021,84000,831
4/4/2021,84031,31
4/5/2021,84535,504
4/6/2021,85046,511
4/7/2021,86062,1016
4/8/2021,87087,1025
4/9/2021,87774,687
5/1/2021,88252,478
5/10/2021,88275,23
5/11/2021,88576,301
5/12/2021,89054,478
5/13/2021,89999,945
5/14/2021,91038,1039
5/15/2021,91763,725
5/16/2021,92227,464
5/17/2021,92256,29
5/18/2021,92597,341
5/19/2021,92912,315
5/2/2021,93685,773
5/20/2021,94957,1272
5/21/2021,95488,531
5/22/2021,95803,315
5/23/2021,95859,56
5/24/2021,96304,445
5/25/2021,96776,472
5/26/2021,97587,811
5/27/2021,98364,777
5/28/2021,99083,719
5/29/2021,99425,342
5/3/2021,99485,60
5/30/2021,99900,415
5/31/2021,100196,296
5/4/2021,100638,442
5/5/2021,101297,659
5/6/2021,101872,575
5/7/2021,101966,94
5/8/2021,102027,61
5/9/2021,102092,65
6/1/2021,102422,330
6/10/2021,102851,429
6/11/2021,103452,601
6/12/2021,103953,501
6/13/2021,104093,140
