date,Santa Cruz_cume,Santa Cruz
1/1/2021,1,
1/10/2021,9,8
1/11/2021,15,6
1/12/2021,19,4
1/13/2021,21,2
1/14/2021,24,3
1/15/2021,71,47
1/16/2021,97,26
1/17/2021,122,25
1/18/2021,128,6
1/19/2021,171,43
1/2/2021,232,61
1/20/2021,304,72
1/21/2021,368,64
1/22/2021,378,10
1/23/2021,381,3
1/24/2021,387,6
1/25/2021,454,67
1/26/2021,531,77
1/27/2021,651,120
1/28/2021,819,168
1/29/2021,983,164
1/3/2021,992,9
1/30/2021,997,5
1/31/2021,1098,101
1/4/2021,1238,140
1/5/2021,1444,206
1/6/2021,1660,216
1/7/2021,1880,220
1/8/2021,1894,14
1/9/2021,1902,8
10/1/2021,1930,28
10/10/2021,2038,108
10/11/2021,2473,435
10/12/2021,2881,408
10/13/2021,3432,551
10/14/2021,3461,29
10/15/2021,3469,8
10/16/2021,3595,126
10/17/2021,4035,440
10/18/2021,4242,207
10/19/2021,4751,509
10/2/2021,5226,475
10/20/2021,5311,85
10/21/2021,5357,46
10/3/2021,5549,192
10/4/2021,6158,609
10/5/2021,6393,235
10/6/2021,6987,594
10/7/2021,7691,704
10/8/2021,7728,37
10/9/2021,7742,14
12/1/2020,7923,181
12/17/2020,8490,567
12/18/2020,9152,662
12/19/2020,9790,638
12/20/2020,10435,645
12/21/2020,10918,483
12/22/2020,11352,434
12/23/2020,11467,115
12/24/2020,11579,112
12/26/2020,11632,53
12/28/2020,11680,48
12/29/2020,11794,114
12/30/2020,11836,42
12/31/2020,11853,17
2/1/2021,11924,71
2/10/2021,12563,639
2/11/2021,13403,840
2/12/2021,14179,776
2/13/2021,15037,858
2/14/2021,15179,142
2/15/2021,15266,87
2/16/2021,15560,294
2/17/2021,16520,960
2/18/2021,17341,821
2/19/2021,18213,872
2/2/2021,19049,836
2/20/2021,19176,127
2/21/2021,19241,65
2/22/2021,19485,244
2/23/2021,20189,704
2/24/2021,21010,821
2/25/2021,21803,793
2/26/2021,22555,752
2/27/2021,23100,545
2/28/2021,23533,433
2/3/2021,23791,258
2/4/2021,24582,791
2/5/2021,25395,813
2/6/2021,26156,761
2/7/2021,27095,939
2/8/2021,27210,115
2/9/2021,27319,109
3/1/2021,27588,269
3/10/2021,28409,821
3/11/2021,29234,825
3/12/2021,30022,788
3/13/2021,30902,880
3/14/2021,31060,158
3/15/2021,31143,83
3/16/2021,31450,307
3/17/2021,32440,990
3/18/2021,33397,957
3/19/2021,34432,1035
3/2/2021,35241,809
3/20/2021,35370,129
3/21/2021,35440,70
3/22/2021,36137,697
3/23/2021,36986,849
3/24/2021,37905,919
3/25/2021,38818,913
3/26/2021,39685,867
3/27/2021,40327,642
3/28/2021,40401,74
3/29/2021,40843,442
3/3/2021,41742,899
3/30/2021,42700,958
3/31/2021,43648,948
3/4/2021,44704,1056
3/5/2021,44868,164
3/6/2021,44972,104
3/7/2021,45289,317
3/8/2021,46163,874
3/9/2021,47007,844
4/1/2021,47875,868
4/10/2021,48754,879
4/11/2021,49200,446
4/12/2021,49269,69
4/13/2021,49917,648
4/14/2021,50769,852
4/15/2021,51496,727
4/16/2021,52235,739
4/17/2021,52882,647
4/18/2021,53007,125
4/19/2021,53066,59
4/2/2021,53593,527
4/20/2021,54216,623
4/21/2021,54987,771
4/22/2021,55627,640
4/23/2021,56326,699
4/24/2021,56414,88
4/25/2021,56456,42
4/26/2021,56905,449
4/27/2021,57057,152
4/28/2021,57428,371
4/29/2021,58261,833
4/3/2021,58963,702
4/30/2021,59055,92
4/4/2021,59103,48
4/5/2021,59929,826
4/6/2021,60447,518
4/7/2021,60869,422
4/8/2021,61531,662
4/9/2021,61934,403
