date,pcr_tests,pcr_positivity,ser_tests,ser_positivity
2020-08-31 00:00:00,9,0.0,,
2020-08-30 00:00:00,400,0.0425,61,0.0327868852459016
2020-08-29 00:00:00,2694,0.0519673348181143,385,0.0857142857142857
2020-08-28 00:00:00,5926,0.0464056699291259,1252,0.1078274760383387
2020-08-27 00:00:00,7872,0.047510162601626,1055,0.1582938388625593
2020-08-26 00:00:00,9067,0.0419102238888276,1015,0.1536945812807882
2020-08-25 00:00:00,9100,0.0357142857142857,1499,0.1207471647765177
2020-08-24 00:00:00,9927,0.0570162183942782,1293,0.1307037896365043
2020-08-23 00:00:00,3823,0.0473450170023542,403,0.0818858560794045
2020-08-22 00:00:00,4341,0.0548260769407971,557,0.0987432675044883
2020-08-21 00:00:00,7678,0.046235998958062,1456,0.1572802197802198
2020-08-20 00:00:00,7321,0.0452124026772299,1320,0.1507575757575758
2020-08-19 00:00:00,8133,0.0510266814213697,1120,0.1348214285714286
2020-08-18 00:00:00,9857,0.0434209191437557,1719,0.1279813845258872
2020-08-17 00:00:00,10954,0.0442760635384335,1578,0.1482889733840304
2020-08-16 00:00:00,4275,0.0444444444444444,480,0.0958333333333333
2020-08-15 00:00:00,5583,0.0643023464087408,580,0.1206896551724138
2020-08-14 00:00:00,9122,0.0495505371629029,1608,0.1417910447761194
2020-08-13 00:00:00,7908,0.0614567526555387,1458,0.1673525377229081
2020-08-12 00:00:00,9572,0.0504596740493105,1430,0.1468531468531469
2020-08-11 00:00:00,9758,0.060770649723304,1876,0.1588486140724947
2020-08-10 00:00:00,10187,0.0628251693334642,1532,0.1338120104438642
2020-08-09 00:00:00,4955,0.0571140262361251,419,0.0859188544152745
2020-08-08 00:00:00,5796,0.0659075224292616,550,0.1036363636363636
2020-08-07 00:00:00,8071,0.0738446289183496,1688,0.139218009478673
2020-08-06 00:00:00,8040,0.0788557213930348,1445,0.1653979238754325
2020-08-05 00:00:00,7830,0.0816091954022989,1277,0.2012529365700862
2020-08-04 00:00:00,7903,0.0828799190180944,1866,0.1296891747052519
2020-08-03 00:00:00,9450,0.093015873015873,1905,0.1333333333333333
2020-08-02 00:00:00,4228,0.0905865657521287,415,0.0987951807228916
2020-08-01 00:00:00,6373,0.0819080495841833,553,0.1139240506329114
2020-07-31 00:00:00,9477,0.0776617072913369,2000,0.135
2020-07-30 00:00:00,7991,0.1046176949067701,1869,0.1514178705189941
2020-07-29 00:00:00,8247,0.0977325087910756,1943,0.1322696860524962
2020-07-28 00:00:00,8437,0.1102287542965509,2439,0.1246412464124641
2020-07-27 00:00:00,10000,0.114,2219,0.1167192429022082
2020-07-26 00:00:00,4886,0.1182971756037659,362,0.0911602209944751
2020-07-25 00:00:00,7196,0.1165925514174542,533,0.1200750469043152
2020-07-24 00:00:00,10720,0.1097014925373134,2350,0.1391489361702128
2020-07-23 00:00:00,10380,0.1171483622350675,1999,0.128064032016008
2020-07-22 00:00:00,11962,0.1154489215850192,1859,0.1280258203335127
2020-07-21 00:00:00,12431,0.1192985278738637,2575,0.1188349514563107
2020-07-20 00:00:00,12322,0.1345560785586756,2498,0.1317053642914332
2020-07-19 00:00:00,5640,0.1264184397163121,390,0.1153846153846154
2020-07-18 00:00:00,10107,0.1300089047195013,565,0.0973451327433628
2020-07-17 00:00:00,16285,0.1254528707399448,2342,0.1259607173356106
2020-07-16 00:00:00,14519,0.1455334389420759,1871,0.139497594869054
2020-07-15 00:00:00,16491,0.1525074282942211,1874,0.1355389541088581
2020-07-14 00:00:00,16822,0.1637141838069195,2418,0.119520264681555
2020-07-13 00:00:00,15407,0.1738170961251379,2414,0.1151615575807788
2020-07-12 00:00:00,6541,0.1955358507873414,478,0.1087866108786611
2020-07-11 00:00:00,9913,0.1859174820942197,709,0.1297602256699577
2020-07-10 00:00:00,17295,0.1747904018502458,2487,0.0884599919581826
2020-07-09 00:00:00,18995,0.1737825743616741,2297,0.0944710491946017
2020-07-08 00:00:00,18513,0.1899205963377086,2217,0.1010374379792512
2020-07-07 00:00:00,19233,0.1884261425674622,2784,0.0750718390804598
2020-07-06 00:00:00,18765,0.1947242206235012,2285,0.0796498905908096
2020-07-05 00:00:00,6522,0.2425636307881018,404,0.0643564356435644
2020-07-04 00:00:00,6242,0.2137135533482858,525,0.0761904761904762
2020-07-03 00:00:00,13459,0.1955568764395572,846,0.0520094562647754
2020-07-02 00:00:00,20743,0.1847852287518681,2624,0.0846036585365854
2020-07-01 00:00:00,20204,0.1968422094634726,2756,0.0729317851959361
2020-06-30 00:00:00,20398,0.2043827826257476,2747,0.0600655260283946
2020-06-29 00:00:00,20055,0.2146098229867863,3480,0.0781609195402299
2020-06-28 00:00:00,7427,0.2354921233337822,511,0.0450097847358121
2020-06-27 00:00:00,11112,0.2279517638588913,843,0.036773428232503
2020-06-26 00:00:00,18794,0.1948494200276684,3613,0.0617215610296153
2020-06-25 00:00:00,18291,0.1962713903012411,3387,0.0563920873929731
2020-06-24 00:00:00,18427,0.1892331904270907,3415,0.053294289897511
2020-06-23 00:00:00,18101,0.1759018838738191,3535,0.0602545968882603
2020-06-22 00:00:00,16554,0.1963271716805606,2837,0.0415932322876278
2020-06-21 00:00:00,6064,0.2340039577836412,648,0.0478395061728395
2020-06-20 00:00:00,9989,0.2066272900190209,811,0.0345252774352651
2020-06-19 00:00:00,16790,0.1706372840976772,3345,0.0367713004484305
2020-06-18 00:00:00,15792,0.172935663627153,2999,0.03567855951984
2020-06-17 00:00:00,13850,0.1864259927797834,2685,0.0417132216014898
2020-06-16 00:00:00,13894,0.1664027637829279,3545,0.0330042313117066
2020-06-15 00:00:00,13427,0.1648171594548298,2690,0.0330855018587361
2020-06-14 00:00:00,4707,0.1750584236243892,624,0.0224358974358974
2020-06-13 00:00:00,7479,0.1715469982617997,826,0.0242130750605327
2020-06-12 00:00:00,12966,0.1370507481104427,2945,0.032937181663837
2020-06-11 00:00:00,11618,0.1372008951626786,3344,0.0331937799043062
2020-06-10 00:00:00,11624,0.1342911218169305,3238,0.0302655960469426
