date,Gila_cume,Gila
2020-12-17 00:00:00,156,
2020-12-18 00:00:00,216,60
2020-12-20 00:00:00,217,1
2020-12-21 00:00:00,283,66
2020-12-22 00:00:00,333,50
2020-12-23 00:00:00,390,57
2020-12-24 00:00:00,487,97
2020-12-26 00:00:00,511,24
2020-12-27 00:00:00,513,2
2020-12-28 00:00:00,723,210
2020-12-29 00:00:00,879,156
2020-12-30 00:00:00,1116,237
2020-12-31 00:00:00,1341,225
2021-01-01 00:00:00,1342,1
2021-01-02 00:00:00,1542,200
2021-01-03 00:00:00,1543,1
2021-01-04 00:00:00,1756,213
2021-01-05 00:00:00,2056,300
2021-01-06 00:00:00,2316,260
2021-01-07 00:00:00,2909,593
2021-01-08 00:00:00,3409,500
2021-01-09 00:00:00,3439,30
2021-01-11 00:00:00,3590,151
2021-01-12 00:00:00,3759,169
2021-01-13 00:00:00,3805,46
2021-01-14 00:00:00,4102,297
2021-01-15 00:00:00,4631,529
2021-01-16 00:00:00,4634,3
2021-01-18 00:00:00,4687,53
2021-01-19 00:00:00,4753,66
2021-01-20 00:00:00,5174,421
2021-01-21 00:00:00,5683,509
2021-01-22 00:00:00,5848,165
2021-01-23 00:00:00,6002,154
2021-01-25 00:00:00,6142,140
2021-01-26 00:00:00,6275,133
2021-01-27 00:00:00,6624,349
2021-01-28 00:00:00,7215,591
2021-01-29 00:00:00,7668,453
2021-01-30 00:00:00,7994,326
2021-01-31 00:00:00,8005,11
2021-02-01 00:00:00,8376,371
2021-02-02 00:00:00,8958,582
2021-02-03 00:00:00,9568,610
2021-02-04 00:00:00,10374,806
2021-02-05 00:00:00,11210,836
2021-02-06 00:00:00,11725,515
2021-02-07 00:00:00,11736,11
2021-02-08 00:00:00,12008,272
2021-02-09 00:00:00,12548,540
2021-02-10 00:00:00,12967,419
2021-02-11 00:00:00,13356,389
2021-02-12 00:00:00,13481,125
2021-02-13 00:00:00,14557,1076
2021-02-14 00:00:00,15128,571
2021-02-15 00:00:00,15243,115
2021-02-16 00:00:00,15641,398
2021-02-17 00:00:00,15961,320
2021-02-18 00:00:00,16279,318
2021-02-19 00:00:00,16618,339
2021-02-20 00:00:00,16953,335
2021-02-22 00:00:00,17008,55
2021-02-23 00:00:00,17304,296
2021-02-24 00:00:00,17544,240
2021-02-25 00:00:00,17975,431
2021-02-26 00:00:00,18388,413
2021-02-27 00:00:00,20192,1804
2021-02-28 00:00:00,21089,897
2021-03-01 00:00:00,21297,208
2021-03-02 00:00:00,21637,340
2021-03-03 00:00:00,22000,363
2021-03-04 00:00:00,22683,683
2021-03-05 00:00:00,22993,310
2021-03-06 00:00:00,23519,526
2021-03-07 00:00:00,23543,24
2021-03-08 00:00:00,23749,206
2021-03-09 00:00:00,24266,517
2021-03-10 00:00:00,24628,362
2021-03-11 00:00:00,25974,1346
2021-03-12 00:00:00,26459,485
2021-03-13 00:00:00,27852,1393
2021-03-14 00:00:00,28377,525
2021-03-15 00:00:00,28517,140
2021-03-16 00:00:00,28906,389
2021-03-17 00:00:00,29087,181
2021-03-18 00:00:00,29461,374
2021-03-19 00:00:00,29761,300
2021-03-20 00:00:00,30097,336
2021-03-22 00:00:00,30252,155
2021-03-23 00:00:00,30461,209
2021-03-24 00:00:00,30587,126
2021-03-25 00:00:00,30839,252
2021-03-26 00:00:00,31011,172
2021-03-27 00:00:00,32305,1294
2021-03-28 00:00:00,33103,798
2021-03-29 00:00:00,33197,94
2021-03-30 00:00:00,33301,104
2021-03-31 00:00:00,33422,121
2021-04-01 00:00:00,33735,313
2021-04-02 00:00:00,33959,224
2021-04-03 00:00:00,33996,37
