date,Maricopa_cume,Maricopa
2020-12-01 00:00:00,22,
2020-12-02 00:00:00,27,5
2020-12-03 00:00:00,30,3
2020-12-04 00:00:00,31,1
2020-12-08 00:00:00,32,1
2020-12-09 00:00:00,34,2
2020-12-10 00:00:00,39,5
2020-12-11 00:00:00,41,2
2020-12-12 00:00:00,43,2
2020-12-14 00:00:00,46,3
2020-12-15 00:00:00,53,7
2020-12-16 00:00:00,81,28
2020-12-17 00:00:00,1323,1242
2020-12-18 00:00:00,2975,1652
2020-12-19 00:00:00,4657,1682
2020-12-20 00:00:00,5620,963
2020-12-21 00:00:00,8862,3242
2020-12-22 00:00:00,13096,4234
2020-12-23 00:00:00,17906,4810
2020-12-24 00:00:00,19461,1555
2020-12-25 00:00:00,19462,1
2020-12-26 00:00:00,24569,5107
2020-12-27 00:00:00,26880,2311
2020-12-28 00:00:00,32043,5163
2020-12-29 00:00:00,40030,7987
2020-12-30 00:00:00,48854,8824
2020-12-31 00:00:00,52614,3760
2021-01-01 00:00:00,52848,234
2021-01-02 00:00:00,59028,6180
2021-01-03 00:00:00,61703,2675
2021-01-04 00:00:00,66274,4571
2021-01-05 00:00:00,70557,4283
2021-01-06 00:00:00,75554,4997
2021-01-07 00:00:00,80804,5250
2021-01-08 00:00:00,85331,4527
2021-01-09 00:00:00,89947,4616
2021-01-10 00:00:00,92641,2694
2021-01-11 00:00:00,101534,8893
2021-01-12 00:00:00,112221,10687
2021-01-13 00:00:00,123716,11495
2021-01-14 00:00:00,135093,11377
2021-01-15 00:00:00,144785,9692
2021-01-16 00:00:00,151129,6344
2021-01-17 00:00:00,153826,2697
2021-01-18 00:00:00,160574,6748
2021-01-19 00:00:00,172696,12122
2021-01-20 00:00:00,185847,13151
2021-01-21 00:00:00,200203,14356
2021-01-22 00:00:00,217337,17134
2021-01-23 00:00:00,231178,13841
2021-01-24 00:00:00,238326,7148
2021-01-25 00:00:00,249653,11327
2021-01-26 00:00:00,266445,16792
2021-01-27 00:00:00,282148,15703
2021-01-28 00:00:00,296309,14161
2021-01-29 00:00:00,313390,17081
2021-01-30 00:00:00,324672,11282
2021-01-31 00:00:00,328136,3464
2021-02-01 00:00:00,336227,8091
2021-02-02 00:00:00,350380,14153
2021-02-03 00:00:00,364427,14047
2021-02-04 00:00:00,381075,16648
2021-02-05 00:00:00,395981,14906
2021-02-06 00:00:00,410299,14318
2021-02-07 00:00:00,412699,2400
2021-02-08 00:00:00,423725,11026
2021-02-09 00:00:00,441558,17833
2021-02-10 00:00:00,457886,16328
2021-02-11 00:00:00,474900,17014
2021-02-12 00:00:00,501439,26539
2021-02-13 00:00:00,521040,19601
2021-02-14 00:00:00,524825,3785
2021-02-15 00:00:00,533929,9104
2021-02-16 00:00:00,551901,17972
2021-02-17 00:00:00,571229,19328
2021-02-18 00:00:00,591194,19965
2021-02-19 00:00:00,611789,20595
2021-02-20 00:00:00,627748,15959
2021-02-21 00:00:00,630644,2896
2021-02-22 00:00:00,639790,9146
2021-02-23 00:00:00,659051,19261
2021-02-24 00:00:00,679847,20796
2021-02-25 00:00:00,699523,19676
2021-02-26 00:00:00,726039,26516
2021-02-27 00:00:00,745143,19104
2021-02-28 00:00:00,749034,3891
2021-03-01 00:00:00,762508,13474
2021-03-02 00:00:00,779156,16648
2021-03-03 00:00:00,797262,18106
2021-03-04 00:00:00,815624,18362
2021-03-05 00:00:00,835089,19465
2021-03-06 00:00:00,849411,14322
2021-03-07 00:00:00,854075,4664
2021-03-08 00:00:00,870290,16215
2021-03-09 00:00:00,889565,19275
2021-03-10 00:00:00,911838,22273
2021-03-11 00:00:00,935006,23168
2021-03-12 00:00:00,964068,29062
2021-03-13 00:00:00,980999,16931
2021-03-14 00:00:00,988150,7151
2021-03-15 00:00:00,1004851,16701
2021-03-16 00:00:00,1024458,19607
2021-03-17 00:00:00,1047106,22648
2021-03-18 00:00:00,1069497,22391
2021-03-19 00:00:00,1090035,20538
2021-03-20 00:00:00,1107962,17927
2021-03-21 00:00:00,1116543,8581
2021-03-22 00:00:00,1132806,16263
2021-03-23 00:00:00,1150751,17945
2021-03-24 00:00:00,1172036,21285
2021-03-25 00:00:00,1195179,23143
2021-03-26 00:00:00,1217080,21901
2021-03-27 00:00:00,1233007,15927
2021-03-28 00:00:00,1240830,7823
2021-03-29 00:00:00,1259489,18659
2021-03-30 00:00:00,1280021,20532
2021-03-31 00:00:00,1305130,25109
2021-04-01 00:00:00,1331238,26108
2021-04-02 00:00:00,1353548,22310
2021-04-03 00:00:00,1365769,12221
2021-04-04 00:00:00,1372306,6537
2021-04-05 00:00:00,1395382,23076
2021-04-06 00:00:00,1421614,26232
2021-04-07 00:00:00,1451133,29519
2021-04-08 00:00:00,1480974,29841
2021-04-09 00:00:00,1505561,24587
2021-04-10 00:00:00,1519387,13826
2021-04-11 00:00:00,1527303,7916
2021-04-12 00:00:00,1544467,17164
2021-04-13 00:00:00,1560523,16056
2021-04-14 00:00:00,1576971,16448
2021-04-15 00:00:00,1594063,17092
2021-04-16 00:00:00,1603333,9270
