date,Cochise_cume,Cochise
2020-12-17 00:00:00,56,
2020-12-18 00:00:00,194,138
2020-12-19 00:00:00,267,73
2020-12-20 00:00:00,303,36
2020-12-21 00:00:00,641,338
2020-12-22 00:00:00,1093,452
2020-12-23 00:00:00,1540,447
2020-12-24 00:00:00,1667,127
2020-12-25 00:00:00,1668,1
2020-12-26 00:00:00,1690,22
2020-12-28 00:00:00,1795,105
2020-12-29 00:00:00,1872,77
2020-12-30 00:00:00,2089,217
2020-12-31 00:00:00,2305,216
2021-01-01 00:00:00,2309,4
2021-01-02 00:00:00,2310,1
2021-01-03 00:00:00,2312,2
2021-01-04 00:00:00,2368,56
2021-01-05 00:00:00,2453,85
2021-01-06 00:00:00,2561,108
2021-01-07 00:00:00,2625,64
2021-01-08 00:00:00,2786,161
2021-01-09 00:00:00,3158,372
2021-01-10 00:00:00,3160,2
2021-01-11 00:00:00,3526,366
2021-01-12 00:00:00,3776,250
2021-01-13 00:00:00,4201,425
2021-01-14 00:00:00,4527,326
2021-01-15 00:00:00,4996,469
2021-01-16 00:00:00,5394,398
2021-01-17 00:00:00,5410,16
2021-01-18 00:00:00,5655,245
2021-01-19 00:00:00,6090,435
2021-01-20 00:00:00,6794,704
2021-01-21 00:00:00,7443,649
2021-01-22 00:00:00,7771,328
2021-01-23 00:00:00,8336,565
2021-01-24 00:00:00,8447,111
2021-01-25 00:00:00,8886,439
2021-01-26 00:00:00,9364,478
2021-01-27 00:00:00,10148,784
2021-01-28 00:00:00,11167,1019
2021-01-29 00:00:00,11858,691
2021-01-30 00:00:00,11879,21
2021-01-31 00:00:00,11892,13
2021-02-01 00:00:00,12154,262
2021-02-02 00:00:00,12372,218
2021-02-03 00:00:00,12931,559
2021-02-04 00:00:00,13340,409
2021-02-05 00:00:00,13816,476
2021-02-06 00:00:00,13981,165
2021-02-07 00:00:00,13992,11
2021-02-08 00:00:00,14518,526
2021-02-09 00:00:00,15345,827
2021-02-10 00:00:00,16717,1372
2021-02-11 00:00:00,18674,1957
2021-02-12 00:00:00,20065,1391
2021-02-13 00:00:00,20407,342
2021-02-14 00:00:00,20418,11
2021-02-15 00:00:00,20825,407
2021-02-16 00:00:00,21511,686
2021-02-17 00:00:00,22030,519
2021-02-18 00:00:00,22709,679
2021-02-19 00:00:00,23084,375
2021-02-20 00:00:00,23428,344
2021-02-21 00:00:00,23543,115
2021-02-22 00:00:00,23811,268
2021-02-23 00:00:00,24044,233
2021-02-24 00:00:00,24953,909
2021-02-25 00:00:00,27034,2081
2021-02-26 00:00:00,28502,1468
2021-02-27 00:00:00,29390,888
2021-02-28 00:00:00,29416,26
2021-03-01 00:00:00,29920,504
2021-03-02 00:00:00,30436,516
2021-03-03 00:00:00,31639,1203
2021-03-04 00:00:00,33283,1644
2021-03-05 00:00:00,34352,1069
2021-03-06 00:00:00,35368,1016
2021-03-07 00:00:00,35417,49
2021-03-08 00:00:00,35965,548
2021-03-09 00:00:00,36926,961
2021-03-10 00:00:00,38520,1594
2021-03-11 00:00:00,40580,2060
2021-03-12 00:00:00,42142,1562
2021-03-13 00:00:00,42954,812
2021-03-14 00:00:00,42981,27
2021-03-15 00:00:00,43907,926
2021-03-16 00:00:00,44832,925
2021-03-17 00:00:00,45793,961
2021-03-18 00:00:00,47143,1350
2021-03-19 00:00:00,48140,997
2021-03-20 00:00:00,49043,903
2021-03-21 00:00:00,49073,30
2021-03-22 00:00:00,49635,562
2021-03-23 00:00:00,50004,369
2021-03-24 00:00:00,50996,992
2021-03-25 00:00:00,53391,2395
2021-03-26 00:00:00,54903,1512
2021-03-27 00:00:00,55937,1034
2021-03-28 00:00:00,55957,20
2021-03-29 00:00:00,56510,553
2021-03-30 00:00:00,57165,655
2021-03-31 00:00:00,58594,1429
2021-04-01 00:00:00,60816,2222
2021-04-02 00:00:00,62128,1312
2021-04-03 00:00:00,63441,1313
2021-04-04 00:00:00,63483,42
2021-04-05 00:00:00,64175,692
2021-04-06 00:00:00,65084,909
2021-04-07 00:00:00,66725,1641
2021-04-08 00:00:00,68358,1633
2021-04-09 00:00:00,69489,1131
2021-04-10 00:00:00,70187,698
2021-04-11 00:00:00,70272,85
2021-04-12 00:00:00,70944,672
2021-04-13 00:00:00,71403,459
2021-04-14 00:00:00,72115,712
