date,Arizona,Arizona_cum,StatePODs,StatePODs_cum
2021-04-14 00:00:00,35843,4263596,13335.0,1212714.0
2021-04-13 00:00:00,36433,4227753,11498.0,1199379.0
2021-04-12 00:00:00,42619,4191320,10520.0,1187881.0
2021-04-11 00:00:00,24859,4148701,13392.0,1177361.0
2021-04-10 00:00:00,40659,4123842,16375.0,1163969.0
2021-04-09 00:00:00,64921,4083183,18055.0,1147594.0
2021-04-08 00:00:00,70125,4018262,16946.0,1129539.0
2021-04-07 00:00:00,72460,3948137,18034.0,1112593.0
2021-04-06 00:00:00,62848,3875677,16629.0,1094559.0
2021-04-05 00:00:00,56501,3812829,16486.0,1077930.0
2021-04-04 00:00:00,20038,3756328,10412.0,1061444.0
2021-04-03 00:00:00,47022,3736290,23328.0,1051032.0
2021-04-02 00:00:00,68304,3689268,24781.0,1027704.0
2021-04-01 00:00:00,72206,3620964,24097.0,1002923.0
2021-03-31 00:00:00,75566,3548758,24419.0,978826.0
2021-03-30 00:00:00,65947,3473192,24237.0,954407.0
2021-03-29 00:00:00,59341,3407245,24130.0,930170.0
2021-03-28 00:00:00,37568,3347904,22848.0,906040.0
2021-03-27 00:00:00,51893,3310336,22584.0,883192.0
2021-03-26 00:00:00,70138,3258443,23050.0,860608.0
2021-03-25 00:00:00,70445,3188305,22029.0,837558.0
2021-03-24 00:00:00,63741,3117860,19060.0,815529.0
2021-03-23 00:00:00,48139,3054119,12948.0,796469.0
2021-03-22 00:00:00,42593,3005980,12901.0,783521.0
2021-03-21 00:00:00,30709,2963387,17060.0,770620.0
2021-03-20 00:00:00,46041,2932678,17700.0,753560.0
2021-03-19 00:00:00,59105,2886637,17469.0,735860.0
2021-03-18 00:00:00,62322,2827532,16481.0,718391.0
2021-03-17 00:00:00,61908,2765210,16719.0,701910.0
2021-03-16 00:00:00,54042,2703302,14687.0,685191.0
2021-03-15 00:00:00,46654,2649260,13744.0,670504.0
2021-03-14 00:00:00,27722,2602606,16102.0,656760.0
2021-03-13 00:00:00,50240,2574884,17898.0,640658.0
2021-03-12 00:00:00,71312,2524644,16837.0,622760.0
2021-03-11 00:00:00,69467,2453332,17636.0,605923.0
2021-03-10 00:00:00,66753,2383865,16904.0,588287.0
2021-03-09 00:00:00,56531,2317112,16196.0,571383.0
2021-03-08 00:00:00,50129,2260581,16646.0,555187.0
2021-03-07 00:00:00,25913,2210452,16284.0,538541.0
2021-03-06 00:00:00,44374,2184539,16443.0,522257.0
2021-03-05 00:00:00,58056,2140165,16393.0,505814.0
2021-03-04 00:00:00,57480,2082109,15926.0,489421.0
2021-03-03 00:00:00,58380,2024629,15405.0,473495.0
2021-03-02 00:00:00,49692,1966249,14456.0,458090.0
2021-03-01 00:00:00,44869,1916557,12850.0,443634.0
2021-02-28 00:00:00,25402,1871688,15592.0,430784.0
2021-02-27 00:00:00,51642,1846286,15108.0,415192.0
2021-02-26 00:00:00,66563,1794644,13993.0,400084.0
2021-02-25 00:00:00,60043,1728081,13365.0,386091.0
2021-02-24 00:00:00,56373,1668038,13716.0,372726.0
2021-02-23 00:00:00,43938,1611665,12731.0,359010.0
2021-02-22 00:00:00,27740,1567727,11778.0,346279.0
2021-02-21 00:00:00,14821,1539987,10822.0,334501.0
2021-02-20 00:00:00,34896,1525166,11256.0,323679.0
2021-02-19 00:00:00,42049,1490270,10223.0,312423.0
2021-02-18 00:00:00,44229,1448221,9841.0,302200.0
2021-02-17 00:00:00,46642,1403992,10555.0,292359.0
2021-02-16 00:00:00,44269,1357350,11079.0,281804.0
2021-02-15 00:00:00,31075,1313081,11030.0,270725.0
2021-02-14 00:00:00,17277,1282006,10228.0,259695.0
2021-02-13 00:00:00,45511,1264729,10478.0,249467.0
2021-02-12 00:00:00,60781,1219218,11059.0,238989.0
2021-02-11 00:00:00,50623,1158437,10848.0,227930.0
