date,pcr_tests_SANTA_CRUZ,pcr_pos_tests_SANTA_CRUZ,pcr_positivity_SANTA_CRUZ,ser_tests_SANTA_CRUZ,ser_pos_tests_SANTA_CRUZ,ser_positivity_SANTA_CRUZ
2021-02-05 00:00:00,51,2,0.0392156862745098,,,
2021-02-04 00:00:00,64,6,0.09375,2.0,0.0,0
2021-02-03 00:00:00,63,9,0.1428571428571429,6.0,3.0,0.5
2021-02-02 00:00:00,97,16,0.1649484536082474,3.0,1.0,0.3333333333333333
2021-02-01 00:00:00,66,10,0.1515151515151515,10.0,7.0,0.7
2021-01-31 00:00:00,24,4,0.1666666666666667,1.0,1.0,1
2021-01-30 00:00:00,29,3,0.103448275862069,,,
2021-01-29 00:00:00,80,9,0.1125,,,
2021-01-28 00:00:00,82,7,0.0853658536585366,4.0,3.0,0.75
2021-01-27 00:00:00,147,19,0.1292517006802721,2.0,2.0,1
2021-01-26 00:00:00,46,9,0.1956521739130435,2.0,2.0,1
2021-01-25 00:00:00,110,19,0.1727272727272727,2.0,0.0,0
2021-01-24 00:00:00,17,2,0.1176470588235294,,,
2021-01-23 00:00:00,32,11,0.34375,,,
2021-01-22 00:00:00,155,29,0.1870967741935484,2.0,1.0,0.5
2021-01-21 00:00:00,130,29,0.2230769230769231,10.0,6.0,0.6
2021-01-20 00:00:00,143,33,0.2307692307692308,1.0,0.0,0
2021-01-19 00:00:00,163,30,0.1840490797546012,2.0,1.0,0.5
2021-01-18 00:00:00,41,15,0.3658536585365854,1.0,1.0,1
2021-01-17 00:00:00,42,13,0.3095238095238096,,,
2021-01-16 00:00:00,37,10,0.2702702702702703,,,
2021-01-15 00:00:00,160,28,0.175,2.0,1.0,0.5
2021-01-14 00:00:00,152,48,0.3157894736842105,7.0,3.0,0.4285714285714286
2021-01-13 00:00:00,162,33,0.2037037037037037,2.0,0.0,0
2021-01-12 00:00:00,313,45,0.1437699680511182,6.0,3.0,0.5
2021-01-11 00:00:00,189,45,0.2380952380952381,8.0,4.0,0.5
2021-01-10 00:00:00,46,14,0.3043478260869566,1.0,0.0,0
2021-01-09 00:00:00,63,15,0.2380952380952381,,,
2021-01-08 00:00:00,304,58,0.1907894736842105,6.0,2.0,0.3333333333333333
2021-01-07 00:00:00,250,50,0.2,1.0,0.0,0
2021-01-06 00:00:00,494,70,0.1417004048582996,10.0,4.0,0.4
2021-01-05 00:00:00,280,62,0.2214285714285714,6.0,5.0,0.8333333333333334
2021-01-04 00:00:00,360,90,0.25,5.0,3.0,0.6
2021-01-03 00:00:00,46,17,0.3695652173913043,2.0,1.0,0.5
2021-01-02 00:00:00,70,13,0.1857142857142857,,,
2021-01-01 00:00:00,29,6,0.2068965517241379,,,
2020-12-31 00:00:00,122,39,0.319672131147541,3.0,1.0,0.3333333333333333
2020-12-30 00:00:00,202,54,0.2673267326732674,,,
2020-12-29 00:00:00,194,52,0.2680412371134021,1.0,1.0,1
2020-12-28 00:00:00,232,66,0.2844827586206897,2.0,2.0,1
2020-12-27 00:00:00,48,20,0.4166666666666667,1.0,0.0,0
2020-12-26 00:00:00,52,18,0.3461538461538462,,,
2020-12-25 00:00:00,7,2,0.2857142857142857,,,
2020-12-24 00:00:00,105,33,0.3142857142857143,2.0,0.0,0
2020-12-23 00:00:00,166,38,0.2289156626506024,3.0,2.0,0.6666666666666666
2020-12-22 00:00:00,147,33,0.2244897959183674,3.0,1.0,0.3333333333333333
2020-12-21 00:00:00,189,51,0.2698412698412699,3.0,1.0,0.3333333333333333
2020-12-20 00:00:00,54,19,0.3518518518518519,2.0,0.0,0
2020-12-19 00:00:00,67,18,0.2686567164179105,1.0,0.0,0
2020-12-18 00:00:00,171,30,0.1754385964912281,7.0,2.0,0.2857142857142857
2020-12-17 00:00:00,208,51,0.2451923076923077,6.0,3.0,0.5
2020-12-16 00:00:00,192,54,0.28125,3.0,2.0,0.6666666666666666
2020-12-15 00:00:00,136,40,0.2941176470588236,4.0,0.0,0
2020-12-14 00:00:00,191,67,0.3507853403141361,5.0,0.0,0
2020-12-13 00:00:00,58,23,0.3965517241379311,,,
2020-12-12 00:00:00,60,17,0.2833333333333334,,,
2020-12-11 00:00:00,171,41,0.239766081871345,5.0,2.0,0.4
2020-12-10 00:00:00,196,48,0.2448979591836735,2.0,0.0,0
2020-12-09 00:00:00,218,54,0.2477064220183487,10.0,2.0,0.2
2020-12-08 00:00:00,207,67,0.3236714975845411,3.0,1.0,0.3333333333333333
2020-12-07 00:00:00,200,61,0.305,2.0,1.0,0.5
2020-12-06 00:00:00,69,24,0.3478260869565218,,,
2020-12-05 00:00:00,48,16,0.3333333333333333,,,
2020-12-04 00:00:00,207,56,0.2705314009661836,3.0,0.0,0
2020-12-03 00:00:00,209,58,0.2775119617224881,4.0,2.0,0.5
2020-12-02 00:00:00,374,67,0.179144385026738,1.0,0.0,0
2020-12-01 00:00:00,145,42,0.2896551724137932,2.0,1.0,0.5
2020-11-30 00:00:00,264,94,0.3560606060606061,5.0,2.0,0.4
2020-11-29 00:00:00,30,6,0.2,1.0,0.0,0
2020-11-28 00:00:00,75,24,0.32,1.0,0.0,0
2020-11-27 00:00:00,66,11,0.1666666666666667,1.0,0.0,0
2020-11-26 00:00:00,12,7,0.5833333333333334,,,
2020-11-25 00:00:00,344,75,0.2180232558139535,1.0,0.0,0
2020-11-24 00:00:00,105,36,0.3428571428571429,5.0,1.0,0.2
2020-11-23 00:00:00,214,48,0.2242990654205608,2.0,0.0,0
2020-11-22 00:00:00,44,9,0.2045454545454546,,,
2020-11-21 00:00:00,69,15,0.2173913043478261,3.0,1.0,0.3333333333333333
2020-11-20 00:00:00,206,47,0.2281553398058253,5.0,4.0,0.8
2020-11-19 00:00:00,176,45,0.2556818181818182,4.0,1.0,0.25
2020-11-18 00:00:00,196,34,0.1734693877551021,1.0,1.0,1
2020-11-17 00:00:00,114,37,0.324561403508772,5.0,0.0,0
2020-11-16 00:00:00,197,60,0.3045685279187818,9.0,0.0,0
2020-11-15 00:00:00,34,5,0.1470588235294118,3.0,1.0,0.3333333333333333
2020-11-14 00:00:00,51,11,0.2156862745098039,2.0,1.0,0.5
2020-11-13 00:00:00,223,27,0.1210762331838565,3.0,0.0,0
2020-11-12 00:00:00,257,25,0.0972762645914397,3.0,1.0,0.3333333333333333
2020-11-11 00:00:00,59,8,0.1355932203389831,1.0,1.0,1
2020-11-10 00:00:00,160,24,0.15,2.0,0.0,0
2020-11-09 00:00:00,95,20,0.2105263157894737,5.0,2.0,0.4
2020-11-08 00:00:00,47,7,0.148936170212766,1.0,0.0,0
2020-11-07 00:00:00,34,8,0.2352941176470588,1.0,0.0,0
2020-11-06 00:00:00,67,10,0.1492537313432836,,,
2020-11-05 00:00:00,112,15,0.1339285714285714,,,
2020-11-04 00:00:00,123,13,0.1056910569105691,2.0,1.0,0.5
2020-11-03 00:00:00,60,12,0.2,2.0,0.0,0
2020-11-02 00:00:00,76,9,0.118421052631579,3.0,0.0,0
2020-11-01 00:00:00,19,3,0.1578947368421053,1.0,1.0,1
2020-10-31 00:00:00,42,5,0.1190476190476191,,,
2020-10-30 00:00:00,68,7,0.1029411764705882,3.0,1.0,0.3333333333333333
2020-10-29 00:00:00,65,13,0.2,3.0,0.0,0
2020-10-28 00:00:00,85,8,0.0941176470588235,,,
2020-10-27 00:00:00,58,7,0.1206896551724138,4.0,1.0,0.25
2020-10-26 00:00:00,80,14,0.175,2.0,0.0,0
2020-10-25 00:00:00,22,5,0.2272727272727273,1.0,1.0,1
2020-10-24 00:00:00,51,3,0.0588235294117647,,,
2020-10-23 00:00:00,184,10,0.0543478260869565,,,
2020-10-22 00:00:00,50,3,0.06,1.0,0.0,0
2020-10-21 00:00:00,94,3,0.0319148936170213,3.0,0.0,0
2020-10-20 00:00:00,70,1,0.0142857142857143,6.0,1.0,0.1666666666666667
2020-10-19 00:00:00,64,7,0.109375,3.0,1.0,0.3333333333333333
2020-10-18 00:00:00,14,1,0.0714285714285714,2.0,0.0,0
2020-10-17 00:00:00,18,3,0.1666666666666667,1.0,0.0,0
2020-10-16 00:00:00,70,7,0.1,4.0,2.0,0.5
2020-10-15 00:00:00,56,4,0.0714285714285714,2.0,0.0,0
2020-10-14 00:00:00,81,4,0.0493827160493827,3.0,1.0,0.3333333333333333
2020-10-13 00:00:00,45,3,0.0666666666666667,5.0,0.0,0
2020-10-12 00:00:00,69,8,0.1159420289855073,4.0,2.0,0.5
2020-10-11 00:00:00,14,3,0.2142857142857143,,,
2020-10-10 00:00:00,15,1,0.0666666666666667,1.0,0.0,0
2020-10-09 00:00:00,342,12,0.0350877192982456,4.0,0.0,0
2020-10-08 00:00:00,333,4,0.012012012012012,5.0,0.0,0
2020-10-07 00:00:00,287,3,0.0104529616724739,3.0,0.0,0
2020-10-06 00:00:00,307,7,0.0228013029315961,3.0,0.0,0
2020-10-05 00:00:00,50,2,0.04,,,
2020-10-04 00:00:00,20,1,0.05,1.0,0.0,0
2020-10-03 00:00:00,20,2,0.1,,,
2020-10-02 00:00:00,53,3,0.0566037735849057,4.0,1.0,0.25
2020-10-01 00:00:00,57,4,0.0701754385964912,2.0,0.0,0
2020-09-30 00:00:00,59,3,0.0508474576271187,3.0,0.0,0
2020-09-29 00:00:00,40,3,0.075,8.0,1.0,0.125
2020-09-28 00:00:00,42,3,0.0714285714285714,4.0,0.0,0
2020-09-27 00:00:00,11,3,0.2727272727272727,1.0,0.0,0
2020-09-26 00:00:00,22,2,0.0909090909090909,3.0,0.0,0
2020-09-25 00:00:00,133,4,0.0300751879699248,3.0,0.0,0
2020-09-24 00:00:00,61,5,0.0819672131147541,7.0,1.0,0.1428571428571429
2020-09-23 00:00:00,67,4,0.0597014925373134,15.0,2.0,0.1333333333333333
2020-09-22 00:00:00,34,1,0.0294117647058824,6.0,1.0,0.1666666666666667
2020-09-21 00:00:00,40,2,0.05,4.0,0.0,0
2020-09-20 00:00:00,7,0,0,,,
2020-09-19 00:00:00,5,1,0.2,2.0,0.0,0
2020-09-18 00:00:00,45,3,0.0666666666666667,5.0,2.0,0.4
2020-09-17 00:00:00,59,1,0.0169491525423729,7.0,0.0,0
2020-09-16 00:00:00,209,0,0,2.0,1.0,0.5
2020-09-15 00:00:00,27,1,0.037037037037037,2.0,1.0,0.5
2020-09-14 00:00:00,36,4,0.1111111111111111,5.0,0.0,0
2020-09-13 00:00:00,19,5,0.2631578947368421,3.0,2.0,0.6666666666666666
2020-09-12 00:00:00,14,1,0.0714285714285714,2.0,0.0,0
2020-09-11 00:00:00,41,1,0.024390243902439,3.0,1.0,0.3333333333333333
2020-09-10 00:00:00,70,0,0,2.0,0.0,0
2020-09-09 00:00:00,38,2,0.0526315789473684,3.0,1.0,0.3333333333333333
2020-09-08 00:00:00,41,2,0.0487804878048781,5.0,0.0,0
2020-09-07 00:00:00,3,1,0.3333333333333333,3.0,0.0,0
2020-09-06 00:00:00,1,0,0,,,
2020-09-05 00:00:00,7,0,0,2.0,0.0,0
2020-09-04 00:00:00,45,0,0,3.0,0.0,0
2020-09-03 00:00:00,29,2,0.0689655172413793,3.0,0.0,0
2020-09-02 00:00:00,45,0,0,3.0,0.0,0
