date,pcr_tests_APACHE,pcr_pos_tests_APACHE,pcr_positivity_APACHE,ser_tests_APACHE,ser_pos_tests_APACHE,ser_positivity_APACHE
2021-03-21 00:00:00,3,1,0.3333333333333333,,,
2021-03-20 00:00:00,6,0,0,,,
2021-03-19 00:00:00,56,1,0.0178571428571429,,,
2021-03-18 00:00:00,72,0,0,2.0,0.0,0
2021-03-17 00:00:00,68,0,0,2.0,1.0,0.5
2021-03-16 00:00:00,124,1,0.0080645161290323,2.0,1.0,0.5
2021-03-15 00:00:00,82,1,0.0121951219512195,,,
2021-03-14 00:00:00,16,1,0.0625,,,
2021-03-13 00:00:00,21,0,0,,,
2021-03-12 00:00:00,81,5,0.0617283950617284,1.0,0.0,0
2021-03-11 00:00:00,98,0,0,3.0,3.0,1
2021-03-10 00:00:00,84,1,0.0119047619047619,,,
2021-03-09 00:00:00,166,3,0.0180722891566265,,,
2021-03-08 00:00:00,153,3,0.0196078431372549,2.0,1.0,0.5
2021-03-07 00:00:00,27,2,0.0740740740740741,,,
2021-03-06 00:00:00,26,0,0,,,
2021-03-05 00:00:00,108,2,0.0185185185185185,3.0,1.0,0.3333333333333333
2021-03-04 00:00:00,113,2,0.0176991150442478,37.0,29.0,0.7837837837837838
2021-03-03 00:00:00,77,7,0.0909090909090909,1.0,0.0,0
2021-03-02 00:00:00,157,1,0.0063694267515924,,,
2021-03-01 00:00:00,113,2,0.0176991150442478,1.0,0.0,0
2021-02-28 00:00:00,29,2,0.0689655172413793,,,
2021-02-27 00:00:00,27,0,0,1.0,1.0,1
2021-02-26 00:00:00,49,3,0.0612244897959184,5.0,3.0,0.6
2021-02-25 00:00:00,115,5,0.0434782608695652,4.0,0.0,0
2021-02-24 00:00:00,77,3,0.038961038961039,30.0,7.0,0.2333333333333334
2021-02-23 00:00:00,196,4,0.0204081632653061,8.0,4.0,0.5
2021-02-22 00:00:00,107,9,0.0841121495327103,2.0,1.0,0.5
2021-02-21 00:00:00,32,1,0.03125,1.0,0.0,0
2021-02-20 00:00:00,51,2,0.0392156862745098,,,
2021-02-19 00:00:00,109,9,0.0825688073394496,,,
2021-02-18 00:00:00,99,7,0.0707070707070707,,,
2021-02-17 00:00:00,92,13,0.141304347826087,1.0,1.0,1
2021-02-16 00:00:00,169,8,0.0473372781065089,,,
2021-02-15 00:00:00,115,5,0.0434782608695652,2.0,2.0,1
2021-02-14 00:00:00,20,2,0.1,,,
2021-02-13 00:00:00,30,3,0.1,2.0,0.0,0
2021-02-12 00:00:00,106,6,0.0566037735849057,5.0,3.0,0.6
2021-02-11 00:00:00,125,10,0.08,5.0,2.0,0.4
2021-02-10 00:00:00,110,12,0.1090909090909091,1.0,1.0,1
2021-02-09 00:00:00,219,16,0.0730593607305936,,,
2021-02-08 00:00:00,173,16,0.092485549132948,2.0,1.0,0.5
2021-02-07 00:00:00,43,8,0.186046511627907,,,
2021-02-06 00:00:00,47,11,0.2340425531914894,3.0,3.0,1
2021-02-05 00:00:00,117,16,0.1367521367521368,2.0,1.0,0.5
2021-02-04 00:00:00,195,7,0.0358974358974359,3.0,2.0,0.6666666666666666
2021-02-03 00:00:00,136,8,0.0588235294117647,1.0,1.0,1
2021-02-02 00:00:00,241,25,0.1037344398340249,2.0,0.0,0
2021-02-01 00:00:00,182,21,0.1153846153846154,3.0,1.0,0.3333333333333333
2021-01-31 00:00:00,44,11,0.25,,,
2021-01-30 00:00:00,33,7,0.2121212121212121,2.0,1.0,0.5
2021-01-29 00:00:00,213,30,0.1408450704225352,,,
2021-01-28 00:00:00,214,24,0.1121495327102804,7.0,4.0,0.5714285714285714
2021-01-27 00:00:00,154,13,0.0844155844155844,3.0,2.0,0.6666666666666666
2021-01-26 00:00:00,194,22,0.1134020618556701,1.0,0.0,0
2021-01-25 00:00:00,197,27,0.1370558375634518,2.0,0.0,0
2021-01-24 00:00:00,50,9,0.18,,,
2021-01-23 00:00:00,54,8,0.1481481481481482,,,
2021-01-22 00:00:00,209,28,0.1339712918660287,3.0,3.0,1
2021-01-21 00:00:00,194,29,0.1494845360824742,2.0,1.0,0.5
2021-01-20 00:00:00,188,17,0.0904255319148936,5.0,3.0,0.6
2021-01-19 00:00:00,361,33,0.0914127423822715,4.0,2.0,0.5
2021-01-18 00:00:00,168,33,0.1964285714285714,3.0,0.0,0
2021-01-17 00:00:00,81,15,0.1851851851851852,2.0,0.0,0
2021-01-16 00:00:00,85,20,0.2352941176470588,2.0,1.0,0.5
