date,Arizona_cume,Arizona,Apache_cume,Apache,Coconino_cume,Coconino,Cochise_cume,Cochise,Graham_cume,Graham,Greenlee_cume,Greenlee,Gila_cume,Gila,La Paz_cume,La Paz,Maricopa_cume,Maricopa,Mohave_cume,Mohave,Navajo_cume,Navajo,Pinal_cume,Pinal,Pima_cume,Pima,Santa Cruz_cume,Santa Cruz,Yavapai_cume,Yavapai,Yuma_cume,Yuma
2020-12-01 00:00:00,25,,,,,,,,,,,,,,,,17.0,,,,,,,,4.0,,,,,,1.0,
2020-12-02 00:00:00,32,7.0,,,1.0,,,,,,,,,,,,21.0,4.0,,,,,,,5.0,1.0,,,,,,
2020-12-03 00:00:00,37,5.0,,,,,,,,,,,,,,,24.0,3.0,,,,,,,6.0,1.0,,,,,,
2020-12-04 00:00:00,40,3.0,,,2.0,1.0,,,,,,,,,,,25.0,1.0,,,,,,,7.0,1.0,,,,,,
2020-12-05 00:00:00,41,1.0,,,,,,,,,,,,,,,,,,,,,,,8.0,1.0,,,,,,
2020-12-07 00:00:00,45,4.0,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,
2020-12-08 00:00:00,48,3.0,1.0,,,,,,,,,,,,,,26.0,1.0,,,,,,,,,,,,,,
2020-12-09 00:00:00,51,3.0,,,,,,,,,,,,,,,27.0,1.0,,,,,,,10.0,2.0,,,,,,
2020-12-10 00:00:00,52,1.0,,,,,,,,,,,,,,,28.0,1.0,,,,,,,,,,,,,,
2020-12-11 00:00:00,59,7.0,,,,,,,,,,,,,,,30.0,2.0,,,,,,,13.0,3.0,,,,,,
2020-12-12 00:00:00,62,3.0,,,,,,,,,,,,,,,32.0,2.0,,,,,,,,,,,,,,
2020-12-13 00:00:00,65,3.0,,,,,,,,,,,,,,,,,,,,,,,14.0,1.0,,,,,,
2020-12-14 00:00:00,69,4.0,,,,,,,,,,,,,,,34.0,2.0,,,,,,,15.0,1.0,,,,,,
2020-12-15 00:00:00,99,30.0,,,3.0,1.0,,,,,,,,,,,38.0,4.0,,,,,,,29.0,14.0,,,,,,
2020-12-16 00:00:00,652,553.0,,,142.0,139.0,,,,,,,,,,,63.0,25.0,,,4.0,,2.0,1.0,30.0,1.0,,,,,,
2020-12-17 00:00:00,3554,2902.0,3.0,2.0,267.0,125.0,56.0,,,,,,,,,,1291.0,1228.0,,,12.0,8.0,4.0,2.0,1262.0,1232.0,,,,,,
2020-12-18 00:00:00,7048,3494.0,,,477.0,210.0,194.0,138.0,,,,,,,,,2930.0,1639.0,,,32.0,20.0,6.0,2.0,2665.0,1403.0,,,,,,
2020-12-19 00:00:00,9596,2548.0,,,525.0,48.0,267.0,73.0,,,,,,,,,4610.0,1680.0,,,,,,,3401.0,736.0,,,2.0,,2.0,1.0
2020-12-20 00:00:00,10604,1008.0,,,526.0,1.0,303.0,36.0,,,,,,,,,5569.0,959.0,,,,,,,3404.0,3.0,,,,,4.0,2.0
2020-12-21 00:00:00,15989,5385.0,5.0,2.0,527.0,1.0,641.0,338.0,,,20.0,,,,30.0,,8801.0,3232.0,,,37.0,5.0,32.0,26.0,4924.0,1520.0,,,,,179.0,175.0
2020-12-22 00:00:00,23597,7608.0,7.0,2.0,564.0,37.0,1093.0,452.0,,,50.0,30.0,,,70.0,40.0,12998.0,4197.0,54.0,,125.0,88.0,126.0,94.0,6421.0,1497.0,61.0,,373.0,371.0,838.0,659.0
2020-12-23 00:00:00,33140,9543.0,51.0,44.0,894.0,330.0,1540.0,447.0,62.0,,60.0,10.0,28.0,,88.0,18.0,17783.0,4785.0,287.0,233.0,293.0,168.0,358.0,232.0,8257.0,1836.0,81.0,20.0,804.0,431.0,1581.0,743.0
