date,Coconino_cume,Coconino
2020-12-02 00:00:00,1,
2020-12-04 00:00:00,2,1
2020-12-15 00:00:00,3,1
2020-12-16 00:00:00,142,139
2020-12-17 00:00:00,267,125
2020-12-18 00:00:00,477,210
2020-12-19 00:00:00,525,48
2020-12-20 00:00:00,526,1
2020-12-21 00:00:00,527,1
2020-12-22 00:00:00,564,37
2020-12-23 00:00:00,894,330
2020-12-24 00:00:00,1281,387
2020-12-25 00:00:00,1403,122
2020-12-26 00:00:00,1501,98
2020-12-27 00:00:00,1592,91
2020-12-28 00:00:00,1807,215
2020-12-29 00:00:00,2156,349
2020-12-30 00:00:00,2554,398
2020-12-31 00:00:00,2758,204
2021-01-01 00:00:00,2855,97
2021-01-02 00:00:00,2917,62
2021-01-03 00:00:00,2921,4
2021-01-04 00:00:00,3261,340
2021-01-05 00:00:00,3608,347
2021-01-06 00:00:00,4088,480
2021-01-07 00:00:00,4656,568
2021-01-08 00:00:00,5281,625
2021-01-09 00:00:00,5360,79
2021-01-10 00:00:00,5364,4
2021-01-11 00:00:00,5683,319
2021-01-12 00:00:00,6240,557
2021-01-13 00:00:00,6714,474
2021-01-14 00:00:00,7322,608
2021-01-15 00:00:00,8490,1168
2021-01-16 00:00:00,8592,102
2021-01-17 00:00:00,8593,1
2021-01-18 00:00:00,8768,175
2021-01-19 00:00:00,9167,399
2021-01-20 00:00:00,10669,1502
2021-01-21 00:00:00,11506,837
2021-01-22 00:00:00,12398,892
2021-01-23 00:00:00,12794,396
2021-01-24 00:00:00,12806,12
2021-01-25 00:00:00,13351,545
2021-01-26 00:00:00,13848,497
2021-01-27 00:00:00,15133,1285
2021-01-28 00:00:00,16326,1193
2021-01-29 00:00:00,17215,889
2021-01-30 00:00:00,17546,331
2021-01-31 00:00:00,17570,24
2021-02-01 00:00:00,18393,823
2021-02-02 00:00:00,19214,821
2021-02-03 00:00:00,20818,1604
2021-02-04 00:00:00,22801,1983
2021-02-05 00:00:00,25011,2210
2021-02-06 00:00:00,26428,1417
2021-02-07 00:00:00,26461,33
2021-02-08 00:00:00,27337,876
2021-02-09 00:00:00,28242,905
2021-02-10 00:00:00,30679,2437
2021-02-11 00:00:00,32180,1501
2021-02-12 00:00:00,34911,2731
2021-02-13 00:00:00,36410,1499
2021-02-14 00:00:00,36435,25
2021-02-15 00:00:00,37630,1195
2021-02-16 00:00:00,39245,1615
2021-02-17 00:00:00,42029,2784
2021-02-18 00:00:00,43117,1088
2021-02-19 00:00:00,44452,1335
2021-02-20 00:00:00,45484,1032
2021-02-21 00:00:00,45491,7
2021-02-22 00:00:00,45866,375
2021-02-23 00:00:00,46380,514
2021-02-24 00:00:00,48328,1948
2021-02-25 00:00:00,49977,1649
2021-02-26 00:00:00,51637,1660
2021-02-27 00:00:00,53279,1642
2021-02-28 00:00:00,53365,86
2021-03-01 00:00:00,54921,1556
2021-03-02 00:00:00,56649,1728
2021-03-03 00:00:00,58357,1708
2021-03-04 00:00:00,60487,2130
2021-03-05 00:00:00,62231,1744
2021-03-06 00:00:00,62918,687
2021-03-07 00:00:00,63008,90
2021-03-08 00:00:00,63962,954
2021-03-09 00:00:00,64841,879
2021-03-10 00:00:00,67537,2696
2021-03-11 00:00:00,69353,1816
2021-03-12 00:00:00,71910,2557
2021-03-13 00:00:00,73042,1132
2021-03-14 00:00:00,73099,57
2021-03-15 00:00:00,74417,1318
2021-03-16 00:00:00,76263,1846
2021-03-17 00:00:00,78004,1741
2021-03-18 00:00:00,79433,1429
2021-03-19 00:00:00,80972,1539
2021-03-20 00:00:00,81877,905
2021-03-21 00:00:00,81921,44
2021-03-22 00:00:00,82407,486
