date,pcr_tests_MARICOPA,pcr_pos_test_MARICOPA,pcr_positivity_MARICOPA
2022-02-13 00:00:00,95,5,0.0526315789473684
2022-02-12 00:00:00,3256,468,0.1437346437346437
2022-02-11 00:00:00,14912,2019,0.1353943133047211
2022-02-10 00:00:00,17414,2351,0.1350063167566326
2022-02-09 00:00:00,19010,2887,0.1518674381904261
2022-02-08 00:00:00,19833,3140,0.1583219886048505
2022-02-07 00:00:00,22704,3643,0.1604563072586328
2022-02-06 00:00:00,10534,2412,0.2289728498196317
2022-02-05 00:00:00,12512,3080,0.2461636828644501
2022-02-04 00:00:00,21478,4129,0.1922432256262222
2022-02-03 00:00:00,22151,4318,0.194934765924789
2022-02-02 00:00:00,25503,5436,0.2131513939536525
2022-02-01 00:00:00,25891,5917,0.2285350121663899
2022-01-31 00:00:00,30043,7074,0.2354625037446327
2022-01-30 00:00:00,15143,4577,0.3022518655484383
2022-01-29 00:00:00,17059,5522,0.3237000996541415
2022-01-28 00:00:00,29772,7520,0.2525863227193336
2022-01-27 00:00:00,32211,8330,0.2586073080624632
2022-01-26 00:00:00,31846,9229,0.2898009169126421
2022-01-25 00:00:00,35876,10356,0.2886609432489687
2022-01-24 00:00:00,39071,12105,0.3098205830411303
2022-01-23 00:00:00,19303,6990,0.3621198777392115
2022-01-22 00:00:00,24885,8747,0.3514968856741009
2022-01-21 00:00:00,37506,12484,0.3328534101210473
2022-01-20 00:00:00,41907,13984,0.3336912687617821
2022-01-19 00:00:00,43915,15189,0.3458727086416942
2022-01-18 00:00:00,44107,15848,0.3593080463418505
2022-01-17 00:00:00,40970,14875,0.3630705394190871
2022-01-16 00:00:00,22919,8938,0.3899821109123435
2022-01-15 00:00:00,25500,9433,0.369921568627451
2022-01-14 00:00:00,47263,15877,0.3359287391828703
2022-01-13 00:00:00,47841,15972,0.3338558976610021
2022-01-12 00:00:00,49328,16906,0.3427262406746676
2022-01-11 00:00:00,52086,17739,0.3405713627462274
2022-01-10 00:00:00,52942,17605,0.3325337161421934
2022-01-09 00:00:00,27487,9823,0.3573689380434387
2022-01-08 00:00:00,28074,9743,0.3470470898340101
2022-01-07 00:00:00,44534,13455,0.3021287106480442
2022-01-06 00:00:00,45759,13535,0.2957888065735702
2022-01-05 00:00:00,43837,13928,0.3177224718844812
2022-01-04 00:00:00,44154,13295,0.3011052226298863
2022-01-03 00:00:00,44812,13034,0.2908595911809337
2022-01-02 00:00:00,19823,6056,0.3055037078141553
2022-01-01 00:00:00,10603,3290,0.3102895406960295
2021-12-31 00:00:00,20838,5321,0.2553508014204819
2021-12-30 00:00:00,31255,6953,0.2224604063349864
2021-12-29 00:00:00,29535,6936,0.2348400203148807
2021-12-28 00:00:00,28724,6339,0.2206865339089264
2021-12-27 00:00:00,26691,5510,0.2064366265782474
2021-12-26 00:00:00,11681,2569,0.2199298005307765
2021-12-25 00:00:00,3944,846,0.2145030425963489
2021-12-24 00:00:00,14273,2270,0.1590415469768094
2021-12-23 00:00:00,25461,3636,0.1428066454577589
2021-12-22 00:00:00,26176,3590,0.137148533007335
2021-12-21 00:00:00,25582,3070,0.1200062543976233
2021-12-20 00:00:00,25206,2974,0.117987780687138
2021-12-19 00:00:00,12878,1511,0.1173318838328933
2021-12-18 00:00:00,13127,1537,0.1170869200883675
2021-12-17 00:00:00,20274,2138,0.1054552628982934
2021-12-16 00:00:00,22451,2295,0.102222618146185
2021-12-15 00:00:00,20357,2347,0.1152920371371027
2021-12-14 00:00:00,23187,2414,0.1041100616724889
2021-12-13 00:00:00,23088,2553,0.1105769230769231
2021-12-12 00:00:00,11669,1487,0.1274316565258377
2021-12-11 00:00:00,12869,1516,0.117802471054472
2021-12-10 00:00:00,19498,2123,0.1088829623551133
2021-12-09 00:00:00,21001,2147,0.102233226989191
2021-12-08 00:00:00,21037,2517,0.1196463374055236
2021-12-07 00:00:00,23671,2436,0.1029107346542182
2021-12-06 00:00:00,24879,2919,0.1173278668756783
2021-12-05 00:00:00,12129,1580,0.1302663038997444
2021-12-04 00:00:00,12292,1765,0.1435893263911487
2021-12-03 00:00:00,22302,2545,0.1141153259797328
2021-12-02 00:00:00,21967,2544,0.1158100787544954
2021-12-01 00:00:00,22198,3062,0.1379403549869358
2021-11-30 00:00:00,23199,2746,0.11836717099875
2021-11-29 00:00:00,26155,3425,0.1309501051424202
2021-11-28 00:00:00,12873,2085,0.1619669074807737
2021-11-27 00:00:00,11303,1921,0.1699548792356012
2021-11-26 00:00:00,15317,2139,0.1396487562838676
2021-11-25 00:00:00,5273,714,0.1354067893040015
2021-11-24 00:00:00,19260,2580,0.1339563862928349
2021-11-23 00:00:00,24017,2780,0.1157513427988508
2021-11-22 00:00:00,23928,2967,0.1239969909729188
2021-11-21 00:00:00,12047,1744,0.1447663318668548
2021-11-20 00:00:00,13228,1799,0.1359993952222558
2021-11-19 00:00:00,22449,2673,0.1190698917546439
2021-11-18 00:00:00,22337,2660,0.1190849263553745
2021-11-17 00:00:00,23614,2989,0.1265774540526806
2021-11-16 00:00:00,23002,2706,0.1176419441787671
2021-11-15 00:00:00,24079,2980,0.1237592923294157
