date,20-34_Yavapai,35-44_Yavapai,45-54_Yavapai,55-64_Yavapai,65+_Yavapai,<20_Yavapai
1/1/2021,311,415,440,668,460,6
1/1/2022,13068,9249,12029,22584,62988,6404
1/10/2021,568,707,811,1162,1031,10
1/10/2022,13238,9346,12108,22725,63200,6561
1/11/2021,578,716,821,1181,1066,11
1/11/2022,13259,9356,12113,22740,63224,6581
1/12/2021,597,740,852,1228,1167,11
1/12/2022,13275,9366,12119,22753,63247,6595
1/13/2021,642,792,941,1337,1389,12
1/13/2022,13292,9381,12129,22772,63261,6618
1/14/2021,677,836,995,1412,1518,14
1/14/2022,13311,9395,12143,22795,63285,6674
1/15/2021,692,847,1008,1435,1573,14
1/15/2022,13323,9401,12151,22801,63291,6686
1/16/2021,715,882,1055,1493,1739,16
1/16/2022,13336,9405,12153,22802,63299,6693
1/17/2021,717,884,1058,1499,1755,17
1/17/2022,13351,9409,12159,22810,63314,6710
1/18/2021,722,886,1071,1521,1897,18
1/18/2022,13365,9418,12166,22818,63326,6727
1/19/2021,758,937,1125,1602,2076,18
1/19/2022,13379,9424,12173,22831,63346,6751
1/2/2021,333,448,463,701,475,6
1/2/2022,13079,9255,12039,22593,62993,6414
1/20/2021,800,987,1196,1697,2387,18
1/20/2022,13396,9434,12178,22842,63364,6774
1/21/2021,921,1147,1375,1934,3101,18
1/21/2022,13410,9442,12188,22857,63383,6808
1/22/2021,1059,1282,1546,2195,4068,19
1/22/2022,13415,9449,12190,22864,63385,6815
1/23/2021,1097,1340,1602,2305,5269,22
1/23/2022,13418,9453,12193,22866,63389,6826
1/24/2021,1114,1357,1624,2379,6479,23
1/24/2022,13432,9460,12202,22874,63395,6832
1/25/2021,1138,1381,1655,2467,7226,23
1/25/2022,13443,9467,12208,22883,63410,6847
1/26/2021,1149,1394,1685,2516,7696,23
1/26/2022,13456,9471,12215,22893,63419,6854
1/27/2021,1220,1450,1756,2708,9053,24
1/27/2022,13464,9474,12220,22905,63430,6875
1/28/2021,1271,1525,1864,2918,10545,30
1/28/2022,13480,9477,12232,22920,63441,6901
1/29/2021,1354,1587,1967,3098,11886,34
1/29/2022,13483,9483,12236,22922,63443,6907
1/3/2021,333,450,463,703,477,6
1/3/2022,13104,9266,12048,22610,63025,6426
1/30/2021,1401,1615,2024,3188,12546,34
1/30/2022,13487,9483,12238,22923,63448,6910
1/31/2021,1438,1642,2072,3277,13278,36
1/31/2022,13492,9494,12243,22931,63463,6920
1/4/2021,342,454,474,720,484,6
1/4/2022,13120,9272,12054,22630,63054,6444
1/5/2021,350,464,489,739,510,6
1/5/2022,13148,9283,12066,22649,63087,6464
1/6/2021,358,471,503,766,549,7
1/6/2022,13173,9295,12075,22659,63116,6492
1/7/2021,440,571,648,910,754,8
1/7/2022,13203,9318,12089,22682,63156,6522
1/8/2021,533,677,774,1120,977,10
1/8/2022,13218,9324,12096,22695,63170,6535
1/9/2021,567,706,810,1162,1028,10
1/9/2022,13229,9328,12104,22704,63176,6543
10/1/2021,11522,8327,10935,20785,58729,4549
10/10/2021,11677,8401,11023,20875,58901,4587
10/11/2021,11693,8411,11027,20892,58934,4593
10/12/2021,11707,8416,11034,20902,58947,4607
10/13/2021,11724,8423,11041,20914,58959,4622
10/14/2021,11738,8436,11050,20932,58988,4625
10/15/2021,11760,8444,11058,20944,59010,4634
10/16/2021,11774,8450,11062,20949,59020,4641
10/17/2021,11790,8459,11071,20954,59026,4644
10/18/2021,11810,8467,11077,20960,59039,4651
