date,Maricopa_cume,Maricopa
2020-12-01,203,
2020-12-02,222,19
2020-12-03,234,12
2020-12-04,240,6
2020-12-05,242,2
2020-12-07,252,10
2020-12-08,262,10
2020-12-09,271,9
2020-12-10,288,17
2020-12-11,296,8
2020-12-12,304,8
2020-12-13,314,10
2020-12-14,330,16
2020-12-15,372,42
2020-12-16,435,63
2020-12-17,1707,1272
2020-12-18,3398,1691
2020-12-19,5071,1673
2020-12-20,6092,1021
2020-12-21,9327,3235
2020-12-22,13482,4155
2020-12-23,18286,4804
2020-12-24,19861,1575
2020-12-25,19867,6
2020-12-26,24901,5034
2020-12-27,27164,2263
2020-12-28,32404,5240
2020-12-29,40264,7860
2020-12-30,48934,8670
2020-12-31,53016,4082
2021-01-01,54772,1756
2021-01-02,60937,6165
2021-01-03,63539,2602
2021-01-04,68288,4749
2021-01-05,72679,4391
2021-01-06,77658,4979
2021-01-07,83064,5406
2021-01-08,87705,4641
2021-01-09,92388,4683
2021-01-10,95033,2645
2021-01-11,104733,9700
2021-01-12,120834,16101
2021-01-13,138269,17435
2021-01-14,155128,16859
2021-01-15,170632,15504
2021-01-16,182245,11613
2021-01-17,190685,8440
2021-01-18,203555,12870
2021-01-19,221307,17752
2021-01-20,240350,19043
2021-01-21,260412,20062
2021-01-22,282735,22323
2021-01-23,301837,19102
2021-01-24,314266,12429
2021-01-25,330676,16410
2021-01-26,353062,22386
2021-01-27,373639,20577
2021-01-28,392790,19151
2021-01-29,414515,21725
2021-01-30,430231,15716
2021-01-31,438393,8162
2021-02-01,457363,18970
2021-02-02,479902,22539
2021-02-03,502268,22366
2021-02-04,527784,25516
2021-02-05,550809,23025
2021-02-06,575080,24271
2021-02-07,588056,12976
2021-02-08,612007,23951
2021-02-09,639687,27680
2021-02-10,666176,26489
2021-02-11,692954,26778
2021-02-12,728960,36006
2021-02-13,757439,28479
2021-02-14,770864,13425
2021-02-15,790724,19860
2021-02-16,818703,27979
2021-02-17,847561,28858
2021-02-18,876173,28612
2021-02-19,905126,28953
2021-02-20,930876,25750
2021-02-21,944192,13316
2021-02-22,963417,19225
2021-02-23,992556,29139
2021-02-24,1023972,31416
2021-02-25,1054090,30118
2021-02-26,1091104,37014
2021-02-27,1121904,30800
2021-02-28,1139590,17686
2021-03-01,1167250,27660
2021-03-02,1195389,28139
2021-03-03,1225581,30192
2021-03-04,1256791,31210
2021-03-05,1289229,32438
2021-03-06,1316792,27563
2021-03-07,1334511,17719
2021-03-08,1364482,29971
2021-03-09,1396554,32072
2021-03-10,1432209,35655
2021-03-11,1469320,37111
2021-03-12,1511024,41704
2021-03-13,1542693,31669
2021-03-14,1562782,20089
2021-03-15,1591306,28524
2021-03-16,1622658,31352
2021-03-17,1659121,36463
2021-03-18,1695658,36537
