date,pcr_tests,pcr_pos_test,pcr_positivity,ser_tests,ser_pos_tests,ser_positivity,pcr_tests_APACHE,pcr_pos_tests_APACHE,pcr_positivity_APACHE,ser_tests_APACHE,ser_pos_tests_APACHE,ser_positivity_APACHE,pcr_tests_YUMA,pcr_pos_tests_YUMA,pcr_positivity_YUMA,ser_tests_YUMA,ser_pos_tests_YUMA,ser_positivity_YUMA,pcr_tests_YAVAPAI,pcr_pos_tests_YAVAPAI,pcr_positivity_YAVAPAI,ser_tests_YAVAPAI,ser_pos_tests_YAVAPAI,ser_positivity_YAVAPAI,pcr_tests_SANTA_CRUZ,pcr_pos_tests_SANTA_CRUZ,pcr_positivity_SANTA_CRUZ,ser_tests_SANTA_CRUZ,ser_pos_tests_SANTA_CRUZ,ser_positivity_SANTA_CRUZ,pcr_tests_PINAL,pcr_pos_tests_PINAL,pcr_positivity_PINAL,ser_tests_PINAL,ser_pos_tests_PINAL,ser_positivity_PINAL,pcr_tests_PIMA,pcr_pos_tests_PIMA,pcr_positivity_PIMA,ser_tests_PIMA,ser_pos_tests_PIMA,ser_positivity_PIMA,pcr_tests_NAVAJO,pcr_pos_tests_NAVAJO,pcr_positivity_NAVAJO,ser_tests_NAVAJO,ser_pos_tests_NAVAJO,ser_positivity_NAVAJO,pcr_tests_MOHAVE,pcr_pos_tests_MOHAVE,pcr_positivity_MOHAVE,ser_tests_MOHAVE,ser_pos_tests_MOHAVE,ser_positivity_MOHAVE,pcr_tests_MARICOPA,pcr_pos_tests_MARICOPA,pcr_positivity_MARICOPA,ser_tests_MARICOPA,ser_pos_tests_MARICOPA,ser_positivity_MARICOPA,pcr_tests_LA_PAZ,pcr_pos_tests_LA_PAZ,pcr_positivity_LA_PAZ,ser_tests_LA_PAZ,ser_pos_tests_LA_PAZ,ser_positivity_LA_PAZ,pcr_tests_GREENLEE,pcr_pos_tests_GREENLEE,pcr_positivity_GREENLEE,ser_tests_GREENLEE,ser_pos_tests_GREENLEE,ser_positivity_GREENLEE,pcr_tests_GRAHAM,pcr_pos_tests_GRAHAM,pcr_positivity_GRAHAM,ser_tests_GRAHAM,ser_pos_tests_GRAHAM,ser_positivity_GRAHAM,pcr_tests_GILA,pcr_pos_tests_GILA,pcr_positivity_GILA,ser_tests_GILA,ser_pos_tests_GILA,ser_positivity_GILA,pcr_tests_COCONINO,pcr_pos_tests_COCONINO,pcr_positivity_COCONINO,ser_tests_COCONINO,ser_pos_tests_COCONINO,ser_positivity_COCONINO,pcr_tests_COCHISE,pcr_pos_tests_COCHISE,pcr_positivity_COCHISE,ser_tests_COCHISE,ser_pos_tests_COCHISE,ser_positivity_COCHISE
2021-09-18 00:00:00,60,3,0.05,,,,,,,,,,1.0,0.0,0.0,,,,2.0,0.0,0.0,,,,1.0,0.0,0.0,,,,3.0,0.0,0.0,,,,25.0,1.0,0.04,,,,,,,,,,5.0,2.0,0.4,,,,19.0,0.0,0.0,,,,,,,,,,,,,,,,1.0,0.0,0.0,,,,,,,,,,3.0,0.0,0.0,,,,,,,,,
2021-09-17 00:00:00,5726,546,0.0953545232273839,424.0,226.0,0.5330188679245284,32.0,2.0,0.0625,1.0,1.0,1.0,133.0,6.0,0.0451127819548872,1.0,1.0,1.0,106.0,15.0,0.1415094339622642,,,,31.0,1.0,0.032258064516129,,,,293.0,35.0,0.1194539249146758,42.0,18.0,0.4285714285714286,1333.0,78.0,0.0585146286571643,10.0,2.0,0.2,103.0,19.0,0.1844660194174757,1.0,0.0,0.0,123.0,21.0,0.1707317073170732,6.0,2.0,0.3333333333333333,3106.0,318.0,0.1023824855119124,343.0,193.0,0.5626822157434402,10.0,1.0,0.1,,,,1.0,0.0,0.0,,,,22.0,7.0,0.3181818181818182,,,,25.0,6.0,0.24,13.0,5.0,0.3846153846153847,146.0,10.0,0.0684931506849315,1.0,0.0,0.0,58.0,12.0,0.2068965517241379,1.0,1.0,1.0
2021-09-16 00:00:00,12170,1216,0.0999178307313065,808.0,424.0,0.5247524752475248,58.0,10.0,0.1724137931034483,1.0,0.0,0.0,167.0,18.0,0.1077844311377246,8.0,3.0,0.375,281.0,33.0,0.1174377224199288,19.0,7.0,0.368421052631579,106.0,5.0,0.0471698113207547,,,,686.0,83.0,0.1209912536443149,50.0,23.0,0.46,2206.0,173.0,0.0784224841341795,53.0,28.0,0.5283018867924528,160.0,16.0,0.1,2.0,1.0,0.5,271.0,48.0,0.1771217712177122,49.0,30.0,0.6122448979591838,7323.0,745.0,0.1017342619145159,588.0,316.0,0.5374149659863946,31.0,3.0,0.0967741935483871,,,,2.0,0.0,0.0,,,,49.0,11.0,0.2244897959183674,2.0,0.0,0.0,87.0,5.0,0.0574712643678161,13.0,7.0,0.5384615384615384,203.0,24.0,0.1182266009852217,4.0,1.0,0.25,123.0,8.0,0.0650406504065041,7.0,2.0,0.2857142857142857
2021-09-15 00:00:00,14199,1529,0.1076836396929361,899.0,446.0,0.496106785317019,52.0,8.0,0.1538461538461539,1.0,1.0,1.0,289.0,21.0,0.0726643598615917,11.0,6.0,0.5454545454545454,378.0,64.0,0.1693121693121693,26.0,12.0,0.4615384615384616,68.0,4.0,0.0588235294117647,6.0,5.0,0.8333333333333334,839.0,108.0,0.1287246722288439,60.0,33.0,0.55,2669.0,225.0,0.0843012364181341,73.0,37.0,0.5068493150684932,185.0,24.0,0.1297297297297297,3.0,0.0,0.0,324.0,61.0,0.1882716049382716,26.0,15.0,0.576923076923077,8169.0,872.0,0.1067450116293304,647.0,319.0,0.4930448222565688,35.0,8.0,0.2285714285714286,1.0,0.0,0.0,5.0,0.0,0.0,1.0,1.0,1.0,56.0,14.0,0.25,2.0,1.0,0.5,96.0,18.0,0.1875,7.0,4.0,0.5714285714285714,352.0,37.0,0.1051136363636364,8.0,2.0,0.25,272.0,28.0,0.1029411764705882,10.0,3.0,0.3
2021-09-14 00:00:00,14906,1594,0.1069368039715551,1055.0,545.0,0.5165876777251186,80.0,10.0,0.125,1.0,0.0,0.0,321.0,21.0,0.0654205607476636,13.0,9.0,0.6923076923076924,402.0,46.0,0.1144278606965174,29.0,15.0,0.517241379310345,81.0,11.0,0.1358024691358025,5.0,3.0,0.6,1041.0,135.0,0.1296829971181556,56.0,29.0,0.517857142857143,2699.0,181.0,0.0670618747684328,90.0,47.0,0.5222222222222224,208.0,24.0,0.1153846153846154,10.0,4.0,0.4,394.0,60.0,0.1522842639593909,41.0,16.0,0.3902439024390244,8352.0,947.0,0.1133860153256705,760.0,398.0,0.5236842105263158,46.0,11.0,0.2391304347826087,,,,2.0,1.0,0.5,,,,53.0,17.0,0.3207547169811321,4.0,0.0,0.0,86.0,14.0,0.1627906976744186,12.0,5.0,0.4166666666666667,340.0,42.0,0.1235294117647059,4.0,3.0,0.75,288.0,29.0,0.1006944444444445,25.0,14.0,0.5600000000000002
2021-09-13 00:00:00,16097,1875,0.1164813319252035,902.0,459.0,0.508869179600887,101.0,11.0,0.1089108910891089,,,,409.0,38.0,0.0929095354523227,11.0,8.0,0.7272727272727274,369.0,60.0,0.1626016260162602,20.0,10.0,0.5,97.0,6.0,0.0618556701030928,6.0,4.0,0.6666666666666666,1080.0,166.0,0.1537037037037037,73.0,29.0,0.3972602739726027,2522.0,187.0,0.0741475019825535,74.0,41.0,0.5540540540540542,239.0,32.0,0.1338912133891213,4.0,0.0,0.0,337.0,82.0,0.2433234421364985,35.0,8.0,0.2285714285714286,8976.0,1105.0,0.1231060606060606,634.0,333.0,0.525236593059937,21.0,6.0,0.2857142857142857,,,,1.0,1.0,1.0,,,,81.0,18.0,0.2222222222222222,1.0,1.0,1.0,151.0,21.0,0.1390728476821192,17.0,8.0,0.4705882352941176,475.0,45.0,0.0947368421052632,5.0,1.0,0.2,410.0,39.0,0.0951219512195122,14.0,11.0,0.7857142857142858
2021-09-12 00:00:00,7933,1011,0.1274423295096433,155.0,69.0,0.4451612903225807,38.0,3.0,0.0789473684210526,,,,187.0,16.0,0.0855614973262032,,,,195.0,40.0,0.2051282051282051,2.0,1.0,0.5,27.0,2.0,0.0740740740740741,,,,491.0,62.0,0.1262729124236253,8.0,4.0,0.5,1174.0,114.0,0.0971039182282794,7.0,3.0,0.4285714285714286,96.0,6.0,0.0625,,,,171.0,34.0,0.1988304093567251,7.0,3.0,0.4285714285714286,4730.0,608.0,0.1285412262156448,112.0,46.0,0.4107142857142857,12.0,5.0,0.4166666666666667,,,,3.0,0.0,0.0,,,,15.0,5.0,0.3333333333333333,,,,24.0,2.0,0.0833333333333333,,,,96.0,8.0,0.0833333333333333,9.0,5.0,0.5555555555555556,78.0,17.0,0.217948717948718,3.0,3.0,1.0
2021-09-11 00:00:00,9517,1280,0.1344961647578018,279.0,139.0,0.4982078853046596,40.0,5.0,0.125,1.0,0.0,0.0,195.0,21.0,0.1076923076923077,,,,217.0,48.0,0.2211981566820277,,,,24.0,2.0,0.0833333333333333,,,,562.0,114.0,0.202846975088968,10.0,4.0,0.4,1355.0,142.0,0.1047970479704797,9.0,3.0,0.3333333333333333,106.0,20.0,0.1886792452830189,1.0,0.0,0.0,204.0,54.0,0.2647058823529412,15.0,5.0,0.3333333333333333,6157.0,811.0,0.1317199935033296,219.0,110.0,0.502283105022831,6.0,2.0,0.3333333333333333,,,,5.0,1.0,0.2,,,,12.0,2.0,0.1666666666666667,,,,25.0,4.0,0.16,1.0,1.0,1.0,191.0,12.0,0.0628272251308901,5.0,1.0,0.2,80.0,16.0,0.2,16.0,13.0,0.8125
2021-09-10 00:00:00,14848,1696,0.1142241379310345,836.0,475.0,0.5681818181818182,71.0,9.0,0.1267605633802817,1.0,0.0,0.0,265.0,30.0,0.1132075471698113,14.0,11.0,0.7857142857142858,350.0,57.0,0.1628571428571429,22.0,11.0,0.5,111.0,10.0,0.0900900900900901,3.0,0.0,0.0,959.0,149.0,0.1553701772679875,56.0,33.0,0.5892857142857144,2880.0,208.0,0.0722222222222222,68.0,36.0,0.5294117647058824,163.0,20.0,0.1226993865030675,6.0,4.0,0.6666666666666666,304.0,74.0,0.243421052631579,19.0,9.0,0.4736842105263158,8635.0,1014.0,0.1174290677475391,599.0,341.0,0.5692821368948248,11.0,2.0,0.1818181818181818,,,,2.0,0.0,0.0,,,,48.0,7.0,0.1458333333333334,3.0,2.0,0.6666666666666666,50.0,10.0,0.2,10.0,8.0,0.8,310.0,38.0,0.1225806451612903,7.0,2.0,0.2857142857142857,301.0,36.0,0.1196013289036545,15.0,8.0,0.5333333333333334
2021-09-09 00:00:00,15508,1675,0.1080087696672685,916.0,469.0,0.5120087336244542,85.0,2.0,0.0235294117647059,,,,369.0,27.0,0.0731707317073171,12.0,8.0,0.6666666666666666,325.0,55.0,0.1692307692307693,26.0,9.0,0.3461538461538462,117.0,10.0,0.0854700854700855,1.0,1.0,1.0,831.0,127.0,0.1528279181708785,57.0,29.0,0.5087719298245614,2831.0,213.0,0.0752384316495938,53.0,22.0,0.4150943396226416,184.0,20.0,0.108695652173913,1.0,1.0,1.0,341.0,59.0,0.1730205278592376,38.0,24.0,0.631578947368421,9313.0,1046.0,0.1123161172554494,675.0,347.0,0.5140740740740742,12.0,2.0,0.1666666666666667,,,,9.0,3.0,0.3333333333333333,,,,49.0,5.0,0.1020408163265306,3.0,0.0,0.0,103.0,20.0,0.1941747572815534,9.0,3.0,0.3333333333333333,346.0,39.0,0.1127167630057804,6.0,4.0,0.6666666666666666,230.0,23.0,0.1,18.0,11.0,0.6111111111111112
