date,Pima_cume,Pima
1/1/2021,19,
1/10/2021,21,2
1/11/2021,25,4
1/12/2021,26,1
1/13/2021,27,1
1/14/2021,30,3
1/15/2021,31,1
1/16/2021,35,4
1/17/2021,36,1
1/18/2021,37,1
1/19/2021,41,4
1/2/2021,60,19
1/20/2021,64,4
1/21/2021,1298,1234
1/22/2021,2708,1410
1/23/2021,3449,741
1/24/2021,3457,8
1/25/2021,4983,1526
1/26/2021,6494,1511
1/27/2021,8353,1859
1/28/2021,9396,1043
1/29/2021,9398,2
1/3/2021,10190,792
1/30/2021,10359,169
1/31/2021,12218,1859
1/4/2021,14309,2091
1/5/2021,16579,2270
1/6/2021,18239,1660
1/7/2021,18589,350
1/8/2021,19217,628
1/9/2021,19654,437
12/1/2020,21485,1831
12/10/2020,23232,1747
12/11/2020,25399,2167
12/12/2020,27652,2253
12/13/2020,30315,2663
12/14/2020,31838,1523
12/15/2020,32247,409
12/16/2020,35035,2788
12/17/2020,37780,2745
12/18/2020,40271,2491
12/19/2020,42708,2437
12/2/2020,46798,4090
12/20/2020,48207,1409
12/21/2020,48715,508
12/22/2020,52688,3973
12/23/2020,56801,4113
12/24/2020,61545,4744
12/25/2020,66895,5350
12/26/2020,73467,6572
12/27/2020,76031,2564
12/28/2020,77038,1007
12/29/2020,84379,7341
12/3/2020,91388,7009
12/30/2020,98956,7568
12/31/2020,105919,6963
12/4/2020,113218,7299
12/5/2020,117045,3827
12/9/2020,118567,1522
2/1/2021,124303,5736
2/10/2021,130641,6338
2/11/2021,137648,7007
2/12/2021,144914,7266
2/13/2021,153741,8827
2/14/2021,158111,4370
2/15/2021,159206,1095
2/16/2021,166093,6887
2/17/2021,172299,6206
2/18/2021,179827,7528
2/19/2021,187580,7753
2/2/2021,196377,8797
2/20/2021,200678,4301
2/21/2021,201607,929
2/22/2021,207750,6143
2/23/2021,214640,6890
2/24/2021,222193,7553
2/25/2021,229449,7256
2/26/2021,233781,4332
2/27/2021,235888,2107
2/28/2021,236570,682
2/3/2021,240399,3829
2/4/2021,244946,4547
2/5/2021,251347,6401
2/6/2021,259586,8239
2/7/2021,269776,10190
2/8/2021,274169,4393
2/9/2021,276334,2165
3/1/2021,283743,7409
3/10/2021,290427,6684
3/11/2021,298587,8160
3/12/2021,304922,6335
3/13/2021,312853,7931
3/14/2021,317573,4720
3/15/2021,319862,2289
3/16/2021,327820,7958
3/17/2021,335770,7950
3/18/2021,345658,9888
3/19/2021,355261,9603
3/2/2021,365736,10475
3/20/2021,370922,5186
3/21/2021,372760,1838
3/22/2021,379504,6744
3/23/2021,387162,7658
3/24/2021,395997,8835
3/25/2021,404615,8618
3/26/2021,413690,9075
3/27/2021,418111,4421
3/28/2021,421665,3554
3/29/2021,428128,6463
3/3/2021,435397,7269
3/30/2021,444172,8775
3/31/2021,454301,10129
3/4/2021,464633,10332
3/5/2021,470282,5649
3/6/2021,473239,2957
3/7/2021,479980,6741
3/8/2021,488377,8397
3/9/2021,498041,9664
4/1/2021,505894,7853
4/10/2021,514638,8744
4/11/2021,519695,5057
4/12/2021,521514,1819
4/13/2021,529521,8007
4/14/2021,538293,8772
4/15/2021,549135,10842
4/16/2021,559705,10570
4/17/2021,570903,11198
4/18/2021,576511,5608
4/19/2021,578462,1951
4/2/2021,586944,8482
4/20/2021,594189,7245
4/21/2021,602478,8289
4/22/2021,611159,8681
4/23/2021,620217,9058
4/24/2021,623785,3568
4/25/2021,626410,2625
4/26/2021,632812,6402
4/27/2021,639703,6891
4/28/2021,647630,7927
4/29/2021,655315,7685
4/3/2021,663762,8447
4/30/2021,668584,4822
4/4/2021,670145,1561
4/5/2021,677696,7551
4/6/2021,685036,7340
4/7/2021,692304,7268
4/8/2021,699274,6970
4/9/2021,705615,6341
5/1/2021,707783,2168
5/10/2021,708985,1202
5/11/2021,714710,5725
5/12/2021,720190,5480
5/13/2021,726389,6199
5/14/2021,731547,5158
5/15/2021,736931,5384
5/16/2021,739404,2473
5/17/2021,740393,989
5/18/2021,744303,3910
5/19/2021,747577,3274
5/2/2021,751251,3674
5/20/2021,755898,4647
5/21/2021,761270,5372
5/22/2021,764572,3302
5/23/2021,766469,1897
5/24/2021,770795,4326
5/25/2021,774089,3294
5/26/2021,777333,3244
5/27/2021,780515,3182
5/28/2021,785010,4495
5/29/2021,787745,2735
5/3/2021,789393,1648
5/30/2021,792413,3020
5/31/2021,795418,3005
5/4/2021,798240,2822
5/5/2021,800781,2541
5/6/2021,804131,3350
5/7/2021,805941,1810
5/8/2021,806868,927
5/9/2021,807573,705
6/1/2021,810403,2830
6/10/2021,812824,2421
6/11/2021,815450,2626
6/12/2021,818865,3415
6/13/2021,821531,2666
6/14/2021,823183,1652
6/15/2021,825920,2737
6/16/2021,828386,2466
6/17/2021,830735,2349
6/18/2021,833119,2384
6/19/2021,836011,2892
6/2/2021,838285,2274
6/20/2021,839440,1155
6/21/2021,842145,2705
6/22/2021,844044,1899
6/23/2021,846113,2069
6/24/2021,848064,1951
6/25/2021,850633,2569
6/26/2021,852277,1644
6/27/2021,853034,757
6/28/2021,854815,1781
6/29/2021,856826,2011
6/3/2021,858750,1924
6/30/2021,860536,1786
6/4/2021,862892,2356
6/5/2021,864320,1428
6/6/2021,864925,605
6/7/2021,866392,1467
6/8/2021,867994,1602
6/9/2021,869642,1648
7/1/2021,870950,1308
7/10/2021,872571,1621
7/11/2021,873423,852
7/12/2021,873637,214
7/13/2021,874613,976
7/14/2021,876075,1462
7/15/2021,877776,1701
7/16/2021,879589,1813
7/17/2021,881534,1945
7/18/2021,882647,1113
7/19/2021,883112,465
