date,Cochise_cume,Cochise
2020-12-16 00:00:00,1,
2020-12-17 00:00:00,57,56
2020-12-18 00:00:00,195,138
2020-12-19 00:00:00,268,73
2020-12-20 00:00:00,304,36
2020-12-21 00:00:00,642,338
2020-12-22 00:00:00,1094,452
2020-12-23 00:00:00,1541,447
2020-12-24 00:00:00,1668,127
2020-12-25 00:00:00,1669,1
2020-12-26 00:00:00,1691,22
2020-12-28 00:00:00,1796,105
2020-12-29 00:00:00,1873,77
2020-12-30 00:00:00,2090,217
2020-12-31 00:00:00,2306,216
2021-01-01 00:00:00,2311,5
2021-01-02 00:00:00,2312,1
2021-01-03 00:00:00,2314,2
2021-01-04 00:00:00,2370,56
2021-01-05 00:00:00,2455,85
2021-01-06 00:00:00,2563,108
2021-01-07 00:00:00,2627,64
2021-01-08 00:00:00,2788,161
2021-01-09 00:00:00,3160,372
2021-01-10 00:00:00,3162,2
2021-01-11 00:00:00,3526,364
2021-01-12 00:00:00,3776,250
2021-01-13 00:00:00,4205,429
2021-01-14 00:00:00,4532,327
2021-01-15 00:00:00,4999,467
2021-01-16 00:00:00,5397,398
2021-01-17 00:00:00,5413,16
2021-01-18 00:00:00,5655,242
2021-01-19 00:00:00,6090,435
2021-01-20 00:00:00,6794,704
2021-01-21 00:00:00,7447,653
2021-01-22 00:00:00,7778,331
2021-01-23 00:00:00,8344,566
2021-01-24 00:00:00,8455,111
2021-01-25 00:00:00,8896,441
2021-01-26 00:00:00,9375,479
2021-01-27 00:00:00,10159,784
2021-01-28 00:00:00,11178,1019
2021-01-29 00:00:00,11869,691
2021-01-30 00:00:00,11890,21
2021-01-31 00:00:00,11903,13
2021-02-01 00:00:00,12168,265
2021-02-02 00:00:00,12386,218
2021-02-03 00:00:00,12945,559
2021-02-04 00:00:00,13351,406
2021-02-05 00:00:00,13827,476
2021-02-06 00:00:00,13989,162
2021-02-07 00:00:00,14000,11
2021-02-08 00:00:00,14524,524
2021-02-09 00:00:00,15353,829
2021-02-10 00:00:00,16729,1376
2021-02-11 00:00:00,18684,1955
2021-02-12 00:00:00,20076,1392
2021-02-13 00:00:00,20418,342
2021-02-14 00:00:00,20429,11
2021-02-15 00:00:00,20837,408
2021-02-16 00:00:00,21524,687
2021-02-17 00:00:00,22044,520
2021-02-18 00:00:00,22728,684
2021-02-19 00:00:00,23103,375
2021-02-20 00:00:00,23451,348
2021-02-21 00:00:00,23566,115
2021-02-22 00:00:00,23835,269
2021-02-23 00:00:00,24068,233
2021-02-24 00:00:00,24977,909
2021-02-25 00:00:00,27057,2080
2021-02-26 00:00:00,28526,1469
2021-02-27 00:00:00,29415,889
2021-02-28 00:00:00,29441,26
2021-03-01 00:00:00,29949,508
2021-03-02 00:00:00,30468,519
2021-03-03 00:00:00,31661,1193
2021-03-04 00:00:00,33297,1636
2021-03-05 00:00:00,34363,1066
2021-03-06 00:00:00,35380,1017
2021-03-07 00:00:00,35430,50
2021-03-08 00:00:00,35978,548
2021-03-09 00:00:00,36939,961
2021-03-10 00:00:00,38534,1595
2021-03-11 00:00:00,40602,2068
2021-03-12 00:00:00,42159,1557
2021-03-13 00:00:00,42972,813
2021-03-14 00:00:00,42999,27
2021-03-15 00:00:00,43925,926
2021-03-16 00:00:00,44850,925
2021-03-17 00:00:00,45812,962
2021-03-18 00:00:00,47157,1345
2021-03-19 00:00:00,48166,1009
2021-03-20 00:00:00,49070,904
2021-03-21 00:00:00,49103,33
2021-03-22 00:00:00,49658,555
2021-03-23 00:00:00,50026,368
2021-03-24 00:00:00,51019,993
2021-03-25 00:00:00,53416,2397
2021-03-26 00:00:00,54918,1502
2021-03-27 00:00:00,55952,1034
2021-03-28 00:00:00,55972,20
2021-03-29 00:00:00,56526,554
2021-03-30 00:00:00,57191,665
2021-03-31 00:00:00,58642,1451
2021-04-01 00:00:00,60867,2225
2021-04-02 00:00:00,62219,1352
2021-04-03 00:00:00,63533,1314
2021-04-04 00:00:00,63576,43
2021-04-05 00:00:00,64272,696
2021-04-06 00:00:00,65194,922
2021-04-07 00:00:00,66833,1639
2021-04-08 00:00:00,68497,1664
2021-04-09 00:00:00,69623,1126
2021-04-10 00:00:00,70406,783
2021-04-11 00:00:00,70493,87
2021-04-12 00:00:00,71193,700
2021-04-13 00:00:00,71741,548
2021-04-14 00:00:00,72854,1113
2021-04-15 00:00:00,74998,2144
2021-04-16 00:00:00,76138,1140
2021-04-17 00:00:00,77455,1317
2021-04-18 00:00:00,77492,37
2021-04-19 00:00:00,78134,642
2021-04-20 00:00:00,78645,511
2021-04-21 00:00:00,79604,959
2021-04-22 00:00:00,81057,1453
2021-04-23 00:00:00,82065,1008
2021-04-24 00:00:00,82894,829
2021-04-25 00:00:00,82923,29
2021-04-26 00:00:00,83385,462
2021-04-27 00:00:00,83844,459
2021-04-28 00:00:00,84833,989
2021-04-29 00:00:00,85824,991
2021-04-30 00:00:00,86479,655
2021-05-01 00:00:00,86912,433
2021-05-02 00:00:00,86931,19
2021-05-03 00:00:00,87297,366
2021-05-04 00:00:00,87810,513
2021-05-05 00:00:00,88842,1032
2021-05-06 00:00:00,89934,1092
2021-05-07 00:00:00,90499,565
