Category,value
tests,4302887
Yuma,133571
Yavapai,102796
Santa Cruz,28954
Pinal,260605
Pima,642518
Navajo,55203
Mohave,96387
Maricopa,2569972
La Paz,7052
Greenlee,1950
Graham,11640
Gila,27656
Coconino,89960
Cochise,55295
Apache,28055
Unknown,10300
65 years and older,692926
55 - 64 years,530829
45 - 54 years,556704
20 - 44 years,1736960
Less than 20 years,775168
positive,0.1330769318366948
