date,pcr_tests_PIMA,pcr_pos_test_PIMA,pcr_positivity_PIMA
2021-12-10 00:00:00,114,10,0.087719298245614
2021-12-09 00:00:00,2776,244,0.0878962536023055
2021-12-08 00:00:00,4325,473,0.109364161849711
2021-12-07 00:00:00,5301,543,0.1024335031126203
2021-12-06 00:00:00,5987,590,0.0985468515116085
2021-12-05 00:00:00,2367,361,0.1525137304604985
2021-12-04 00:00:00,2809,416,0.1480954076183695
2021-12-03 00:00:00,5396,580,0.1074870274277243
2021-12-02 00:00:00,5963,615,0.1031360053664263
2021-12-01 00:00:00,5934,684,0.115267947421638
2021-11-30 00:00:00,7125,768,0.1077894736842105
2021-11-29 00:00:00,7571,773,0.1021001188746533
2021-11-28 00:00:00,2715,482,0.1775322283609577
2021-11-27 00:00:00,2815,456,0.1619893428063943
2021-11-26 00:00:00,3977,562,0.14131254714609
2021-11-25 00:00:00,1260,148,0.1174603174603175
2021-11-24 00:00:00,5715,697,0.1219597550306212
2021-11-23 00:00:00,7543,741,0.0982367758186398
2021-11-22 00:00:00,7729,835,0.1080346746021478
2021-11-21 00:00:00,2750,465,0.1690909090909091
2021-11-20 00:00:00,2853,465,0.1629863301787592
2021-11-19 00:00:00,5791,723,0.1248489034709031
2021-11-18 00:00:00,5967,671,0.1124518183341713
2021-11-17 00:00:00,6766,816,0.1206030150753769
2021-11-16 00:00:00,6779,820,0.1209617937748931
2021-11-15 00:00:00,7023,863,0.1228819592766624
2021-11-14 00:00:00,2756,496,0.1799709724238026
2021-11-13 00:00:00,2955,487,0.1648054145516075
2021-11-12 00:00:00,6255,748,0.1195843325339728
2021-11-11 00:00:00,3587,502,0.1399498187900753
2021-11-10 00:00:00,6717,699,0.1040643144260831
2021-11-09 00:00:00,6818,729,0.106922851276034
2021-11-08 00:00:00,7109,703,0.0988887325924884
2021-11-07 00:00:00,2799,427,0.1525544837441944
2021-11-06 00:00:00,2938,464,0.157930565010211
2021-11-05 00:00:00,5489,597,0.1087629805064675
2021-11-04 00:00:00,6058,629,0.1038296467481017
2021-11-03 00:00:00,6468,631,0.0975572047000618
2021-11-02 00:00:00,6220,575,0.092443729903537
2021-11-01 00:00:00,6085,536,0.0880854560394413
2021-10-31 00:00:00,2019,336,0.1664190193164933
2021-10-30 00:00:00,2402,306,0.1273938384679434
2021-10-29 00:00:00,4816,465,0.0965531561461794
2021-10-28 00:00:00,5629,501,0.0890033753775093
2021-10-27 00:00:00,5522,465,0.0842086200651938
2021-10-26 00:00:00,5715,443,0.0775153105861767
2021-10-25 00:00:00,5932,563,0.0949089683074848
2021-10-24 00:00:00,2025,256,0.1264197530864198
2021-10-23 00:00:00,2323,319,0.1373224278949634
2021-10-22 00:00:00,4384,435,0.0992244525547445
2021-10-21 00:00:00,5136,431,0.0839174454828661
2021-10-20 00:00:00,5294,413,0.0780128447298829
2021-10-19 00:00:00,5354,449,0.0838625326858424
2021-10-18 00:00:00,5774,462,0.0800138552130239
2021-10-17 00:00:00,1851,230,0.1242571582928147
2021-10-16 00:00:00,1904,209,0.1097689075630252
2021-10-15 00:00:00,3965,310,0.0781841109709962
2021-10-14 00:00:00,4517,307,0.0679654638034093
2021-10-13 00:00:00,4476,308,0.0688114387846291
2021-10-12 00:00:00,4830,308,0.063768115942029
