date,20-34_Santa Cruz,35-44_Santa Cruz,45-54_Santa Cruz,55-64_Santa Cruz,65+_Santa Cruz,<20_Santa Cruz
1/1/2021,109,97,57,69,58,2
1/10/2021,264,214,161,164,191,5
1/11/2021,280,235,187,181,207,5
1/12/2021,300,251,210,208,252,5
1/13/2021,309,260,217,219,421,5
1/14/2021,320,273,227,230,583,5
1/15/2021,337,286,238,239,749,5
1/16/2021,343,288,238,239,754,5
1/17/2021,344,289,238,241,758,5
1/18/2021,346,294,240,245,765,5
1/19/2021,351,304,242,250,808,5
1/2/2021,110,97,57,70,59,2
1/20/2021,371,320,263,270,1136,7
1/21/2021,387,341,281,287,1452,7
1/22/2021,418,372,318,315,1868,8
1/23/2021,424,377,319,317,1876,8
1/24/2021,424,379,319,319,1878,8
1/25/2021,440,389,335,338,1904,8
1/26/2021,465,406,350,360,2204,9
1/27/2021,485,426,365,384,2270,11
1/28/2021,509,452,406,456,2562,11
1/29/2021,564,515,497,530,2731,12
1/3/2021,112,99,57,71,60,2
1/30/2021,585,530,511,550,2741,12
1/31/2021,597,537,516,562,2751,12
1/4/2021,131,115,67,85,66,2
1/5/2021,158,125,85,97,76,2
1/6/2021,188,158,108,119,85,3
1/7/2021,212,176,126,134,171,4
1/8/2021,261,211,158,162,190,4
1/9/2021,264,212,160,163,191,4
10/1/2021,10237,6382,6423,6291,9712,6276
10/10/2021,10282,6411,6437,6310,9730,6350
10/11/2021,10285,6418,6443,6313,9734,6352
10/12/2021,10297,6419,6445,6314,9736,6385
10/13/2021,10301,6425,6449,6318,9737,6389
10/14/2021,10309,6434,6454,6324,9742,6400
10/15/2021,10328,6440,6461,6327,9745,6406
10/16/2021,10337,6441,6461,6327,9746,6413
10/17/2021,10342,6442,6461,6327,9746,6418
10/18/2021,10350,6448,6465,6330,9751,6422
10/19/2021,10371,6457,6472,6335,9756,6434
10/2/2021,10239,6383,6424,6293,9713,6278
10/20/2021,10375,6458,6475,6336,9757,6442
10/21/2021,10386,6460,6478,6338,9759,6447
10/22/2021,10395,6467,6481,6343,9763,6457
10/23/2021,10399,6472,6488,6346,9765,6465
10/24/2021,10400,6475,6490,6347,9766,6469
10/25/2021,10405,6481,6494,6347,9771,6472
10/26/2021,10416,6486,6499,6349,9777,6475
10/27/2021,10425,6493,6501,6353,9785,6480
10/28/2021,10438,6503,6508,6361,9794,6488
10/29/2021,10442,6508,6511,6364,9796,6497
10/3/2021,10243,6383,6424,6293,9715,6278
10/30/2021,10447,6512,6518,6373,9798,6499
10/31/2021,10447,6515,6520,6373,9798,6502
10/4/2021,10247,6385,6430,6294,9717,6282
10/5/2021,10259,6389,6432,6298,9725,6303
10/6/2021,10263,6397,6433,6300,9728,6308
10/7/2021,10272,6408,6436,6304,9729,6333
10/8/2021,10274,6411,6436,6305,9730,6344
