Category,value
tests,12446067
day,
pos,
est_pos,
total_pos,
0_5,
Less than 20 years,2094404
20 - 44 years,5313489
45 - 54 years,1647221
55 - 64 years,1527992
65 years and older,1838726
Unknown,24235
positive,0.0973442453748642
