Category,value
tests,796082
YUMA,13121
YAVAPAI,23191
SANTA CRUZ,2460
PINAL,48612
PIMA,70043
NAVAJO,6550
MOHAVE,18653
MARICOPA,571032
LA PAZ,1926
GREENLEE,321
GRAHAM,1718
GILA,7980
COCONINO,10372
COCHISE,7603
APACHE,1720
Unknown,743
65 years and older,191777
55 - 64 years,157519
45 - 54 years,143825
20 - 44 years,265135
Less than 20 years,37083
positive,0.2366904414369374
