date,20-34_Apache,35-44_Apache,45-54_Apache,55-64_Apache,65+_Apache,<20_Apache
1/1/2021,148,139,184,191,233,4
1/10/2021,182,188,257,302,657,11
1/11/2021,186,193,266,317,742,12
1/12/2021,195,204,278,345,861,12
1/13/2021,197,215,299,376,948,14
1/14/2021,213,238,317,432,1168,17
1/15/2021,220,240,334,456,1243,22
1/16/2021,220,240,335,459,1257,22
1/17/2021,220,240,336,459,1257,22
1/18/2021,227,247,348,469,1284,22
1/19/2021,235,256,362,493,1358,23
1/2/2021,148,141,185,191,233,4
1/20/2021,248,271,385,523,1433,62
1/21/2021,263,291,414,596,1555,113
1/22/2021,298,327,455,673,1661,126
1/23/2021,300,328,455,676,1679,128
1/24/2021,300,328,455,677,1681,128
1/25/2021,304,343,460,688,1742,128
1/26/2021,313,353,470,709,1827,135
1/27/2021,325,363,487,727,1912,151
1/28/2021,346,385,540,830,2030,158
1/29/2021,360,399,562,857,2065,165
1/3/2021,148,141,185,191,233,4
1/30/2021,361,399,562,858,2066,172
1/31/2021,361,400,562,866,2068,176
1/4/2021,151,143,189,192,251,4
1/5/2021,155,148,197,206,300,7
1/6/2021,164,163,211,233,471,11
1/7/2021,170,179,240,283,610,11
1/8/2021,182,188,257,301,651,11
1/9/2021,182,188,257,302,656,11
12/1/2020,,,2,,,
12/10/2020,2,2,3,3,,1
12/11/2020,2,2,3,3,,1
12/12/2020,2,2,3,3,,1
12/13/2020,2,2,3,3,1,1
12/14/2020,2,2,3,3,1,1
12/15/2020,2,3,3,5,1,1
12/16/2020,5,9,9,16,3,1
12/17/2020,12,21,23,25,3,1
12/18/2020,17,23,27,29,3,1
12/19/2020,17,23,27,29,3,1
12/2/2020,,1,2,,,
12/20/2020,17,23,27,29,3,1
12/21/2020,18,24,29,31,4,1
12/22/2020,18,25,32,32,4,1
12/23/2020,51,48,58,72,31,2
12/24/2020,54,49,59,74,33,2
12/25/2020,54,49,59,74,34,2
12/26/2020,54,49,61,74,34,2
12/27/2020,54,49,61,74,34,2
12/28/2020,69,55,70,89,55,2
12/29/2020,112,110,139,145,161,2
12/3/2020,1,1,2,1,,
12/30/2020,140,128,167,183,202,4
12/31/2020,148,139,184,191,231,4
12/4/2020,1,1,2,2,,
12/5/2020,1,1,2,2,,
12/6/2020,1,1,2,2,,
12/7/2020,1,1,3,2,,1
12/8/2020,1,1,3,3,,1
12/9/2020,2,2,3,3,,1
2/1/2021,369,416,580,904,2137,194
2/10/2021,692,631,871,1301,2608,403
2/11/2021,854,723,929,1388,2664,491
2/12/2021,888,762,960,1409,2696,524
2/13/2021,935,794,977,1418,2708,539
2/14/2021,936,794,977,1418,2708,539
2/15/2021,938,796,982,1430,2729,539
2/16/2021,976,825,1006,1452,2747,551
2/17/2021,1055,872,1046,1491,2783,573
2/18/2021,1104,896,1065,1525,2817,590
2/19/2021,1136,918,1091,1540,2834,633
2/2/2021,375,420,589,935,2209,208
2/20/2021,1166,924,1103,1558,2840,657
2/21/2021,1166,924,1104,1558,2840,664
2/22/2021,1215,945,1134,1585,2864,675
2/23/2021,1253,967,1152,1612,2882,683
2/24/2021,1291,984,1168,1638,2910,695
2/25/2021,1319,1002,1178,1660,2938,857
2/26/2021,1357,1015,1185,1675,2949,873
2/27/2021,1373,1024,1193,1685,2954,885
2/28/2021,1374,1024,1193,1685,2954,885
2/3/2021,420,456,643,1006,2290,227
2/4/2021,480,497,715,1108,2386,248
2/5/2021,535,540,761,1161,2427,264
2/6/2021,562,556,799,1191,2441,328
2/7/2021,562,557,799,1191,2442,328
2/8/2021,575,576,819,1213,2492,332
2/9/2021,592,592,834,1252,2560,337
3/1/2021,1404,1045,1208,1717,2987,939
3/10/2021,1592,1153,1307,1864,3133,1225
3/11/2021,1628,1169,1323,1892,3166,1244
3/12/2021,1640,1173,1326,1901,3178,1271
3/13/2021,1641,1174,1326,1902,3179,1274
3/14/2021,1641,1174,1326,1902,3181,1274
3/15/2021,1667,1185,1338,1925,3210,1296
3/16/2021,1689,1197,1346,1941,3231,1337
3/17/2021,1723,1207,1357,1953,3252,1359
3/18/2021,1736,1213,1365,1963,3274,1367
3/19/2021,1764,1219,1369,1982,3280,1379
3/2/2021,1443,1059,1229,1737,3012,977
3/20/2021,1764,1220,1371,1983,3284,1382
3/21/2021,1764,1220,1371,1984,3286,1382
3/22/2021,1782,1231,1378,2002,3304,1387
3/23/2021,1791,1237,1381,2012,3321,1398
3/24/2021,1819,1271,1413,2063,3390,1417
3/25/2021,1826,1274,1421,2069,3399,1432
3/26/2021,1828,1277,1425,2075,3405,1439
3/27/2021,1832,1277,1426,2075,3407,1444
3/28/2021,1833,1277,1426,2076,3407,1445
3/29/2021,1844,1284,1435,2089,3420,1449
3/3/2021,1465,1074,1240,1753,3043,1019
3/30/2021,1849,1288,1440,2094,3428,1460
3/31/2021,1855,1298,1456,2108,3439,1480
3/4/2021,1488,1096,1258,1772,3057,1102
3/5/2021,1511,1113,1271,1791,3064,1132
3/6/2021,1518,1121,1273,1795,3069,1150
