date,pcr_tests,pcr_pos_test,pcr_positivity,ser_tests,ser_pos_tests,ser_positivity
2021-09-19 00:00:00,100,4,0.04,1,1,1
2021-09-18 00:00:00,3101,383,0.1235085456304418,89,31,0.3483146067415731
2021-09-17 00:00:00,11160,1167,0.1045698924731183,790,427,0.540506329113924
2021-09-16 00:00:00,13772,1397,0.1014376996805112,850,450,0.5294117647058824
2021-09-15 00:00:00,14322,1543,0.1077363496718335,901,448,0.4972253052164262
2021-09-14 00:00:00,14914,1592,0.1067453399490412,1057,547,0.5175023651844844
2021-09-13 00:00:00,16108,1870,0.1160913831636454,902,459,0.508869179600887
2021-09-12 00:00:00,7921,1008,0.1272566595126878,155,69,0.4451612903225807
2021-09-11 00:00:00,9506,1270,0.1335998316852514,279,139,0.4982078853046596
2021-09-10 00:00:00,14833,1682,0.1133958066473404,835,474,0.5676646706586826
2021-09-09 00:00:00,15494,1670,0.1077836581902672,916,469,0.5120087336244542
2021-09-08 00:00:00,17062,1961,0.114933770952995,853,445,0.5216881594372802
2021-09-07 00:00:00,17631,2097,0.1189382337927514,886,491,0.554176072234763
2021-09-06 00:00:00,7607,1045,0.1373734718022874,274,135,0.4927007299270074
2021-09-05 00:00:00,8308,1068,0.1285507944150217,159,85,0.5345911949685536
2021-09-04 00:00:00,9117,1220,0.133815948228584,244,130,0.5327868852459018
2021-09-03 00:00:00,13741,1631,0.1186958736627611,874,437,0.5
2021-09-02 00:00:00,15385,1636,0.1063373415664608,923,489,0.5297941495124594
2021-09-01 00:00:00,15924,1838,0.1154232604873148,947,517,0.545934530095037
2021-08-31 00:00:00,17785,1854,0.1042451504076469,1020,512,0.5019607843137256
2021-08-30 00:00:00,18657,2115,0.1133622768933912,976,512,0.5245901639344264
2021-08-29 00:00:00,8874,1126,0.126887536623845,210,106,0.5047619047619047
2021-08-28 00:00:00,10726,1291,0.1203617378333023,370,192,0.518918918918919
2021-08-27 00:00:00,17762,1740,0.0979619412228353,908,476,0.5242290748898678
2021-08-26 00:00:00,18086,1862,0.1029525599911534,1049,594,0.5662535748331744
2021-08-25 00:00:00,19143,2055,0.1073499451496631,1142,641,0.5612959719789844
2021-08-24 00:00:00,19692,1878,0.0953686776355881,1165,627,0.5381974248927038
2021-08-23 00:00:00,20765,2132,0.102672766674693,1102,577,0.5235934664246824
2021-08-22 00:00:00,9779,1106,0.1130994989262706,248,132,0.532258064516129
2021-08-21 00:00:00,11282,1248,0.1106186846303847,397,192,0.4836272040302268
2021-08-20 00:00:00,18780,1900,0.101171458998935,1030,568,0.5514563106796116
2021-08-19 00:00:00,19779,1981,0.1001567318873553,1001,555,0.5544455544455544
2021-08-18 00:00:00,20327,2030,0.099867171742018,1004,523,0.5209163346613546
2021-08-17 00:00:00,21148,2078,0.0982598827312275,1060,559,0.5273584905660378
2021-08-16 00:00:00,22219,2238,0.1007246050677348,979,525,0.5362614913176712
2021-08-15 00:00:00,10114,1222,0.1208226221079692,221,106,0.4796380090497738
2021-08-14 00:00:00,10727,1296,0.1208166309312949,339,181,0.5339233038348082
2021-08-13 00:00:00,16506,1852,0.1122016236520053,896,476,0.53125
2021-08-12 00:00:00,16928,1825,0.1078095463137996,911,464,0.5093304061470912
2021-08-11 00:00:00,16998,1991,0.1171314272267326,996,527,0.5291164658634538
2021-08-10 00:00:00,17132,1918,0.1119542376838665,955,479,0.5015706806282724
2021-08-09 00:00:00,17353,2119,0.1221114504696594,877,473,0.539338654503991
2021-08-08 00:00:00,7572,1052,0.138932910723719,194,107,0.5515463917525774
2021-08-07 00:00:00,8586,1187,0.1382483112042861,314,157,0.5
